Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
pox-virus-tiled-amplicon-ref-masking	WorkflowHub	1632	https://workflowhub.eu/workflows/1632?version=1		gtn, galaxy, variant-analysis	2025-06-02	2025-06-02	1	1	14.0	Cut1, Add_a_column1, param_value_from_file, EMBOSS: maskseq51, datamash_ops, Grep1, fasta_compute_length, compose_text_param	Sequence analysis, Local alignment, Sequence alignment, Sequence alignment analysis, Global alignment		MIT		Galaxy Training Network	True	False
Copy Of GTN Training - Antibiotic Resistance Detection	WorkflowHub	1477	https://workflowhub.eu/workflows/1477?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	12.0	unicycler, nanoplot, staramr_search, bandage_image, miniasm, PlasFlow, racon, gfa_to_fa, minimap2	Mapping assembly, Sequence analysis, Pairwise sequence alignment, Box-Whisker plot plotting, Antimicrobial resistance prediction, De-novo assembly, Genome assembly, Sequence assembly visualisation, Scatter plot plotting, Aggregation		CC-BY-4.0		Galaxy Training Network	True	False
Amplicon Tutorial	WorkflowHub	1476	https://workflowhub.eu/workflows/1476?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	17.0	mothur_count_seqs, mothur_filter_seqs, mothur_classify_otu, mothur_summary_seqs, mothur_pre_cluster, mothur_unique_seqs, mothur_make_shared, mothur_make_biom, mothur_cluster_split, mothur_merge_files, mothur_align_seqs, mothur_make_group, mothur_screen_seqs, mothur_classify_seqs, krona-text	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	WorkflowHub	1473	https://workflowhub.eu/workflows/1473?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	11.0	kraken2, Remove beginning1, multiqc, fastp, fastqc, tp_replace_in_line, porechop, datamash_reverse, taxonomy_krona_chart	Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation, Taxonomic classification, Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	WorkflowHub	1472	https://workflowhub.eu/workflows/1472?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	7.0	humann2_renorm_table, humann2_regroup_table, metaphlan2krona, metaphlan2, humann2, taxonomy_krona_chart	Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Query a metaplasmidome database to identify and annotate plasmids in metagenomes	WorkflowHub	1469	https://workflowhub.eu/workflows/1469?version=1		gtn, galaxy, metagenomics, metaplasmidome, name:microgalaxy	2025-06-02	2025-06-02	1	1	47.0	Cut1, cat1, tp_replace_in_column, Add_a_column1, Filter1, add_column_headers, tp_tail_tool, tp_sorted_uniq, ggplot2_histogram, minimap2, CONVERTER_fasta_to_tabular, MQoutputfilter, histogram_rpy, sort1, count_gff_features, Grouping1, join1, tab2fasta	Pairwise sequence alignment, Visualisation		MIT		Galaxy Training Network	True	False
Training: 16S rRNA Sequencing With Mothur: Main Tutorial	WorkflowHub	1465	https://workflowhub.eu/workflows/1465?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	38.0	mothur_dist_seqs, mothur_sub_sample, mothur_filter_seqs, mothur_classify_otu, mothur_make_biom, mothur_summary_single, mothur_remove_groups, mothur_dist_shared, mothur_get_groups, mothur_remove_seqs, mothur_count_groups, mothur_taxonomy_to_krona, mothur_make_shared, mothur_cluster_split, mothur_remove_lineage, XY_Plot_1, mothur_classify_seqs, mothur_venn, mothur_summary_seqs, mothur_pre_cluster, mothur_cluster, mothur_make_contigs, taxonomy_krona_chart, mothur_count_seqs, mothur_rarefaction_single, mothur_unique_seqs, mothur_seq_error, mothur_chimera_vsearch, mothur_tree_shared, mothur_align_seqs, mothur_heatmap_sim, mothur_screen_seqs, newick_display	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequence clustering, Phylogenetic tree reconstruction, Phylogenetic tree generation, Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Workflow for Identifying MF from ITS2 sequencing using LotuS2 - tutorial example run'	WorkflowHub	1460	https://workflowhub.eu/workflows/1460?version=1		ecology, fungi, gtn, galaxy, lotus2, metagenomics	2025-06-02	2025-06-02	1	1	1.0	lotus2	DNA barcoding, Sequence feature detection		MIT		Galaxy Training Network	True	False
Identification of the micro-organisms in a beer using Nanopore sequencing	WorkflowHub	1439	https://workflowhub.eu/workflows/1439?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	8.0	kraken2, krakentools_kreport2krona, Filter1, fastp, fastqc, porechop, taxonomy_krona_chart	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence composition calculation, Aggregation, Taxonomic classification, Visualisation		MIT		Galaxy Training Network	True	False
Calculating diversity from microbiome taxonomic data	WorkflowHub	1431	https://workflowhub.eu/workflows/1431?version=1		gtn, galaxy, name:gtn	2025-06-02	2025-06-02	1	1	6.0	krakentools_beta_diversity, krakentools_alpha_diversity	Aggregation, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1428	https://workflowhub.eu/workflows/1428?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_remove_lineage, mothur_classify_seqs, mothur_summary_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 1: Quality Control [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1422	https://workflowhub.eu/workflows/1422?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	5.0	mothur_count_seqs, mothur_unique_seqs, mothur_screen_seqs, mothur_summary_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
Workflow7: Beta Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1418	https://workflowhub.eu/workflows/1418?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	collapse_dataset, newick_display, mothur_tree_shared, mothur_heatmap_sim, mothur_dist_shared, mothur_venn	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequence clustering, Phylogenetic tree reconstruction, Phylogenetic tree generation, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 6: Alpha Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1412	https://workflowhub.eu/workflows/1412?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_rarefaction_single, mothur_summary_single, XY_Plot_1	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 4: Mock OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1408	https://workflowhub.eu/workflows/1408?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	4.0	mothur_dist_seqs, mothur_make_shared, mothur_cluster, mothur_rarefaction_single	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 5: OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1404	https://workflowhub.eu/workflows/1404?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	mothur_sub_sample, mothur_classify_otu, mothur_count_groups, mothur_make_shared, mothur_cluster_split, mothur_remove_groups	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 2: Data Cleaning And Chimera Removal [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1400	https://workflowhub.eu/workflows/1400?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	9.0	mothur_remove_seqs, mothur_filter_seqs, mothur_summary_seqs, mothur_pre_cluster, mothur_unique_seqs, mothur_chimera_vsearch, mothur_screen_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		MIT		Galaxy Training Network	True	False
GTN Training - Antibiotic Resistance Detection	WorkflowHub	406	https://workflowhub.eu/workflows/406?version=1	Saskia Hiltemann, Willem de Koning	metagenomics	2022-11-24	2023-02-13	1	1	12.0	unicycler, nanoplot, staramr_search, bandage_image, miniasm, PlasFlow, racon, gfa_to_fa, minimap2	Mapping assembly, Sequence analysis, Pairwise sequence alignment, Box-Whisker plot plotting, Antimicrobial resistance prediction, De-novo assembly, Genome assembly, Sequence assembly visualisation, Scatter plot plotting, Aggregation	Microbiology	CC-BY-4.0		Galaxy Training Network	True	False
3: Plant virus exploration	WorkflowHub	103	https://workflowhub.eu/workflows/103?version=1		de_novo, virology, exploration	2021-02-04	2023-02-13	1	1	2.0	fastp, shovill	Sequence contamination filtering, Genome assembly, Sequencing quality control		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
2: Plant virus confirmation	WorkflowHub	102	https://workflowhub.eu/workflows/102?version=1		assembly, virology, blast, mapping, reads_selection	2021-02-04	2023-02-13	1	1	7.0	ncbi_blastn_wrapper, fasta_merge_files_and_filter_unique_sequences, samtools_stats, minimap2, picard_SamToFastq, shovill, ngsutils_bam_filter	Formatting, Pairwise sequence alignment, Sequencing quality control, Variant calling, Genome assembly, Sequence contamination filtering, Read pre-processing		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (SE)	WorkflowHub	124	https://workflowhub.eu/workflows/124?version=1		virology, kraken	2021-06-17	2023-02-13	1	1	3.0	kraken2, Kraken2Tax, taxonomy_krona_chart	Taxonomic classification, Visualisation		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (PE)	WorkflowHub	101	https://workflowhub.eu/workflows/101?version=1		virology, kraken	2021-02-04	2023-02-13	1	1	3.0	kraken2, Kraken2Tax, taxonomy_krona_chart	Taxonomic classification, Visualisation		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
Taxonomy classification using Kraken2 and Bracken	WorkflowHub	1199	https://workflowhub.eu/workflows/1199?version=2	Valentine Murigneux, Mike Thang	gucfg2galaxy, metagenomics, name:collection, shotgun	2024-12-10	2024-12-10	2	2	29.0	"kraken2, krakentools_kreport2krona, collection_element_identifiers, est_abundance, Prepare alpha diversity summary file
Paste1, add_line_to_file, krakentools_alpha_diversity, collection_column_join, __RELABEL_FROM_FILE__, krakentools_beta_diversity, regex1, cat_multiple, Prepare alpha diversity summary file (paste sample identifiers and Simpson results)
Paste1, Fisher results contains a header line we want to exclude ""Fisher's alpha...loading""
Show tail1, Prepare alpha diversity summary file (paste Simpson and Fisher results)
Paste1, Extract column name and fraction_total_reads from Bracken report
Cut1, krakentools_combine_kreports, taxonomy_krona_chart"	Statistical calculation, Aggregation, Taxonomic classification, Visualisation	Metagenomics, Taxonomy	CC-BY-4.0	10.48546/workflowhub.workflow.1199.2	QCIF Bioinformatics	True	False
Analyses of shotgun metagenomics data with MetaPhlAn2	WorkflowHub	624	https://workflowhub.eu/workflows/624?version=1	Valentine Murigneux, Mike Thang, Saskia Hiltemann, Bérénice Batut	gucfg2galaxy, metagenomics, shotgun	2023-10-26	2024-04-05	1	1	17.0	Cut1, , humann2_renorm_table, humann2_regroup_table, metaphlan2krona, merge_metaphlan_tables, metaphlan2, humann2, taxonomy_krona_chart	Taxonomic classification, Visualisation	Metagenomic sequencing, Metagenomics	CC-BY-4.0	10.48546/workflowhub.workflow.624.1	QCIF Bioinformatics	True	False
Workflow 7 : Beta Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	653	https://workflowhub.eu/workflows/653?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	4.0	mothur_tree_shared, newick_display, mothur_dist_shared, mothur_heatmap_sim	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequence clustering, Phylogenetic tree reconstruction, Phylogenetic tree generation, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 6: Alpha Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	652	https://workflowhub.eu/workflows/652?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	3.0	mothur_rarefaction_single, mothur_summary_single, XY_Plot_1	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 5: OTU Clustering [16S Microbial Analysis With Mothur]	WorkflowHub	651	https://workflowhub.eu/workflows/651?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_sub_sample, mothur_classify_otu, mothur_count_groups, mothur_make_shared, mothur_cluster_split	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	650	https://workflowhub.eu/workflows/650?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	2.0	mothur_remove_lineage, mothur_classify_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 1: Further Quality Control [16S Microbial Analysis With Mothur]	WorkflowHub	648	https://workflowhub.eu/workflows/648?version=1	Saskia  Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_count_seqs, mothur_unique_seqs, mothur_screen_seqs, mothur_summary_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 2: Data Cleaning And Chimera Removal [16S Microbial Analysis With Mothur]	WorkflowHub	649	https://workflowhub.eu/workflows/649?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	9.0	mothur_remove_seqs, mothur_filter_seqs, mothur_summary_seqs, mothur_pre_cluster, mothur_unique_seqs, mothur_chimera_vsearch, mothur_screen_seqs	DNA barcoding, Sequencing quality control, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequence clustering, Visualisation		CC-BY-4.0		QCIF Bioinformatics	True	False
TB Variant Analysis v1.0	WorkflowHub	1035	https://workflowhub.eu/workflows/1035?version=1	Peter van Heusden	pathogen, tuberculosis	2024-06-07	2024-06-12	1	1	15.0	kraken2, qualimap_bamqc, tb_variant_filter, tp_sed_tool, multiqc, bcftools_consensus, mosdepth, tp_awk_tool, __FLATTEN__, fastp, EMBOSS: seqret84, tb_profiler_profile, snippy, tbvcfreport	Validation, Sequence analysis, Sequencing quality control, Antimicrobial resistance prediction, Taxonomic classification, Variant calling, Global alignment, Sequence contamination filtering, Phylogenetic tree visualisation, Local alignment, Sequence alignment, Sequence alignment analysis, Phylogenetic tree generation	Genetic variation, Infectious disease, Microbiology, Public health and epidemiology, Sequence assembly	AGPL-3.0-or-later		SANBI Pathogen Bioinformatics	True	False
Workflow 3: AMR - SeqSero2/SISTR	WorkflowHub	407	https://workflowhub.eu/workflows/407?version=1		bioinformatics, antimicrobial resistance	2022-11-24	2024-09-09	1	1	14.0	bbtools_tadpole, srst2, sistr_cmd, seqsero2, mob_recon, kma_map, shovill, hamronize_tool, hamronize_summarize, __UNZIP_COLLECTION__, bbtools_bbduk	Sequence analysis, Sequence trimming, Genome alignment, Genome indexing, Read mapping, Genome assembly, Clustering, RNA-Seq analysis, Parsing, Antimicrobial resistance prediction, Multilocus sequence typing, Sequence contamination filtering, Data handling, Read binning, Sequence alignment, Visualisation		GPL-3.0		Seq4AMR	True	False
Workflow 2: Sciensano	WorkflowHub	644	https://workflowhub.eu/workflows/644?version=1			2023-11-07	2024-09-09	1	1	1.0	pipeline_stec_1.0			CC-BY-4.0		Seq4AMR	True	False
Workflow 4: Staramr	WorkflowHub	470	https://workflowhub.eu/workflows/470?version=1		10.3390/microorganisms10020292, amr, amr-detection, bioinformatics, antimicrobial resistance	2023-05-11	2024-09-09	1	1	10.0	collapse_dataset, staramr_search, abricate, tp_find_and_replace, hamronize_tool, hamronize_summarize, shovill	Data handling, Genome assembly, Parsing, Antimicrobial resistance prediction		GPL-3.0		Seq4AMR	True	False
Workflow 1: AbritAMR	WorkflowHub	634	https://workflowhub.eu/workflows/634?version=1			2023-10-31	2024-09-09	1	1	1.0	abritamr	Antimicrobial resistance prediction		CC-BY-4.0		Seq4AMR	True	False
AMR-Pathfinder	WorkflowHub	1189	https://workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	amr, amr-detection, benchamrking	2024-11-14	2024-12-24	2	2	36.0	, abricate, cast, Cut1, cat1, datamash_ops, Grep1, tp_text_file_with_recurring_lines, cat_multi_datasets, tp_find_and_replace, hamronize_tool, hamronize_summarize, __MERGE_COLLECTION__, collapse_dataset, staramr_search, tp_split_on_column, addValue, __APPLY_RULES__, shovill	Data handling, Genome assembly, Parsing, Antimicrobial resistance prediction		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	True	False
Metagenomic Taxonomy Analysis 	https://usegalaxy.eu	7491883694fff308	https://usegalaxy.eu/published/workflow?id=7491883694fff308	Bérénice Batut, Géraldine Piot, Mina Hojat Ansari	name:metagenomics, microbiome, diversity, name:microgalaxy	2025-11-28	2025-12-17	3	3		kraken2, krakentools_kreport2krona, Remove beginning1, sylph_profile, taxpasta, collection_element_identifiers, est_abundance, cat1, add_line_to_file, metaphlan2krona, metaphlan, datamash_transpose, taxonomy_krona_chart	Formatting, Statistical calculation, Standardisation and normalisation, Aggregation, Taxonomic classification, Conversion, Visualisation		MIT			True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.eu	7371b6918e895e0c	https://usegalaxy.eu/published/workflow?id=7371b6918e895e0c	Bérénice Batut	microbiome, name:microgalaxy	2025-12-01	2025-12-08	16	16		__MERGE_COLLECTION__, multiqc, collection_element_identifiers, __FLATTEN__, __RELABEL_FROM_FILE__, regex1, checkm2	Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation, Sequence assembly validation		MIT			True	False
pAllori Amplicon 16S Pre-Processing and Taxonomy Classification	https://usegalaxy.eu	466bdd8ba7b67264	https://usegalaxy.eu/published/workflow?id=466bdd8ba7b67264	Engy Nasr, Paul Zierep	name:microgalaxy, name:16s, name:metagenomics, name:pallori	2023-06-30	2025-11-18	193	193		decontam, Remove beginning1, fastqc, ampvis2_load, ampvis2_export_otu, calculate_numeric_param, multiqc, __FLATTEN__, ampvis2_subset_samples, maaslin2, lotus2, phyloseq_add_rank_names, param_value_from_file, tp_awk_tool, tp_easyjoin_tool, ampvis2_heatmap, biom_convert, compose_text_param, ampvis2_ordinate, bg_column_arrange_by_header, volcanoplot, mmuphin, unzip, phyloseq_from_biom, tp_cut_tool, phyloseq_tax_glom, regex1, datamash_transpose	DNA barcoding, Validation, Classification, Formatting, Sequencing quality control, Sequence composition calculation, Sequence feature detection, Statistical calculation, Analysis, Filtering, Deposition, Standardisation and normalisation, Visualisation		MIT			True	False
Metagenomic Taxonomy and Functional Analysis	https://usegalaxy.eu	cb2df493f5e334f7	https://usegalaxy.eu/published/workflow?id=cb2df493f5e334f7	Bérénice Batut, Géraldine Piot	name:metagenomics, microbiome, diversity, name:microgalaxy	2024-12-20	2025-11-13	18	18		kraken2, Remove beginning1, humann_unpack_pathways, krakentools_alpha_diversity, csv_to_tabular, sort1, cat1, sylph_profile, humann, collection_element_identifiers, add_line_to_file, tp_text_file_with_recurring_lines, collection_column_join, tp_awk_tool, humann_renorm_table, tp_replace_in_line, tp_easyjoin_tool, humann_regroup_table, taxonomy_krona_chart, krakentools_kreport2krona, taxpasta, collapse_dataset, est_abundance, fastq_paired_end_interlacer, humann_rename_table, metaphlan, tp_sed_tool, datamash_transpose, __UNZIP_COLLECTION__	Formatting, Species frequency estimation, Taxonomic classification, Conversion, Statistical calculation, Phylogenetic analysis, Aggregation, Standardisation and normalisation, Visualisation		MIT			True	False
pAllori Blood RNA	https://usegalaxy.eu	ca9d3233b0912765	https://usegalaxy.eu/published/workflow?id=ca9d3233b0912765	Engy Nasr, Paul Zierep	name:microgalaxy, name:pallori, name:bloodrna, name:umi, name:barcode, name:transcriptomics	2023-07-02	2025-06-26	48	48		multiqc, umi_tools_extract, umi_tools_dedup, fastqc, collection_column_join, rna_star, featurecounts, __FILTER_FAILED_DATASETS__	Validation, Statistical calculation, Sequencing quality control, Sequence alignment, Sequence composition calculation, Read summarisation, RNA-Seq quantification		MIT			True	False
MetaG: Preparation, Building and Annotation of Metagenomics Assembled Genomes 	https://usegalaxy.eu	667bac8d7453e5f1	https://usegalaxy.eu/published/workflow?id=667bac8d7453e5f1	Valerie C. Schiml, Magnus Ø. Arntzen, Bérénice Batut	name:microgalaxy, name:microbiome, name:mags	2024-09-30	2024-12-21	14	14		hmmer_hmmscan, tp_awk_tool, kofamscan, quast, checkm_lineage_wf, fraggenescan, fastqc, tp_grep_tool, interproscan, sort1, trim_galore, fasplit, coverm_contig, coverm_genome, cat_bins, maxbin2, tp_cat	Sequence analysis, Multiple sequence alignment, Formatting, Format validation, Validation, Protein feature detection, Sequence composition calculation, Sequence motif recognition, Gene functional annotation, Data retrieval, Sequence database search, Sequence generation, Sequence assembly, Probabilistic sequence generation, Sequencing quality control, Database search, Primer removal, Taxonomic classification, Conversion, Sequence assembly validation, Statistical calculation, Sequence profile generation, Sequence trimming, Local alignment, Read pre-processing, Coding region prediction, Gene prediction, Visualisation		MIT			True	False
ASaiM-MT: Metatranscriptomics Analysis of Microbes	https://usegalaxy.eu	096b75501c8e0888	https://usegalaxy.eu/published/workflow?id=096b75501c8e0888	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø Arntzen, Benoit J. Kunath, Phillip B. Pope, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik D. Jagtap	asaim, metatranscriptomics, rna-seq, microbiome, name:microgalaxy	2024-12-20	2024-12-20	3	3		bg_sortmerna, graphlan_annotate, humann2_unpack_pathways, fastqc, export2graphlan, tp_sort_header_tool, format_metaphlan2_output, humann2, multiqc, Grep1, Grouping1, graphlan, metaphlan2krona, metaphlan2, group_humann2_uniref_abundances_to_go, taxonomy_krona_chart, humann2_renorm_table, cutadapt, fastq_paired_end_interlacer, humann2_genefamilies_genus_level, combine_metaphlan2_humann2	Sequence comparison, Validation, Formatting, Sequencing quality control, Primer removal, Sequence composition calculation, Phylogenetic tree editing, Taxonomic classification, Sequence similarity search, Conversion, Phylogenetic tree visualisation, Read pre-processing, Statistical calculation, Sequence trimming, Sequence alignment analysis, Phylogenetic inference, Visualisation		MIT			True	False
MetaT: Metatranscriptomics data analysis	https://usegalaxy.eu	fd90652d475ed739	https://usegalaxy.eu/published/workflow?id=fd90652d475ed739	Valerie C. Schiml, Magnus Ø. Arntzen, Francesco Delogu, Praveen Kumar, Benoit Kunath, Bérénice Batut,  Subina Mehta, James E. Johnson,  Björn Grüning, Phillip B. Pope, Pratik D. Jagtap, Timothy J. Griffin	name:microgalaxy, metatranscriptomics, microbiome	2024-11-21	2024-12-20	6	6		bg_sortmerna, kallisto_quant, fastqc, collection_column_join, trim_galore, __UNZIP_COLLECTION__	Sequence comparison, Sequencing quality control, Gene expression profiling, Sequence composition calculation, Primer removal, Sequence similarity search, Read pre-processing, Statistical calculation, Sequence trimming, Sequence alignment analysis		MIT			True	False
Halophiles workup of Comparative gene analysis	https://usegalaxy.eu	a2c46deea34d9d80	https://usegalaxy.eu/published/workflow?id=a2c46deea34d9d80	Anton Nekrutenko	genome-annotation, name:microgalaxy	2024-12-03	2024-12-05	2	2		Cut1, cat1, gops_intersect_1, collapse_dataset, Add_a_column1, bg_diamond, rbc_mafft, Filter1, tp_split_on_column, regexColumn1, rapidnj, bg_diamond_view, join1, tab2fasta	Sequence alignment analysis, Multiple sequence alignment, Phylogenetic tree generation					True	False
Metaproteomics workflow	https://usegalaxy.eu	cefc49c13ff73231	https://usegalaxy.eu/published/workflow?id=cefc49c13ff73231	Timothy Griffin, Pratik Jagtap, James Johnson, Clemens Blank, Subina Mehta	name:metaproteomics, name:galaxyp, name:massspectrometry, name:microgalaxy	2024-11-21	2024-11-21	40	40		unipept, sqlite_to_tabular, search_gui, query_tabular, peptide_shaker	Prediction and recognition, Visualisation		MIT			True	False
Feature-Count Table Normalization	https://usegalaxy.eu	6239178d7cc4ac68	https://usegalaxy.eu/published/workflow?id=6239178d7cc4ac68	Johannes Effenberger	name:microgalaxy, normalization, softmax, relative-abundance, sigmoid, css, limma-tmm, limma-rle	2024-11-21	2024-11-21	5	5		__EXTRACT_DATASET__, Grep1, map_param_value, __FILTER_EMPTY_DATASETS__, __BUILD_LIST__			MIT			True	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	cd675ab32d3e7833	https://usegalaxy.eu/published/workflow?id=cd675ab32d3e7833	Subina Metha, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane	proteomics, name:microgalaxy	2024-11-21	2024-11-21	1	1		Cut1, Remove beginning1, flashlfq, Filter1, msconvert, tp_replace_in_line, unipept, regex1, search_gui, tp_replace_in_column, query_tabular, peptide_shaker	Prediction and recognition, Formatting, Filtering, Label-free quantification, Visualisation		MIT			True	False
metaquantome-function-worklow	https://usegalaxy.eu	e5a89ef7b5f1c1d9	https://usegalaxy.eu/published/workflow?id=e5a89ef7b5f1c1d9	Subina Mehta, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane, Praveen Kumar	proteomics, name:microgalaxy	2024-11-21	2024-11-21	3	3		metaquantome_sample, metaquantome_expand, metaquantome_filter, metaquantome_stat, metaquantome_db, metaquantome_viz	Indexing, Functional clustering, Statistical inference, Filtering, Differential protein expression analysis, Query and retrieval, Quantification, Heat map generation, Principal component visualisation, Visualisation		MIT			True	False
Cloud Aerosol MT-MG Contamination Filtering	https://usegalaxy.eu	c09159d7aad0f264	https://usegalaxy.eu/published/workflow?id=c09159d7aad0f264	Engy Nasr , Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	2	2		kraken2, fastq_to_tabular, seq_filter_by_id, recentrifuge, filter_tabular, bowtie2	Read mapping, Taxonomic classification, Expression analysis, Cross-assembly		MIT			True	False
