Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Query a metaplasmidome database to identify and annotate plasmids in metagenomes	WorkflowHub	1469	https://workflowhub.eu/workflows/1469?version=1		gtn, galaxy, metagenomics, metaplasmidome, name:microgalaxy	2025-06-02	2025-06-02	1	1	47.0	minimap2, ggplot2_histogram, Filter1, tp_replace_in_column, MQoutputfilter, count_gff_features, add_column_headers, tab2fasta, Add_a_column1, tp_sorted_uniq, histogram_rpy, sort1, Grouping1, Cut1, tp_tail_tool, CONVERTER_fasta_to_tabular, join1, cat1	Pairwise sequence alignment, Visualisation		MIT		Galaxy Training Network	True	False
Training: 16S rRNA Sequencing With Mothur: Main Tutorial	WorkflowHub	1465	https://workflowhub.eu/workflows/1465?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	38.0	mothur_summary_seqs, mothur_remove_seqs, mothur_summary_single, mothur_unique_seqs, mothur_taxonomy_to_krona, mothur_make_contigs, newick_display, mothur_filter_seqs, taxonomy_krona_chart, mothur_count_seqs, mothur_classify_otu, XY_Plot_1, mothur_get_groups, mothur_make_biom, mothur_cluster, mothur_heatmap_sim, mothur_align_seqs, mothur_venn, mothur_chimera_vsearch, mothur_pre_cluster, mothur_count_groups, mothur_dist_shared, mothur_remove_lineage, mothur_rarefaction_single, mothur_seq_error, mothur_classify_seqs, mothur_screen_seqs, mothur_make_shared, mothur_sub_sample, mothur_tree_shared, mothur_dist_seqs, mothur_remove_groups, mothur_cluster_split	Sequencing quality control, Sequence read processing, Phylogenetic tree generation, Phylogenetic tree reconstruction, Visualisation, DNA barcoding, Phylogenetic tree analysis, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		Galaxy Training Network	True	False
Workflow for Identifying MF from ITS2 sequencing using LotuS2 - tutorial example run'	WorkflowHub	1460	https://workflowhub.eu/workflows/1460?version=1		ecology, fungi, gtn, galaxy, lotus2, metagenomics	2025-06-02	2025-06-02	1	1	1.0	lotus2	Sequence feature detection, DNA barcoding		MIT		Galaxy Training Network	True	False
Identification of the micro-organisms in a beer using Nanopore sequencing	WorkflowHub	1439	https://workflowhub.eu/workflows/1439?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	8.0	Filter1, fastp, fastqc, kraken2, krakentools_kreport2krona, taxonomy_krona_chart, porechop	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Taxonomic classification, Sequence composition calculation, Visualisation, Aggregation		MIT		Galaxy Training Network	True	False
Calculating diversity from microbiome taxonomic data	WorkflowHub	1431	https://workflowhub.eu/workflows/1431?version=1		gtn, galaxy, name:gtn	2025-06-02	2025-06-02	1	1	6.0	krakentools_beta_diversity, krakentools_alpha_diversity	Visualisation, Aggregation		MIT		Galaxy Training Network	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1428	https://workflowhub.eu/workflows/1428?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_summary_seqs, mothur_classify_seqs, mothur_remove_lineage	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow 1: Quality Control [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1422	https://workflowhub.eu/workflows/1422?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	5.0	mothur_summary_seqs, mothur_screen_seqs, mothur_count_seqs, mothur_unique_seqs	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow7: Beta Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1418	https://workflowhub.eu/workflows/1418?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	collapse_dataset, mothur_heatmap_sim, mothur_venn, newick_display, mothur_tree_shared, mothur_dist_shared	Sequencing quality control, Sequence read processing, Phylogenetic tree generation, Phylogenetic tree reconstruction, Visualisation, DNA barcoding, Phylogenetic tree analysis, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow 6: Alpha Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1412	https://workflowhub.eu/workflows/1412?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	XY_Plot_1, mothur_summary_single, mothur_rarefaction_single	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow 4: Mock OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1408	https://workflowhub.eu/workflows/1408?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	4.0	mothur_dist_seqs, mothur_cluster, mothur_make_shared, mothur_rarefaction_single	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow 5: OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1404	https://workflowhub.eu/workflows/1404?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	mothur_classify_otu, mothur_make_shared, mothur_sub_sample, mothur_count_groups, mothur_remove_groups, mothur_cluster_split	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Workflow 2: Data Cleaning And Chimera Removal [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1400	https://workflowhub.eu/workflows/1400?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	9.0	mothur_summary_seqs, mothur_filter_seqs, mothur_remove_seqs, mothur_unique_seqs, mothur_screen_seqs, mothur_chimera_vsearch, mothur_pre_cluster	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
GTN Training - Antibiotic Resistance Detection	WorkflowHub	406	https://workflowhub.eu/workflows/406?version=1	Saskia Hiltemann, Willem de Koning	metagenomics	2022-11-24	2023-02-13	1	1	12.0	minimap2, staramr_search, unicycler, miniasm, PlasFlow, nanoplot, gfa_to_fa, bandage_image, racon	Mapping assembly, Scatter plot plotting, Box-Whisker plot plotting, Pairwise sequence alignment, Genome assembly, Aggregation, Sequence analysis, Sequence assembly visualisation, Antimicrobial resistance prediction, De-novo assembly	Microbiology	CC-BY-4.0		Galaxy Training Network	True	False
3: Plant virus exploration	WorkflowHub	103	https://workflowhub.eu/workflows/103?version=1		de_novo, virology, exploration	2021-02-04	2023-02-13	1	1	2.0	fastp, shovill	Sequence contamination filtering, Sequencing quality control, Genome assembly		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
2: Plant virus confirmation	WorkflowHub	102	https://workflowhub.eu/workflows/102?version=1		assembly, virology, blast, mapping, reads_selection	2021-02-04	2023-02-13	1	1	7.0	minimap2, fasta_merge_files_and_filter_unique_sequences, ngsutils_bam_filter, samtools_stats, picard_SamToFastq, shovill, ncbi_blastn_wrapper	Sequence contamination filtering, Sequencing quality control, Variant calling, Genome assembly, Pairwise sequence alignment, Formatting, Read pre-processing		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (SE)	WorkflowHub	124	https://workflowhub.eu/workflows/124?version=1		virology, kraken	2021-06-17	2023-02-13	1	1	3.0	Kraken2Tax, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (PE)	WorkflowHub	101	https://workflowhub.eu/workflows/101?version=1		virology, kraken	2021-02-04	2023-02-13	1	1	3.0	Kraken2Tax, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
Taxonomy classification using Kraken2 and Bracken	WorkflowHub	1199	https://workflowhub.eu/workflows/1199?version=2	Valentine Murigneux, Mike Thang	gucfg2galaxy, metagenomics, name:collection, shotgun	2024-12-10	2024-12-10	2	2	29.0	"kraken2, krakentools_beta_diversity, Prepare alpha diversity summary file (paste sample identifiers and Simpson results)
Paste1, est_abundance, collection_column_join, krakentools_alpha_diversity, cat_multiple, add_line_to_file, krakentools_combine_kreports, collection_element_identifiers, Extract column name and fraction_total_reads from Bracken report
Cut1, Prepare alpha diversity summary file (paste Simpson and Fisher results)
Paste1, krakentools_kreport2krona, regex1, __RELABEL_FROM_FILE__, taxonomy_krona_chart, Fisher results contains a header line we want to exclude ""Fisher's alpha...loading""
Show tail1, Prepare alpha diversity summary file
Paste1"	Statistical calculation, Taxonomic classification, Visualisation, Aggregation	Metagenomics, Taxonomy	CC-BY-4.0	10.48546/workflowhub.workflow.1199.2	QCIF Bioinformatics	True	False
Analyses of shotgun metagenomics data with MetaPhlAn2	WorkflowHub	624	https://workflowhub.eu/workflows/624?version=1	Valentine Murigneux, Mike Thang, Saskia Hiltemann, Bérénice Batut	gucfg2galaxy, metagenomics, shotgun	2023-10-26	2024-04-05	1	1	17.0	, merge_metaphlan_tables, metaphlan2krona, metaphlan2, humann2, Cut1, taxonomy_krona_chart, humann2_renorm_table, humann2_regroup_table	Visualisation, Taxonomic classification	Metagenomic sequencing, Metagenomics	CC-BY-4.0	10.48546/workflowhub.workflow.624.1	QCIF Bioinformatics	True	False
Workflow 7 : Beta Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	653	https://workflowhub.eu/workflows/653?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	4.0	mothur_dist_shared, newick_display, mothur_heatmap_sim, mothur_tree_shared	Sequencing quality control, Sequence read processing, Phylogenetic tree generation, Phylogenetic tree reconstruction, Visualisation, DNA barcoding, Phylogenetic tree analysis, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 6: Alpha Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	652	https://workflowhub.eu/workflows/652?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	3.0	XY_Plot_1, mothur_summary_single, mothur_rarefaction_single	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 5: OTU Clustering [16S Microbial Analysis With Mothur]	WorkflowHub	651	https://workflowhub.eu/workflows/651?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_classify_otu, mothur_make_shared, mothur_sub_sample, mothur_count_groups, mothur_cluster_split	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	650	https://workflowhub.eu/workflows/650?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	2.0	mothur_classify_seqs, mothur_remove_lineage	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 1: Further Quality Control [16S Microbial Analysis With Mothur]	WorkflowHub	648	https://workflowhub.eu/workflows/648?version=1	Saskia  Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_summary_seqs, mothur_screen_seqs, mothur_count_seqs, mothur_unique_seqs	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 2: Data Cleaning And Chimera Removal [16S Microbial Analysis With Mothur]	WorkflowHub	649	https://workflowhub.eu/workflows/649?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	9.0	mothur_summary_seqs, mothur_filter_seqs, mothur_remove_seqs, mothur_unique_seqs, mothur_screen_seqs, mothur_chimera_vsearch, mothur_pre_cluster	Sequencing quality control, Sequence read processing, Visualisation, DNA barcoding, Taxonomic classification, Sequence clustering, Phylogenetic analysis		CC-BY-4.0		QCIF Bioinformatics	True	False
TB Variant Analysis v1.0	WorkflowHub	1035	https://workflowhub.eu/workflows/1035?version=1	Peter van Heusden	pathogen, tuberculosis	2024-06-07	2024-06-12	1	1	15.0	mosdepth, qualimap_bamqc, tb_variant_filter, tp_sed_tool, multiqc, fastp, tbvcfreport, tp_awk_tool, EMBOSS: seqret84, bcftools_consensus, snippy, kraken2, tb_profiler_profile, __FLATTEN__	Sequence contamination filtering, Sequencing quality control, Variant calling, Phylogenetic tree generation, Validation, Local alignment, Sequence analysis, Taxonomic classification, Antimicrobial resistance prediction, Sequence alignment, Sequence alignment analysis, Global alignment, Phylogenetic tree visualisation	Genetic variation, Infectious disease, Microbiology, Public health and epidemiology, Sequence assembly	AGPL-3.0-or-later		SANBI Pathogen Bioinformatics	True	False
Workflow 3: AMR - SeqSero2/SISTR	WorkflowHub	407	https://workflowhub.eu/workflows/407?version=1		bioinformatics, antimicrobial resistance	2022-11-24	2024-09-09	1	1	14.0	hamronize_tool, hamronize_summarize, srst2, __UNZIP_COLLECTION__, kma_map, bbtools_bbduk, bbtools_tadpole, shovill, sistr_cmd, seqsero2, mob_recon	Sequence contamination filtering, Data handling, Genome indexing, Read binning, Sequence trimming, Clustering, RNA-Seq analysis, Visualisation, Parsing, Genome alignment, Sequence analysis, Antimicrobial resistance prediction, Sequence alignment, Genome assembly, Read mapping, Multilocus sequence typing		GPL-3.0		Seq4AMR	True	False
Workflow 2: Sciensano	WorkflowHub	644	https://workflowhub.eu/workflows/644?version=1			2023-11-07	2024-09-09	1	1	1.0	pipeline_stec_1.0			CC-BY-4.0		Seq4AMR	True	False
Workflow 4: Staramr	WorkflowHub	470	https://workflowhub.eu/workflows/470?version=1		10.3390/microorganisms10020292, amr, amr-detection, bioinformatics, antimicrobial resistance	2023-05-11	2024-09-09	1	1	10.0	staramr_search, hamronize_tool, collapse_dataset, hamronize_summarize, tp_find_and_replace, shovill, abricate	Data handling, Antimicrobial resistance prediction, Genome assembly, Parsing		GPL-3.0		Seq4AMR	True	False
Workflow 1: AbritAMR	WorkflowHub	634	https://workflowhub.eu/workflows/634?version=1			2023-10-31	2024-09-09	1	1	1.0	abritamr	Antimicrobial resistance prediction		CC-BY-4.0		Seq4AMR	True	False
AMR-Pathfinder	WorkflowHub	1189	https://workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	amr, amr-detection, benchamrking	2024-11-14	2024-12-24	2	2	36.0	, cast, hamronize_summarize, datamash_ops, addValue, staramr_search, collapse_dataset, shovill, tp_find_and_replace, Cut1, tp_text_file_with_recurring_lines, cat_multi_datasets, cat1, tp_split_on_column, hamronize_tool, abricate, __MERGE_COLLECTION__, Grep1, __APPLY_RULES__	Data handling, Antimicrobial resistance prediction, Genome assembly, Parsing		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	True	False
Metagenomic Taxonomy and Functional Analysis	https://usegalaxy.eu	cb2df493f5e334f7	https://usegalaxy.eu/published/workflow?id=cb2df493f5e334f7	Bérénice Batut, Géraldine Piot	name:metagenomics, microbiome, diversity, name:microgalaxy	2024-12-20	2025-07-24	17	17		tp_sed_tool, collection_column_join, collection_element_identifiers, krakentools_kreport2krona, bowtie2, __ZIP_COLLECTION__, collapse_dataset, fastq_paired_end_interlacer, krakentools_alpha_diversity, csv_to_tabular, tp_awk_tool, tp_replace_in_line, add_line_to_file, sort1, humann_rename_table, kraken2, tp_easyjoin_tool, humann_regroup_table, taxpasta, metaphlan, sylph_profile, __UNZIP_COLLECTION__, humann, Remove beginning1, tp_text_file_with_recurring_lines, humann_renorm_table, cat1, est_abundance, fastp, humann_unpack_pathways, datamash_transpose, taxonomy_krona_chart	Species frequency estimation, Statistical calculation, Sequence contamination filtering, Sequencing quality control, Visualisation, Aggregation, Conversion, Taxonomic classification, Standardisation and normalisation, Formatting, Phylogenetic analysis, Read mapping		MIT			True	False
pAllori Amplicon 16S Pre-Processing and Taxonomy Classification	https://usegalaxy.eu	466bdd8ba7b67264	https://usegalaxy.eu/published/workflow?id=466bdd8ba7b67264	Engy Nasr, Paul Zierep	name:microgalaxy, name:16s, name:metagenomics, name:pallori	2023-06-30	2025-06-26	191	191		ampvis2_heatmap, bg_column_arrange_by_header, phyloseq_from_biom, lotus2, unzip, __FLATTEN__, phyloseq_tax_glom, tp_cut_tool, tp_awk_tool, phyloseq_add_rank_names, fastqc, regex1, tp_easyjoin_tool, calculate_numeric_param, ampvis2_subset_samples, biom_convert, decontam, param_value_from_file, ampvis2_export_otu, Remove beginning1, volcanoplot, compose_text_param, ampvis2_load, maaslin2, multiqc, datamash_transpose, mmuphin, ampvis2_ordinate	Deposition, Statistical calculation, Sequencing quality control, Sequence feature detection, Visualisation, DNA barcoding, Analysis, Filtering, Validation, Sequence composition calculation, Standardisation and normalisation, Classification, Formatting		MIT			True	False
pAllori Blood RNA	https://usegalaxy.eu	ca9d3233b0912765	https://usegalaxy.eu/published/workflow?id=ca9d3233b0912765	Engy Nasr, Paul Zierep	name:microgalaxy, name:pallori, name:bloodrna, name:umi, name:barcode, name:transcriptomics	2023-07-02	2025-06-26	48	48		multiqc, rna_star, collection_column_join, featurecounts, fastqc, umi_tools_extract, __FILTER_FAILED_DATASETS__, umi_tools_dedup	Statistical calculation, Sequencing quality control, RNA-Seq quantification, Sequence composition calculation, Sequence alignment, Validation, Read summarisation		MIT			True	False
 pAllori ASiam Preprocessing MT	https://usegalaxy.eu	72e3e5fdc766e24a	https://usegalaxy.eu/published/workflow?id=72e3e5fdc766e24a	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep, Engy Nasr	name:microgalaxy, name:adaptedasiam, name:metatranscriptomics, name:preprocessing	2023-06-30	2025-06-17	29	29		bowtie2, multiqc, fastp, bg_sortmerna, fastqc, __FILTER_FAILED_DATASETS__, __FLATTEN__	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence similarity search, Validation, Sequence comparison, Sequence composition calculation, Sequence alignment analysis, Read mapping		MIT			False	False
 pAllori ASiam Community Profile MT	https://usegalaxy.eu	05f5f040337786bf	https://usegalaxy.eu/published/workflow?id=05f5f040337786bf	Engy Nasr, Bérénice Batut	name:microgalaxy, name:metatranscriptomics, name:adaptedasiam, name:communityprofiling	2023-06-30	2025-06-09	16	16		metaphlan, graphlan, export2graphlan, Cut1, taxonomy_krona_chart, graphlan_annotate	Phylogenetic inference, Visualisation, Conversion, Taxonomic classification, Phylogenetic tree visualisation, Phylogenetic tree editing		MIT			False	False
pAllori ASiam Functional Information MT	https://usegalaxy.eu	a7a6d8ecc2795f58	https://usegalaxy.eu/published/workflow?id=a7a6d8ecc2795f58	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep, Engy Nasr	name:microgalaxy, name:metatranscriptomics, name:adaptedasiam, name:functionalprofiling	2023-07-07	2025-06-09	6	6		humann, humann_unpack_pathways, Grep1, humann_rename_table, tp_find_and_replace, combine_metaphlan2_humann2, humann_split_stratified_table, Cut1, humann_regroup_table, humann_renorm_table	Species frequency estimation, Taxonomic classification, Phylogenetic analysis		MIT			False	False
Allele-based Pathogen Identification (release v0.1.1)	https://usegalaxy.eu	cdf2f02428f5f83f	https://usegalaxy.eu/published/workflow?id=cdf2f02428f5f83f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Allele-based Pathogen Identification (release v0.1)	https://usegalaxy.eu	d215a2e554fd83bc	https://usegalaxy.eu/published/workflow?id=d215a2e554fd83bc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Gene-based Pathogen Identification (release v0.1)	https://usegalaxy.eu	77e5bbd317750915	https://usegalaxy.eu/published/workflow?id=77e5bbd317750915	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-09-19	2025-04-25	1	1		__BUILD_LIST__, fasta2tab, tab2fasta, split_file_to_collection, compose_text_param, tp_find_and_replace, collection_element_identifiers, bandage_image, flye, medaka_consensus_pipeline, abricate, param_value_from_file	Mapping assembly, Variant calling, Genome assembly, Sequence assembly, Sequence assembly visualisation, Cross-assembly, Antimicrobial resistance prediction, De-novo assembly, Base-calling		MIT			False	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.eu	344cd3a3c2ce5302	https://usegalaxy.eu/published/workflow?id=344cd3a3c2ce5302	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, collapse_dataset, kraken2, krakentools_extract_kraken_reads, multiqc, samtools_fastx, nanoplot, fastp, collection_column_join, Add_a_column1, Grep1, regexColumn1, fastqc, bamtools_split_mapped, Cut1, __FILTER_FAILED_DATASETS__, porechop	Sequence contamination filtering, Statistical calculation, Data handling, Sequencing quality control, Box-Whisker plot plotting, Scatter plot plotting, Pairwise sequence alignment, Visualisation, Validation, Aggregation, Taxonomic classification, Sequence composition calculation, Sequence alignment analysis		MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation (release v0.1)	https://usegalaxy.eu	f6a763951d815944	https://usegalaxy.eu/published/workflow?id=f6a763951d815944	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		Count1, collection_column_join, tp_multijoin_tool, tp_sorted_uniq, newick_display, tp_replace_in_column, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, regex1, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, fasttree, tab2fasta, Remove beginning1, regexColumn1, bedtools_getfastabed, clustalw, Cut1, tp_split_on_column, ggplot2_heatmap, fasta2tab, Grouping1	Phylogenetic tree generation (from molecular sequences), Multiple sequence alignment, Phylogenetic tree analysis, Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree generation, Visualisation, Phylogenetic tree reconstruction		MIT			False	False
Taxonomy Profiling and Visualization with Kron (release v0.1)	https://usegalaxy.eu	ad8b6d73c9654305	https://usegalaxy.eu/published/workflow?id=ad8b6d73c9654305	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		krakentools_kreport2krona, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification, Aggregation		MIT			False	False
Allele-based Pathogen Identification (release v0.1.2)	https://usegalaxy.eu	64abcddeb516a712	https://usegalaxy.eu/published/workflow?id=64abcddeb516a712	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-10-31	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
MGnify's amplicon pipeline v5.0 (release v0.1)	https://usegalaxy.eu	c8d70d4402852fb5	https://usegalaxy.eu/published/workflow?id=c8d70d4402852fb5	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-02-06	2025-04-25	1	1		__MERGE_COLLECTION__, fastq_dl, CONVERTER_gz_to_uncompressed, tp_awk_tool, CONVERTER_uncompressed_to_gz			Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.1)	https://usegalaxy.eu	08e25b733cd796e6	https://usegalaxy.eu/published/workflow?id=08e25b733cd796e6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		mapseq, tp_awk_tool, bedtools_maskfastabed, __FILTER_FROM_FILE__, collection_element_identifiers, biom_convert, taxonomy_krona_chart, __FILTER_EMPTY_DATASETS__	Visualisation, Formatting, Mapping, k-mer counting		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.1)	https://usegalaxy.eu	0609a4b1941d1a68	https://usegalaxy.eu/published/workflow?id=0609a4b1941d1a68	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		mgnify_seqprep, cshl_fasta_formatter, multiqc, __UNZIP_COLLECTION__, fastp, trimmomatic, tp_find_and_replace, prinseq, fastqc, fastq_filter, fastq_to_fasta_python	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Validation, Sequence composition calculation, Nucleic acid design		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.1)	https://usegalaxy.eu	d6ff6be33b8bfe85	https://usegalaxy.eu/published/workflow?id=d6ff6be33b8bfe85	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		cshl_fasta_formatter, multiqc, trimmomatic, tp_find_and_replace, prinseq, fastqc, fastq_filter, fastq_to_fasta_python	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence trimming, Sequence composition calculation, Read pre-processing, Validation		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.2)	https://usegalaxy.eu	76e9cd837ea5e7da	https://usegalaxy.eu/published/workflow?id=76e9cd837ea5e7da	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-27	2025-04-25	1	1		cshl_fasta_formatter, multiqc, trimmomatic, tp_find_and_replace, prinseq, fastqc, fastq_filter, fastq_to_fasta_python	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence trimming, Sequence composition calculation, Read pre-processing, Validation		Apache-2.0			False	False
