Galaxy wrapper id	Description	To keep	Deprecated
kraken	Kraken is a system for assigning taxonomic labels to short DNAsequences, usually obtained through metagenomic studies. Previous attempts by otherbioinformatics software to accomplish this task have often used sequence alignmentor machine learning techniques that were quite slow, leading to the developmentof less sensitive but much faster abundance estimation programs. Kraken aims toachieve high sensitivity and high speed by utilizing exact alignments of k-mersand a novel classification algorithm.	True	False
kraken2	Kraken2 for taxonomic designation.	True	False
kraken2tax	Convert Kraken output to Galaxy taxonomy data.	True	False
kraken_biom	Create BIOM-format tables (http://biom-format.org) from Kraken output (http://ccb.jhu.edu/software/kraken/)	True	False
kraken_taxonomy_report	Kraken taxonomy report	True	False
krakentools	KrakenTools is a suite of scripts to be used alongside the Kraken	True	False
krocus	Predict MLST directly from uncorrected long reads	True	False
labels	remaps and annotates alignments	False	False
last	LAST finds similar regions between sequences.	False	False
lca_wrapper	Find lowest diagnostic rank	True	False
legsta	Performs in silico Legionella pneumophila sequence based typing.	True	False
length_and_gc_content	Gets gene length and gc content from a fasta and a GTF file	False	False
lfq_protein_quant	Enable protein summarisation and quantitation	False	False
lighter	Lighter is a kmer-based error correction method for whole genome sequencing data	True	False
limma_voom	Perform RNA-Seq differential expression analysis using limma voom pipeline	True	False
lineagespot	Identification of SARS-CoV-2 related metagenomic mutations based on a single (or a list of) variant(s) file(s)	True	False
links	Scaffold genome assemblies with long reads.	False	False
locarna	LocARNA - A suite for multiple alignment and folding of RNAs	False	False
logistic_regression_vif	Perform Logistic Regression with vif	False	False
logol	Logol is a pattern matching grammar language and a set of tools to search a pattern in a sequence	False	False
longorf	obtain longest ORF in six-frame translations		
lorikeet	Tools for M. tuberculosis DNA fingerprinting (spoligotyping)	True	False
lotus2	LotuS2 OTU processing pipeline	True	False
m6anet	m6anet to detect m6A RNA modifications from nanopore data	True	False
maaslin2	MaAsLin2 is comprehensive R package for efficiently determining multivariable association between microbial meta'omic features and clinical metadata.	True	False
macs2	MACS - Model-based Analysis of ChIP-Seq	False	False
maf_cpg_filter	Mask CpG/non-CpG sites from MAF file	False	False
mafft	Multiple alignment program for amino acid or nucleotide sequences	True	False
make_data_paper_sketches	This tool derived from the R Shiny App MetaShRIMPS <https://github.com/TanguyGen/metaCure> is made to produce draft of data paper from Ecological Metadata Language (EML) based metadata documents.		
make_nr	Make a FASTA file non-redundant	True	False
maker	MAKER is a portable and easily configurable genome annotation pipeline.Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases.	True	False
maldiquant	MALDIquant provides a complete analysis pipeline for MALDI-TOF and other 2D mass spectrometry data.	False	False
map_peptides_to_bed	Map peptides to a reference genome for display by a genome browser	False	False
mapping_quality_stats	Collects and shows the distribution of MAPQ values in a BAM alignment file	False	False
mapping_to_ucsc	Format mapping data as UCSC custom track	False	False
mapseq	fast and accurate sequence read classification tool designed to assign taxonomy and OTU classifications to ribosomal RNA sequences.	True	False
marine_omics	The Sanntis tool identify biosynthetic gene clusters (BGCs) in genomic & metagenomic data		
mash	Fast genome and metagenome distance estimation using MinHash	True	False
mashmap	Fast local alignment boundaries	False	False
masigpro	Identify significantly differential expression profiles in time-course microarray experiments	False	False
mauve_contig_mover	Order a draft genome relative to a related reference genome	False	False
maxbin2	clusters metagenomic contigs into bins	True	False
maxquant	wrapper for MaxQuant	True	False
mcl	The Markov Cluster Algorithm, a cluster algorithm for graphs	True	False
mea	Maximum expected accuracy prediction	False	False
mean-per-zone	Creates a png image showing statistic over areas as defined in the vector file	False	False
medaka	Sequence correction provided by ONT Research	True	False
medenv	Retrieve environmental data from etopo, cmems and woa	False	False
megahit	An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	True	False
megahit_contig2fastg	A subprogram within the Megahit toolkit for converting contigs to assembly graphs (fastg)	True	False
megan	MEGAN Community Edition - Interactive exploration and analysis of large-scale microbiome sequencing data.  MEGAN is a tool for studying the taxonomic content of a set of DNA reads, typically collected in a metagenomics project.In a preprocessing step, a sequence alignment of all reads against a suitable database of reference DNA or proteinsequences must be performed to produce an input file for the program. MEGAN is suitable for DNA reads (metagenomedata), RNA reads (metatranscriptome data), peptide sequences (metaproteomics data) and, using a suitable synonymsfile that maps SILVA ids to taxon ids, for 16S rRNA data (amplicon sequencing).	True	False
meningotype	Assign sequence type to N. meningitidis genome assemblies	True	False
merqury	Merqury is a tool for evaluating genomes assemblies based of k-mer operations.	True	False
meryl	Meryl a k-mer counter.	True	False
meta_proteome_analyzer	MetaProteomeAnalyzer	False	False
metabat2	MetaBAT2 (Metagenome Binning based on Abundance and Tetranucleotide frequency) is an automated metagenome binningsoftware that integrates empirical probabilistic distances of genome abundance and tetranucleotide frequency.	True	False
metabuli	Classifying metagenomes by jointly analysing both DNA and amino acid (AA) sequences		
metaeuk	MetaEuk is a modular toolkit designed for large-scale gene discovery andannotation in eukaryotic metagenomic contigs. Metaeuk combines the fast andsensitive homology search capabilities of MMseqs2 with a dynamic programmingprocedure to recover optimal exons sets. It reduces redundancies in multiplediscoveries of the same gene and resolves conflicting gene predictions onthe same strand. 	True	False
metagene_annotator	MetaGeneAnnotator gene-finding program for prokaryote and phage	True	False
metagenomeseq	metagenomeSeq Normalization	True	False
metanovo	Produce targeted databases for mass spectrometry analysis.	True	False
metaphlan	MetaPhlAn for Metagenomic Phylogenetic Analysis	True	False
metaquantome	quantitative analysis of microbiome taxonomy and function	True	False
metawrapmg	A flexible pipeline for genome-resolved metagenomic data analysis	True	False
methtools	tools for methylation analysis	False	False
methyldackel	A tool for processing bisulfite sequencing alignments	False	False
metilene	Differential DNA methylation calling	False	False
mg_toolkit	Metagenomics toolkit enables scientists to download all of the sample metadata for a given study or sequence to a single csv file.		
mgnify_seqprep	A modifiied vesion of SeqPrep. Made for use with the MGnify pipelines.		
miclip	Identification of binding sites in CLIP-Seq data.	False	False
microsatbed	Select microsatellites for a bed file		
microsatellite_birthdeath	Identify microsatellite births and deaths	False	False
microsats_alignment_level	Extract Orthologous Microsatellites from pair-wise alignments	False	False
microsats_mutability	Estimate microsatellite mutability by specified attributes	False	False
migmap	mapper for full-length T- and B-cell repertoire sequencing	False	False
minced	MinCED - Mining CRISPRs in Environmental Datasets	False	False
minia	Short-read assembler based on a de Bruijn graph	True	False
miniasm	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)	True	False
minipolish	Polishing miniasm assemblies	True	False
miniprot	Align a protein sequence against a genome with affine gap penalty, splicing and frameshift.	True	False
miranda	Finds potential target sites for miRNAs in genomic sequences	False	False
mircounts	Generates miRNA count lists from read alignments to mirBase.	False	False
mirmachine	Tool to detect miRNA in genome sequences	False	False
mirnature	Computational detection of canonical microRNAs	False	False
mitobim	assemble mitochondrial genomes	False	False
mitohifi	Assembly mitogenomes from Pacbio HiFi read.	False	False
mitos	de-novo annotation of metazoan mitochondrial genomes	True	False
mlst	Scan contig files against PubMLST typing schemes	True	False
moFF	moFF (a modest Feature Finder) extracts MS1 intensities from RAW and mzML spectrum files.	False	False
mob_suite	MOB-suite is a set of software tools for clustering, reconstruction and typing of plasmids from draft assemblies	True	False
monocle3	De-composed monocle3 functionality tools, based on https://github.com/ebi-gene-expression-group/monocle-scripts and monocle3 0.1.2.	False	False
morpheus	Morpheus MS Search Application	False	False
mothur	Mothur wrappers	True	False
motus	Tool for profiling the abundance of microbial taxa.		
mqc	Ribosome profiling mapping quality control tool	False	False
mqppep	MaxQuant Phosphoproteomic Enrichment Pipeline - Preprocessing and ANOVA	False	False
mrbayes	A program for the Bayesian estimation of phylogeny.	True	False
msconvert	msconvert Convert and/or filter mass spectrometry files (including vendor formats) using the official Docker container	True	False
msgfplus	MSGF+	False	False
msms_extractor	Extract MS/MS scans from the mzML file(s) based on PSM report.	False	False
msstats	MSstats tool for analyzing mass spectrometry proteomic datasets	False	False
msstatstmt	MSstatsTMT protein significance analysis in shotgun mass spectrometry-based proteomic experiments with tandem mass tag (TMT) labeling	True	False
mt2mq	Tool to prepare metatranscriptomic outputs from ASaiM for Metaquantome	False	False
multigsea	GSEA-based pathway enrichment analysis for multi-omics data	True	False
multiqc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	True	False
multispecies_orthologous_microsats	Extract orthologous microsatellites	False	False
mummer	Draw dotplots using mummer, mucmer, or promer with mummerplot	False	False
mummer4	Mummer4 Tools	False	False
mykrobe	Antibiotic resistance predictions	True	False
mykrobe_parser	RScript to parse the results of mykrobe predictor.	True	False
mz_to_sqlite	Creates a SQLite database for proteomics data	True	False
mzml_validator	mzML Validator checks if mzML file validates against XML Schema Definition of HUPO Proteomics Standard Initiative.	False	False
naltorfs	nAlt-ORFs: Nested Alternate Open Reading Frames (nAltORFs)	False	False
nanocompore	Nanocompore compares 2 ONT nanopore direct RNA sequencing datasets from different experimental conditions expected to have a significant impact on RNA modifications. It is recommended to have at least 2 replicates per condition. For example one can use a control condition with a significantly reduced number of modifications such as a cell line for which a modification writing enzyme was knocked-down or knocked-out. Alternatively, on a smaller scale transcripts of interests could be synthesized in-vitro.	True	False
nanoplot	Plotting tool for long read sequencing data and alignments	True	False
nanopolishcomp	NanopolishComp contains 2 modules. Eventalign_collapse collapses the raw file generated by nanopolish eventalign by kmers rather than by event. Freq_meth_calculate methylation frequency at genomic CpG sites from the output of nanopolish call-methylation.	True	False
nastiseq	A method to identify cis-NATs using ssRNA-seq	False	False
ncbi_blast_plus	NCBI BLAST+	True	False
ncbi_egapx	Eukaryotic Genome Annotation Pipeline - External (EGAPx)		
ncbi_fcs_adaptor	FCS-adaptor detects adaptor and vector contamination in genome sequences.	False	False
ncbi_fcs_gx	FCS-GX detects contamination from foreign organisms in genome sequences using the genome cross-species aligner (GX).	True	False
necat	Error correction and de-novo assembly for ONT Nanopore reads	False	False
newick_utils	Perform operations on Newick trees	True	False
nextclade	Identify differences between your sequences and a reference sequence used by Nextstrain	True	False
nextdenovo	String graph-based de novo assembler for long reads	True	False
nlstradamus	Find nuclear localization signals (NLSs) in protein sequences	False	False
nonpareil	Estimate average coverage in metagenomic datasets	True	False
novoplasty	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.	False	False
nucleosome_prediction	Prediction of Nucleosomes Positions on the Genome	True	False
nugen_nudup	Marks/removes PCR introduced duplicate molecules based on the molecular tagging technology used in NuGEN products.	True	False
oases	Short read assembler	False	False
obisindicators	Compute biodiveristy indicators for marine data from obis	True	False
obitools	OBITools is a set of programs developed to simplify the manipulation of sequence files	True	False
ocean	Access, process, visualise oceanographic data for the Earth System	False	False
odgi	Representing large genomic variation graphs with minimal memory overhead requires a careful encoding of the graph entities. odgi follows the dynamic GBWT in developing a byte-packed version of the graph and paths through it.	False	False
ogcProcess_otb_bandmath	Outputs a monoband image which is the result of a mathematical operation on several multi-band images.	False	False
ogcProcess_otb_meanShiftSmoothing	This application smooths an image using the MeanShift algorithm.	False	False
omark	Proteome quality assessment software	True	False
ont_fast5_api	ont_fast5_api is a simple interface to HDF5 files of the Oxford Nanopore FAST5 file format.	False	False
openms	OpenMS Suite for LC/MS data management and analyses	False	False
openms	OpenMS in version 2.1.	False	False
optitype	Precision HLA typing from NGS data	False	False
orfipy	Galaxy wrapper for ORFIPY	True	False
orthofinder	Accurate inference of orthologous gene groups made easy	True	False
pacu	PACU is a workflow for whole genome sequencing based phylogeny of Illumina and ONT R9/R10 data.		
pairtools	Flexible tools for Hi-C data processing	False	False
pangolin	Pangolin assigns SARS-CoV-2 genome sequences their most likely lineages under the Pango nomenclature system.	False	False
pangolin	Phylogenetic Assignment of Named Global Outbreak LINeages	False	False
paralyzer	A method to generate a high resolution map of interaction sites between RNA-binding proteins and their targets.	False	False
parse_mito_blast	Filtering blast out from querying assembly against mitochondrial database.	False	False
pathview	Pathview is a tool set for pathway based data integration and visualization.	False	False
pathwaymatcher	Reactome Pathway Matcher	False	False
patrist	Extract Patristic Distance From a Tree	False	False
peakachu	PEAKachu is a peak-caller for CLIP- and RIP-Seq data	False	False
pep_pointer	PepPointer categorizes peptides by their genomic coordinates.	False	False
pepquery	A peptide-centric MS search engine for novel peptide identification and validation.	False	False
pepquery2	PepQuery2 peptide-centric MS search for peptide identification and validation	False	False
peptide_genomic_coordinate	Gets genomic coordinate of peptides based on the information in mzsqlite and genomic mapping sqlite files	False	False
peptideshaker	PeptideShaker and SearchGUI	True	False
peptimapper	Proteogenomics workflow for the expert annotation of eukaryotic genomes	False	False
pepxml_to_xls	Convert PepXML to Tabular	False	False
percolator	Percolator	False	False
pfamscan	Search a FASTA sequence against a library of Pfam HMM.	True	False
pharokka	rapid standardised annotation tool for bacteriophage genomes and metagenomes	True	False
phyloseq	Handling and analysis of high-throughput microbiome census data	True	False
phyml	PhyML is a phylogeny software based on the maximum-likelihood principle.	True	False
pi_db_tools	HiRIEF tools	False	False
picrust	PICRUSt wrappers	True	False
picrust2	PICRUSt2: Phylogenetic Investigation of Communities by Reconstruction of Unobserved States	True	False
pipmir	A method to identify novel plant miRNA.	False	False
piranha	Piranha is a peak-caller for CLIP- and RIP-Seq data	False	False
plasflow	PlasFlow - Prediction of plasmid sequences in metagenomic contigs.	True	False
plasmid_profiler_suite	Plasmid Profiler suite defining all dependencies for Plasmid Profiler	False	False
plasmidfinder	"""PlasmidFinder provides the detection of replicons in the WGSand assigns the plasmids under study to lineages that trace backthe information to the existing knowledge on Inc groups and suggestspossible reference plasmids for each lineage"""	True	False
plasmidspades	Genome assembler for assemblying plasmid	True	False
platypus	efficient and accurate variant-detection in high-throughput sequencing data	False	False
plotly_ml_performance_plots	performance plots for machine learning problems	False	False
plotly_parallel_coordinates_plot	parallel coordinates plot produced with plotly	False	False
plotly_regression_performance_plots	performance plots for regression problems	False	False
pmd_fdr	Calculate Precursor Mass Discrepancy (PMD) for MS/MS	False	False
poisson2test	Poisson two-sample test	False	False
polypolish	"""Polypolish is a tool for polishing genome assemblies with short reads.Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location).This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix."""	True	False
predictnls	Python reimplementation of predictNLS for Galaxy	False	False
presto	pRESTO toolkit for immune repertoire analysis.	False	False
pretext	Process genome contacts maps processing images.	False	False
prinseq	PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets	False	False
probecoverage	computes and plots read coverage of genomic regions by sequencing datasets	False	False
prodigal	A protein-coding gene prediction software tool for bacterial and archaeal genomes	True	False
progressivemauve	Mauve/ProgressiveMauve Multiple Sequence Aligner	False	False
prokka	Rapid annotation of prokaryotic genomes	True	False
promer	Aligns two sets of contigs and reports amino acid substitutions between them	True	False
prot-scriber	Protein annotation of short human readable descriptions	False	False
protease_prediction	This tool can learn the cleavage specificity of a given class of proteases.	False	False
protein_analysis	TMHMM, SignalP, Promoter, RXLR motifs, WoLF PSORT and PSORTb	False	False
protein_properties	Calculation of various properties from given protein sequences	False	False
proteinortho	Proteinortho is a tool to detect orthologous proteins/genes within different species.	True	False
proteomiqon_joinquantpepionswithproteins	The tool JoinQuantPepIonsWithProteins combines results from ProteinInference and PSMBasedQuantification.	False	False
proteomiqon_labeledproteinquantification	The tool LabeledProteinQuantification estimates protein abundances using quantified peptide ions.	False	False
proteomiqon_labelfreeproteinquantification	The tool LabelFreeProteinQuantification estimates protein abundances using quantified peptide ions.	False	False
proteomiqon_mzmltomzlite	The tool MzMLToMzLite allows to convert mzML files to mzLite files.	False	False
proteomiqon_peptidedb	The tool ProteomIQon PeptideDB creates a peptide database in the SQLite format.	False	False
proteomiqon_peptidespectrummatching	Given raw an MS run in the mzLite format, this tool iterates across all MS/MS scans, determines precursor charge states and possible peptide spectrum matches using reimplementations of SEQUEST,Andromeda and XTandem.	False	False
proteomiqon_proteininference	MS-based shotgun proteomics estimates protein abundances using a proxy: peptides. The process of 'Protein Inference' is concerned with the mapping of identified peptides to the proteins they putatively originated from.	False	False
proteomiqon_psmbasedquantification	The PSMBasedQuantification tool was designed to allow label-free quantification as well as quantification of full metabolic labeled samples.	False	False
proteomiqon_psmstatistics	The PSMStatistics tool utilizes semi supervised machine learning techniques to integrate search engine scores as well as the mentioned quality scores into one single consensus score.	False	False
proteore_venn_diagram	ProteoRE JVenn Diagram	False	False
pseudogenome	Create a pseudogenome from a multiple fasta file either with a JCVI linker or custom length and characters.	False	False
psm2sam	PSM to SAM	False	False
psm_validation	Validate PSM from Ion Fragmentation	False	False
psy-maps	Visualization of regular geographical data on a map with psyplot	False	False
pureclip	PureCLIP is an HMM based peak caller specifically designed for eCLIP/iCLIP data	False	False
purge_dups	Purge haplotigs and overlaps in an assembly based on read depth	False	False
pycoqc	QC metrics for ONT Basecalling	True	False
pygenometracks	pyGenomeTracks: Standalone program and library to plot beautiful genome browser tracks.	True	False
pyprophet	Semi-supervised learning and scoring of OpenSWATH results.	False	False
pyscenic	PySCENIC scripts based on usage at https://pyscenic.readthedocs.io/		
pysradb	pysradb allows to retrieve metadata, such as run accession numbers, from SRA and ENA based on multiple criteria.	False	False
pyteomics	Tools using the pyteomics library	False	False
qiime_add_on	QIIME to perform microbial community analysis	True	False
qiime_core	QIIME to perform microbial community analysis	True	False
qiime_extract_viz	Extract vizualization from QIIME artifacts		
qq_tools		False	False
qualimap	Qualimap 2 is a platform-independent application written in Java andR that facilitates the quality control of alignment sequencing data and itsderivatives like feature counts.	True	False
quality_filter	Filter nucleotides based on quality scores	False	False
quantp	Correlation between protein and transcript abundance	False	False
quantwiz_iq	Isobaric Quantitation using QuantWiz-IQ	False	False
quasitools	A collection of tools for analysing Viral Quasispecies	False	False
quast	Quast (Quality ASsessment Tool) evaluates genome assemblies.	True	False
quickmerge	Merge long-read and hybrid assemblies to increase contiguity	True	False
rRNA	Identification of ribosomal RNA genes in metagenomic fragments.	True	False
racon	Consensus module for raw de novo DNA assembly of long uncorrected reads.	True	False
ragtag	Reference-guided scaffolding of draft genomes tool.	False	False
rapidnj	Galaxy wrapper for the RapidNJ tool	False	False
rasusa	Randomly subsample sequencing reads to a specified coverage	True	False
raven	Raven is a de novo genome assembler for long uncorrected reads.	False	False
rawtools	Raw Tools	False	False
raxml	RAxML - A Maximum Likelihood based phylogenetic inference	True	False
rbpbench	Evaluate CLIP-seq and other genomic region data using a comprehensive collection of RBP binding motifs	False	False
rcas	RCAS (RNA Centric Annotation System) for functional analysis of transcriptome-wide regions detected by high-throughput experiments	False	False
rcve	Compute RCVE	False	False
read_it_and_keep	Rapid decontamination of SARS-CoV-2 sequencing reads	True	False
reago	Reago is tool to assembly 16S ribosomal RNA recovery from metagenomic data.	True	False
recentrifuge	"""With Recentrifuge, researchers can analyze results from taxonomic classifiers using interactive charts with emphasis on the confidence level of the classifications.In addition to contamination-subtracted samples.Recentrifuge provides shared and exclusive taxa per sample,thus enabling robust contamination removal and comparative analysis in environmental and clinical metagenomics."""	True	False
red	Red (REpeat Detector)	False	False
refseq_masher	Find what genomes match or are contained within your sequence data using Mash_ and a Mash sketch database.	False	False
regionalgam		False	False
remurna	remuRNA - Measurement of Single Nucleotide Polymorphism induced Changes of RNA Conformation	False	False
repeat_masker	RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.	False	False
repeatexplorer2	Tool for annotation of repeats from unassembled shotgun reads.	True	False
repeatmasker	RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.	False	False
repeatmodeler	RepeatModeler - Model repetitive DNA	False	False
retrieve_bold	Search a list of sequences in BOLD (Barcode of Life Data System) from specified taxa list and markers		
revoluzer	revoluzer wrappers	False	False
ribotaper	A method for defining traslated ORFs using Ribosome Profiling data.	False	False
ribowaltz	Calculation of optimal P-site offsets, diagnostic analysis and visual inspection of ribosome profiling data	False	False
rna_shapes	Compute secondary structures of RNA	False	False
rnabob	Fast pattern searching for RNA structural motifs	False	False
rnacode	Analyze the protein coding potential in MSA	False	False
rnacommender	RNAcommender is a tool for genome-wide recommendation of RNA-protein interactions.	False	False
rnaformer	RNAformer: RNA secondary structure prediction		
rnalien	RNAlien unsupervized RNA family model construction	False	False
rnaquast	rnaQuast (RNA Quality Assessment Tool) evaluates genome assemblies.	False	False
rnasnp	RNAsnp Efficient detection of local RNA secondary structure changes induced by SNPs	False	False
rnaz	RNAz is a program for predicting structurally conserved and thermodynamically stable RNA secondary structures in multiple sequence alignments.	False	False
roary	Roary the pangenome pipeline	True	False
rsem	transcript quantification from RNA-Seq data	False	False
rseqc	an RNA-seq quality control package	True	False
ruvseq	Remove Unwanted Variation from RNA-Seq Data	False	False
sailfish	Sailfish is a tool for transcript quantification from RNA-seq data	False	False
salmon	Salmon is a wicked-fast program to produce a highly-accurate, transcript-level quantification estimates from RNA-seq and single-cell data.	True	False
salmon-kallisto-mtx-to-10x	Transforms .mtx matrix and associated labels into a format compatible with tools expecting old-style 10X data	False	False
salsa2	A tool to scaffold long read assemblies with Hi-C	False	False
sample_seqs	Sub-sample sequences files (e.g. to reduce coverage)	False	False
samtools_depad	Re-align a SAM/BAM file with a padded reference (using samtools depad)	False	False
samtools_depth	Coverage depth via samtools	False	False
samtools_idxstats	BAM mapping statistics (using samtools idxstats)	False	False
sarscov2formatter	sarscov2formatter custom script	True	False
sarscov2summary	sarscov2summary custom script	True	False
sashimi_plot	Generates a sashimi plot from bam files.	False	False
sc3	De-composed SC3 functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-sc3-scripts and SC3 1.8.0.	False	False
scanpy	scanpy-scripts, command-line wrapper scripts around Scanpy.	False	False
scater	De-composed Scater functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-scater-scripts and Scater 1.8.4.	False	False
scater	Scater (Single-Cell Analysis Toolkit for gene Expression data in R) is acollection of tools for doing various analyses of single-cell RNA-seq geneexpression data, with a focus on quality control and visualization.	False	False
schicexplorer	scHiCExplorer: Set of programs to process, analyze and visualize scHi-C data.	False	False
scikit-bio	scikit-bio: an open-source, BSD-licensed, python package providing data structures, algorithms, and educational resources for bioinformatics	False	False
scmap	De-composed scmap functionality tools, based on https://github.com/ebi-gene-expression-group/scmap-cli and scmap 1.6.0.	False	False
scoary	Scoary calculates the assocations between all genes in the accessory genome and the traits.	True	False
scpred	De-composed scPred functionality tools, see https://github.com/ebi-gene-expression-group/scpred-cli and r-scPred 1.0	False	False
sdmpredictors	Terrestrial and marine predictors for species distribution modelling.	False	False
selectsequencesfrommsa	SelectSequences - selects representative entries from a multiple sequence alignment in clustal format	False	False
semibin	SemiBin: Semi-supervised Metagenomic Binning Using Siamese Neural Networks	True	False
seq2hla	Precision HLA typing and expression from RNAseq data	False	False
seq_composition	Sequence composition	False	False
seq_filter_by_id	Filter sequences by ID	False	False
seq_filter_by_mapping	Filter sequencing reads using SAM/BAM mapping files	False	False
seq_length	Compute sequence length (from FASTA, QUAL, FASTQ, SFF, etc)	False	False
seq_primer_clip	Trim off 5' or 3' primers	False	False
seq_rename	Rename sequences with ID mapping from a tabular file	False	False
seq_select_by_id	Select sequences by ID	False	False
seqcomplexity	Sequence complexity for raw reads	False	False
seqkit	A cross-platform and ultrafast toolkit for FASTA/Q file manipulation	True	False
seqprep	Tool for merging paired-end Illumina reads and trimming adapters.	True	False
seqsero2	Salmonella serotype prediction from genome sequencing data	True	False
seqtk	Toolkit for processing sequences in FASTA/Q formats	False	False
seqtk_nml	Tool to downsample fastq reads	False	False
seqwish	Alignment to variation graph inducer	False	False
seurat	Seurat - R toolkit for single cell genomics	False	False
seurat	De-composed Seurat functionality tools, based on https://github.com/ebi-gene-expression-group/r-seurat-scripts and Seurat 2.3.1	False	False
shasta	Fast de novo assembly of long read sequencing data	False	False
shorah	Reconstruct haplotypes using ShoRAH in amplicon mode	True	False
short_reads_figure_high_quality_length	Histogram of high quality score reads	False	False
short_reads_figure_score	Build base quality distribution	False	False
shovill	Faster de novo assembly pipeline based around Spades	True	False
sickle	A windowed adaptive trimming tool for FASTQ files using quality	False	False
sina	SINA reference based multiple sequence alignment	False	False
sistr_cmd	SISTR in silico serotyping tool	True	False
sixgill	Six-frame Genome-Inferred Libraries for LC-MS/MS	False	False
slamdunk	Slamdunk maps and quantifies SLAMseq reads	False	False
sleuth	Sleuth is a program for differential analysis of RNA-Seq data.	False	False
small_rna_clusters	clusters small rna reads in alignment BAM files	False	False
small_rna_maps	Generates small read maps from alignment BAM files	False	False
small_rna_signatures	Computes the tendency of small RNAs to overlap with each other.	False	False
smallgenomeutilities	Set of utilities for manipulating small viral genome data.	True	False
smalt	SMALT aligns DNA sequencing reads with a reference genome.	True	False
smart_domains	SMART domains	False	False
smudgeplot	Inference of ploidy and heterozygosity structure using whole genome sequencing	False	False
snap	SNAP is a general purpose gene finding program suitable for both eukaryotic and prokaryotic genomes.	True	False
sniffles	Galaxy wrapper for sniffles	False	False
snipit	Summarise snps relative to a reference sequence	False	False
snippy	Contains the snippy tool for characterising microbial snps	True	False
snv_matrix	Generate matrix of SNV distances	False	False
socru	Order and orientation of complete bacterial genomes	False	False
sonneityping	Scripts for parsing Mykrobe predict results for Shigella sonnei.	True	False
sortmerna	SortMeRNA is a software designed to rapidly filter ribosomal RNA fragments from metatransriptomic data produced by next-generation sequencers.	True	False
spades	SPAdes is an assembly toolkit containing various assembly pipelines. It implements the following 4 stages: assembly graph construction, k-bimer adjustment, construction of paired assembly graph and contig construction.	True	False
spaln	Spaln (space-efficient spliced alignment) maps and aligns a set of cDNA or protein sequences onto a whole genomic sequence.	False	False
spapros	Select and evaluate probe sets for targeted spatial transcriptomics.		
spatyper	Determines SPA type based on repeats in a submitted staphylococcal protein A fasta file.	False	False
spectrast2spectrast_irt	Filter from spectraST files to swath input files	False	False
spectrast2tsv	Filter from spectraST files to swath input files	False	False
spocc	Get species occurences data	False	False
spolpred	A program for predicting the spoligotype from raw sequence reads	False	False
spotyping	SpoTyping allows fast and accurate in silico Mycobacterium spoligotyping from sequence reads	True	False
sr_bowtie	bowtie wrapper tool to align small RNA sequencing reads	True	False
sr_bowtie_dataset_annotation	Maps iteratively small RNA sequencing datasets to reference sequences.	False	False
srs_tools	Compute biodiversity indicators for remote sensing data from Sentinel 2	False	False
srst2	SRST2 Short Read Sequence Typing for Bacterial Pathogens	True	False
srst2	Short Read Sequence Typing for Bacterial Pathogens	True	False
sshmm	ssHMM is an RNA sequence-structure motif finder for RNA-binding protein data, such as CLIP-Seq data	False	False
stacks	Stacks is a software pipeline for building loci from short-read sequences, such as RAD-seq	False	False
stacks2	Stacks is a software pipeline for building loci from short-read sequences, such as RAD-seq	False	False
star_fusion	STAR Fusion detects fusion genes in RNA-Seq data after running RNA-STAR	False	False
staramr	Scan genome contigs against the ResFinder, PlasmidFinder, and PointFinder antimicrobial resistance databases.	True	False
stoc	Tools to analyse STOC data.	False	False
stringmlst	Rapid and accurate identification of the sequence type (ST)	True	False
structure	for using multi-locus genotype data to investigate population structure.	True	False
structureharvester	for parsing STRUCTURE outputs and for performing the Evanno method	False	False
substitution_rates	Estimate substitution rates for non-coding regions	False	False
substitutions	Fetch substitutions from pairwise alignments	False	False
suite_qiime2__alignment		True	False
suite_qiime2__composition		True	False
suite_qiime2__cutadapt		True	False
suite_qiime2__dada2		True	False
suite_qiime2__deblur		True	False
suite_qiime2__demux		True	False
suite_qiime2__diversity		True	False
suite_qiime2__diversity_lib		True	False
suite_qiime2__emperor		True	False
suite_qiime2__feature_classifier		True	False
suite_qiime2__feature_table		True	False
suite_qiime2__fragment_insertion		True	False
suite_qiime2__longitudinal		True	False
suite_qiime2__metadata		True	False
suite_qiime2__phylogeny		True	False
suite_qiime2__quality_control		True	False
suite_qiime2__quality_filter		True	False
suite_qiime2__rescript		True	False
suite_qiime2__sample_classifier		True	False
suite_qiime2__taxa		True	False
suite_qiime2__vsearch		True	False
suite_qiime2_core		True	False
