Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Query a metaplasmidome database to identify and annotate plasmids in metagenomes	WorkflowHub	1469	https://workflowhub.eu/workflows/1469?version=1		gtn, galaxy, metagenomics, metaplasmidome, name:microgalaxy	2025-06-02	2025-06-02	1	1	47.0	Cut1, sort1, tp_tail_tool, Grouping1, Add_a_column1, tp_sorted_uniq, histogram_rpy, MQoutputfilter, cat1, join1, tp_replace_in_column, ggplot2_histogram, minimap2, CONVERTER_fasta_to_tabular, Filter1, add_column_headers, tab2fasta, count_gff_features	Visualisation, Pairwise sequence alignment		MIT		Galaxy Training Network	True	False
Training: 16S rRNA Sequencing With Mothur: Main Tutorial	WorkflowHub	1465	https://workflowhub.eu/workflows/1465?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	38.0	mothur_screen_seqs, mothur_remove_groups, mothur_pre_cluster, mothur_get_groups, mothur_taxonomy_to_krona, mothur_unique_seqs, taxonomy_krona_chart, mothur_heatmap_sim, mothur_sub_sample, mothur_summary_seqs, mothur_remove_seqs, mothur_cluster_split, newick_display, mothur_count_seqs, mothur_summary_single, mothur_seq_error, mothur_chimera_vsearch, mothur_rarefaction_single, mothur_align_seqs, mothur_cluster, mothur_make_shared, mothur_filter_seqs, mothur_tree_shared, mothur_classify_seqs, mothur_count_groups, mothur_remove_lineage, mothur_make_contigs, XY_Plot_1, mothur_dist_seqs, mothur_venn, mothur_dist_shared, mothur_make_biom, mothur_classify_otu	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Phylogenetic tree reconstruction, Phylogenetic tree generation, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		Galaxy Training Network	True	False
Workflow for Identifying MF from ITS2 sequencing using LotuS2 - tutorial example run'	WorkflowHub	1460	https://workflowhub.eu/workflows/1460?version=1		ecology, fungi, gtn, galaxy, lotus2, metagenomics	2025-06-02	2025-06-02	1	1	1.0	lotus2	DNA barcoding, Sequence feature detection		MIT		Galaxy Training Network	True	False
Identification of the micro-organisms in a beer using Nanopore sequencing	WorkflowHub	1439	https://workflowhub.eu/workflows/1439?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	8.0	porechop, fastqc, taxonomy_krona_chart, krakentools_kreport2krona, Filter1, fastp, kraken2	Sequence contamination filtering, Sequence composition calculation, Taxonomic classification, Aggregation, Statistical calculation, Visualisation, Sequencing quality control		MIT		Galaxy Training Network	True	False
Calculating diversity from microbiome taxonomic data	WorkflowHub	1431	https://workflowhub.eu/workflows/1431?version=1		gtn, galaxy, name:gtn	2025-06-02	2025-06-02	1	1	6.0	krakentools_alpha_diversity, krakentools_beta_diversity	Aggregation, Visualisation		MIT		Galaxy Training Network	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1428	https://workflowhub.eu/workflows/1428?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_summary_seqs, mothur_classify_seqs, mothur_remove_lineage	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow 1: Quality Control [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1422	https://workflowhub.eu/workflows/1422?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	5.0	mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, mothur_count_seqs	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow7: Beta Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1418	https://workflowhub.eu/workflows/1418?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	newick_display, mothur_tree_shared, collapse_dataset, mothur_dist_shared, mothur_heatmap_sim, mothur_venn	DNA barcoding, Visualisation, Sequence clustering, Phylogenetic tree reconstruction, Sequence read processing, Phylogenetic tree generation, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow 6: Alpha Diversity [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1412	https://workflowhub.eu/workflows/1412?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	3.0	mothur_rarefaction_single, XY_Plot_1, mothur_summary_single	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow 4: Mock OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1408	https://workflowhub.eu/workflows/1408?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	4.0	mothur_make_shared, mothur_rarefaction_single, mothur_cluster, mothur_dist_seqs	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow 5: OTU Clustering [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1404	https://workflowhub.eu/workflows/1404?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	6.0	mothur_make_shared, mothur_cluster_split, mothur_remove_groups, mothur_count_groups, mothur_classify_otu, mothur_sub_sample	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
Workflow 2: Data Cleaning And Chimera Removal [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	1400	https://workflowhub.eu/workflows/1400?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	9.0	mothur_screen_seqs, mothur_summary_seqs, mothur_filter_seqs, mothur_remove_seqs, mothur_pre_cluster, mothur_chimera_vsearch, mothur_unique_seqs	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		MIT		Galaxy Training Network	True	False
GTN Training - Antibiotic Resistance Detection	WorkflowHub	406	https://workflowhub.eu/workflows/406?version=1	Saskia Hiltemann, Willem de Koning	metagenomics	2022-11-24	2023-02-13	1	1	12.0	miniasm, PlasFlow, gfa_to_fa, nanoplot, staramr_search, minimap2, unicycler, racon, bandage_image	De-novo assembly, Scatter plot plotting, Genome assembly, Antimicrobial resistance prediction, Mapping assembly, Box-Whisker plot plotting, Aggregation, Sequence analysis, Sequence assembly visualisation, Pairwise sequence alignment	Microbiology	CC-BY-4.0		Galaxy Training Network	True	False
3: Plant virus exploration	WorkflowHub	103	https://workflowhub.eu/workflows/103?version=1		de_novo, virology, exploration	2021-02-04	2023-02-13	1	1	2.0	fastp, shovill	Sequence contamination filtering, Genome assembly, Sequencing quality control		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
2: Plant virus confirmation	WorkflowHub	102	https://workflowhub.eu/workflows/102?version=1		assembly, virology, blast, mapping, reads_selection	2021-02-04	2023-02-13	1	1	7.0	samtools_stats, ngsutils_bam_filter, fasta_merge_files_and_filter_unique_sequences, shovill, ncbi_blastn_wrapper, minimap2, picard_SamToFastq	Sequence contamination filtering, Read pre-processing, Formatting, Variant calling, Genome assembly, Pairwise sequence alignment, Sequencing quality control		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (SE)	WorkflowHub	124	https://workflowhub.eu/workflows/124?version=1		virology, kraken	2021-06-17	2023-02-13	1	1	3.0	Kraken2Tax, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
1: Plant virus detection with kraken2 (PE)	WorkflowHub	101	https://workflowhub.eu/workflows/101?version=1		virology, kraken	2021-02-04	2023-02-13	1	1	3.0	Kraken2Tax, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification		Apache-2.0		Integrated and Urban Plant Pathology Laboratory	True	False
Taxonomy classification using Kraken2 and Bracken	WorkflowHub	1199	https://workflowhub.eu/workflows/1199?version=2	Valentine Murigneux, Mike Thang	gucfg2galaxy, metagenomics, name:collection, shotgun	2024-12-10	2024-12-10	2	2	29.0	"Prepare alpha diversity summary file
Paste1, krakentools_alpha_diversity, Prepare alpha diversity summary file (paste sample identifiers and Simpson results)
Paste1, collection_column_join, regex1, __RELABEL_FROM_FILE__, Extract column name and fraction_total_reads from Bracken report
Cut1, krakentools_combine_kreports, add_line_to_file, cat_multiple, Prepare alpha diversity summary file (paste Simpson and Fisher results)
Paste1, krakentools_beta_diversity, est_abundance, krakentools_kreport2krona, taxonomy_krona_chart, collection_element_identifiers, Fisher results contains a header line we want to exclude ""Fisher's alpha...loading""
Show tail1, kraken2"	Taxonomic classification, Aggregation, Statistical calculation, Visualisation	Metagenomics, Taxonomy	CC-BY-4.0	10.48546/workflowhub.workflow.1199.2	QCIF Bioinformatics	True	False
Analyses of shotgun metagenomics data with MetaPhlAn2	WorkflowHub	624	https://workflowhub.eu/workflows/624?version=1	Valentine Murigneux, Mike Thang, Saskia Hiltemann, Bérénice Batut	gucfg2galaxy, metagenomics, shotgun	2023-10-26	2024-04-05	1	1	17.0	metaphlan2, Cut1, , humann2_regroup_table, merge_metaphlan_tables, metaphlan2krona, humann2_renorm_table, taxonomy_krona_chart, humann2	Visualisation, Taxonomic classification	Metagenomic sequencing, Metagenomics	CC-BY-4.0	10.48546/workflowhub.workflow.624.1	QCIF Bioinformatics	True	False
Workflow 7 : Beta Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	653	https://workflowhub.eu/workflows/653?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	4.0	mothur_heatmap_sim, newick_display, mothur_tree_shared, mothur_dist_shared	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Phylogenetic tree reconstruction, Phylogenetic tree generation, Taxonomic classification, Phylogenetic tree analysis, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 6: Alpha Diversity [16S Microbial Analysis With Mothur]	WorkflowHub	652	https://workflowhub.eu/workflows/652?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	3.0	mothur_rarefaction_single, XY_Plot_1, mothur_summary_single	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 5: OTU Clustering [16S Microbial Analysis With Mothur]	WorkflowHub	651	https://workflowhub.eu/workflows/651?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_make_shared, mothur_cluster_split, mothur_count_groups, mothur_classify_otu, mothur_sub_sample	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 3: Classification [Galaxy Training: 16S Microbial Analysis With Mothur]	WorkflowHub	650	https://workflowhub.eu/workflows/650?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	2.0	mothur_classify_seqs, mothur_remove_lineage	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 1: Further Quality Control [16S Microbial Analysis With Mothur]	WorkflowHub	648	https://workflowhub.eu/workflows/648?version=1	Saskia  Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	5.0	mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, mothur_count_seqs	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
Workflow 2: Data Cleaning And Chimera Removal [16S Microbial Analysis With Mothur]	WorkflowHub	649	https://workflowhub.eu/workflows/649?version=1	Saskia Hiltemann, Bérénice Batut, Dave Clements, Ahmed Mehdi	metagenomics	2023-11-09	2023-11-09	1	1	9.0	mothur_screen_seqs, mothur_summary_seqs, mothur_filter_seqs, mothur_remove_seqs, mothur_pre_cluster, mothur_chimera_vsearch, mothur_unique_seqs	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		QCIF Bioinformatics	True	False
TB Variant Analysis v1.0	WorkflowHub	1035	https://workflowhub.eu/workflows/1035?version=1	Peter van Heusden	pathogen, tuberculosis	2024-06-07	2024-06-12	1	1	15.0	__FLATTEN__, tbvcfreport, snippy, bcftools_consensus, EMBOSS: seqret84, tb_profiler_profile, tp_awk_tool, tb_variant_filter, tp_sed_tool, qualimap_bamqc, multiqc, mosdepth, fastp, kraken2	Sequence contamination filtering, Phylogenetic tree visualisation, Sequencing quality control, Variant calling, Antimicrobial resistance prediction, Validation, Sequence alignment analysis, Phylogenetic tree generation, Taxonomic classification, Sequence analysis, Local alignment, Global alignment, Sequence alignment	Genetic variation, Infectious disease, Microbiology, Public health and epidemiology, Sequence assembly	AGPL-3.0-or-later		SANBI Pathogen Bioinformatics	True	False
Workflow 3: AMR - SeqSero2/SISTR	WorkflowHub	407	https://workflowhub.eu/workflows/407?version=1		bioinformatics, antimicrobial resistance	2022-11-24	2024-09-09	1	1	14.0	seqsero2, srst2, hamronize_summarize, bbtools_tadpole, hamronize_tool, sistr_cmd, __UNZIP_COLLECTION__, shovill, kma_map, bbtools_bbduk, mob_recon	RNA-Seq analysis, Parsing, Data handling, Multilocus sequence typing, Genome alignment, Sequence analysis, Sequence contamination filtering, Read binning, Clustering, Antimicrobial resistance prediction, Genome assembly, Visualisation, Sequence trimming, Read mapping, Genome indexing, Sequence alignment		GPL-3.0		Seq4AMR	True	False
Workflow 2: Sciensano	WorkflowHub	644	https://workflowhub.eu/workflows/644?version=1			2023-11-07	2024-09-09	1	1	1.0	pipeline_stec_1.0			CC-BY-4.0		Seq4AMR	True	False
Workflow 4: Staramr	WorkflowHub	470	https://workflowhub.eu/workflows/470?version=1		10.3390/microorganisms10020292, amr, amr-detection, bioinformatics, antimicrobial resistance	2023-05-11	2024-09-09	1	1	10.0	abricate, collapse_dataset, shovill, staramr_search, hamronize_summarize, hamronize_tool, tp_find_and_replace	Parsing, Genome assembly, Antimicrobial resistance prediction, Data handling		GPL-3.0		Seq4AMR	True	False
Workflow 1: AbritAMR	WorkflowHub	634	https://workflowhub.eu/workflows/634?version=1			2023-10-31	2024-09-09	1	1	1.0	abritamr	Antimicrobial resistance prediction		CC-BY-4.0		Seq4AMR	True	False
AMR-Pathfinder	WorkflowHub	1189	https://workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	amr, amr-detection, benchamrking	2024-11-14	2024-12-24	2	2	36.0	, Cut1, collapse_dataset, cat_multi_datasets, __APPLY_RULES__, addValue, tp_split_on_column, Grep1, cast, shovill, staramr_search, hamronize_summarize, hamronize_tool, __MERGE_COLLECTION__, tp_find_and_replace, abricate, datamash_ops, tp_text_file_with_recurring_lines, cat1	Parsing, Data handling, Genome assembly, Antimicrobial resistance prediction		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	True	False
Metagenomic Taxonomy and Functional Analysis	https://usegalaxy.eu	cb2df493f5e334f7	https://usegalaxy.eu/published/workflow?id=cb2df493f5e334f7	Bérénice Batut, Géraldine Piot	name:metagenomics, microbiome, diversity, name:microgalaxy	2024-12-20	2025-07-24	17	17		krakentools_alpha_diversity, sylph_profile, humann_unpack_pathways, collapse_dataset, humann, taxonomy_krona_chart, collection_element_identifiers, humann_regroup_table, collection_column_join, add_line_to_file, __UNZIP_COLLECTION__, est_abundance, fastq_paired_end_interlacer, krakentools_kreport2krona, sort1, bowtie2, tp_sed_tool, tp_awk_tool, Remove beginning1, humann_rename_table, humann_renorm_table, __ZIP_COLLECTION__, tp_easyjoin_tool, fastp, kraken2, taxpasta, csv_to_tabular, tp_text_file_with_recurring_lines, cat1, metaphlan, datamash_transpose, tp_replace_in_line	Sequence contamination filtering, Species frequency estimation, Standardisation and normalisation, Visualisation, Read mapping, Conversion, Formatting, Taxonomic classification, Aggregation, Statistical calculation, Phylogenetic analysis, Sequencing quality control		MIT			True	False
pAllori Amplicon 16S Pre-Processing and Taxonomy Classification	https://usegalaxy.eu	466bdd8ba7b67264	https://usegalaxy.eu/published/workflow?id=466bdd8ba7b67264	Engy Nasr, Paul Zierep	name:microgalaxy, name:16s, name:metagenomics, name:pallori	2023-06-30	2025-06-26	191	191		__FLATTEN__, calculate_numeric_param, compose_text_param, ampvis2_ordinate, volcanoplot, lotus2, mmuphin, param_value_from_file, biom_convert, fastqc, tp_cut_tool, phyloseq_tax_glom, unzip, ampvis2_load, maaslin2, regex1, ampvis2_export_otu, phyloseq_add_rank_names, tp_awk_tool, Remove beginning1, tp_easyjoin_tool, multiqc, ampvis2_heatmap, phyloseq_from_biom, bg_column_arrange_by_header, ampvis2_subset_samples, datamash_transpose, decontam	DNA barcoding, Filtering, Standardisation and normalisation, Visualisation, Validation, Sequence composition calculation, Analysis, Classification, Formatting, Sequence feature detection, Statistical calculation, Deposition, Sequencing quality control		MIT			True	False
pAllori Blood RNA	https://usegalaxy.eu	ca9d3233b0912765	https://usegalaxy.eu/published/workflow?id=ca9d3233b0912765	Engy Nasr, Paul Zierep	name:microgalaxy, name:pallori, name:bloodrna, name:umi, name:barcode, name:transcriptomics	2023-07-02	2025-06-26	48	48		umi_tools_extract, umi_tools_dedup, collection_column_join, fastqc, featurecounts, __FILTER_FAILED_DATASETS__, rna_star, multiqc	RNA-Seq quantification, Sequence alignment, Sequencing quality control, Read summarisation, Statistical calculation, Validation, Sequence composition calculation		MIT			True	False
MetaG: Preparation, Building and Annotation of Metagenomics Assembled Genomes 	https://usegalaxy.eu	667bac8d7453e5f1	https://usegalaxy.eu/published/workflow?id=667bac8d7453e5f1	Valerie C. Schiml, Magnus Ø. Arntzen, Bérénice Batut	name:microgalaxy, name:microbiome, name:mags	2024-09-30	2024-12-21	14	14		fraggenescan, fastqc, trim_galore, coverm_contig, fasplit, kofamscan, interproscan, tp_cat, cat_bins, hmmer_hmmscan, tp_grep_tool, tp_awk_tool, sort1, maxbin2, quast, coverm_genome, checkm_lineage_wf	Sequence database search, Read pre-processing, Sequence assembly, Sequence generation, Validation, Database search, Conversion, Formatting, Data retrieval, Taxonomic classification, Sequence analysis, Sequence motif recognition, Local alignment, Gene functional annotation, Coding region prediction, Gene prediction, Multiple sequence alignment, Format validation, Primer removal, Visualisation, Sequence trimming, Sequence composition calculation, Protein feature detection, Probabilistic sequence generation, Sequence profile generation, Statistical calculation, Sequence assembly validation, Sequencing quality control		MIT			True	False
ASaiM-MT: Metatranscriptomics Analysis of Microbes	https://usegalaxy.eu	096b75501c8e0888	https://usegalaxy.eu/published/workflow?id=096b75501c8e0888	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø Arntzen, Benoit J. Kunath, Phillip B. Pope, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik D. Jagtap	asaim, metatranscriptomics, rna-seq, microbiome, name:microgalaxy	2024-12-20	2024-12-20	3	3		taxonomy_krona_chart, tp_sort_header_tool, cutadapt, bg_sortmerna, Grouping1, fastqc, humann2_renorm_table, Grep1, group_humann2_uniref_abundances_to_go, fastq_paired_end_interlacer, metaphlan2, metaphlan2krona, export2graphlan, humann2_genefamilies_genus_level, multiqc, combine_metaphlan2_humann2, graphlan, graphlan_annotate, format_metaphlan2_output, humann2_unpack_pathways, humann2	Phylogenetic inference, Read pre-processing, Phylogenetic tree visualisation, Phylogenetic tree editing, Validation, Conversion, Formatting, Taxonomic classification, Primer removal, Visualisation, Sequence trimming, Sequence alignment analysis, Sequence composition calculation, Sequence similarity search, Sequence comparison, Statistical calculation, Sequencing quality control		MIT			True	False
MetaT: Metatranscriptomics data analysis	https://usegalaxy.eu	fd90652d475ed739	https://usegalaxy.eu/published/workflow?id=fd90652d475ed739	Valerie C. Schiml, Magnus Ø. Arntzen, Francesco Delogu, Praveen Kumar, Benoit Kunath, Bérénice Batut,  Subina Mehta, James E. Johnson,  Björn Grüning, Phillip B. Pope, Pratik D. Jagtap, Timothy J. Griffin	name:microgalaxy, metatranscriptomics, microbiome	2024-11-21	2024-12-20	6	6		bg_sortmerna, collection_column_join, fastqc, kallisto_quant, trim_galore, __UNZIP_COLLECTION__	Read pre-processing, Gene expression profiling, Primer removal, Sequence trimming, Sequence composition calculation, Sequence alignment analysis, Sequence similarity search, Sequence comparison, Statistical calculation, Sequencing quality control		MIT			True	False
Halophiles workup of Comparative gene analysis	https://usegalaxy.eu	a2c46deea34d9d80	https://usegalaxy.eu/published/workflow?id=a2c46deea34d9d80	Anton Nekrutenko	genome-annotation, name:microgalaxy	2024-12-03	2024-12-05	2	2		Cut1, bg_diamond_view, collapse_dataset, gops_intersect_1, bg_diamond, Add_a_column1, tp_split_on_column, tab2fasta, rapidnj, cat1, rbc_mafft, join1, Filter1, regexColumn1	Phylogenetic tree generation, Multiple sequence alignment, Sequence alignment analysis					True	False
Metaproteomics workflow	https://usegalaxy.eu	cefc49c13ff73231	https://usegalaxy.eu/published/workflow?id=cefc49c13ff73231	Timothy Griffin, Pratik Jagtap, James Johnson, Clemens Blank, Subina Mehta	name:metaproteomics, name:galaxyp, name:massspectrometry, name:microgalaxy	2024-11-21	2024-11-21	40	40		query_tabular, search_gui, unipept, peptide_shaker, sqlite_to_tabular	Visualisation, Prediction and recognition		MIT			True	False
Feature-Count Table Normalization	https://usegalaxy.eu	6239178d7cc4ac68	https://usegalaxy.eu/published/workflow?id=6239178d7cc4ac68	Johannes Effenberger	name:microgalaxy, normalization, softmax, relative-abundance, sigmoid, css, limma-tmm, limma-rle	2024-11-21	2024-11-21	5	5		__FILTER_EMPTY_DATASETS__, __EXTRACT_DATASET__, Grep1, __BUILD_LIST__, map_param_value			MIT			True	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	cd675ab32d3e7833	https://usegalaxy.eu/published/workflow?id=cd675ab32d3e7833	Subina Metha, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane	proteomics, name:microgalaxy	2024-11-21	2024-11-21	1	1		Cut1, regex1, flashlfq, query_tabular, search_gui, peptide_shaker, tp_replace_in_column, unipept, Remove beginning1, Filter1, msconvert, tp_replace_in_line	Label-free quantification, Filtering, Formatting, Prediction and recognition, Visualisation		MIT			True	False
metaquantome-function-worklow	https://usegalaxy.eu	e5a89ef7b5f1c1d9	https://usegalaxy.eu/published/workflow?id=e5a89ef7b5f1c1d9	Subina Mehta, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane, Praveen Kumar	proteomics, name:microgalaxy	2024-11-21	2024-11-21	3	3		metaquantome_db, metaquantome_stat, metaquantome_sample, metaquantome_viz, metaquantome_expand, metaquantome_filter	Heat map generation, Statistical inference, Query and retrieval, Filtering, Indexing, Visualisation, Quantification, Functional clustering, Principal component visualisation, Differential protein expression analysis		MIT			True	False
Cloud Aerosol MT-MG Contamination Filtering	https://usegalaxy.eu	c09159d7aad0f264	https://usegalaxy.eu/published/workflow?id=c09159d7aad0f264	Engy Nasr , Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	2	2		fastq_to_tabular, filter_tabular, recentrifuge, seq_filter_by_id, bowtie2, kraken2	Read mapping, Taxonomic classification, Cross-assembly, Expression analysis		MIT			True	False
 Cloud-Aerosole MT-MG Functional Profiling	https://usegalaxy.eu	63478edcea3f449a	https://usegalaxy.eu/published/workflow?id=63478edcea3f449a	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	4	4		bowtie2, multiqc, featurecounts	Read mapping, RNA-Seq quantification, Read summarisation, Validation, Sequencing quality control		MIT			True	False
Cloud-Aerosole MT-MG Pre-Processing	https://usegalaxy.eu	1ef76b7b86e15792	https://usegalaxy.eu/published/workflow?id=1ef76b7b86e15792	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	6	6		fastqc, trimmomatic, multiqc	Sequence composition calculation, Statistical calculation, Validation, Sequencing quality control		MIT			True	False
Mgnify ML	https://usegalaxy.eu	011f701c5a55bfdf	https://usegalaxy.eu/published/workflow?id=011f701c5a55bfdf		name:microgalaxy	2023-10-10	2024-03-15	128	128		interactive_tool_jupyter_notebook, __BUILD_LIST__						True	False
Ecoli Comparison	https://usegalaxy.eu	0e492839192d26e0	https://usegalaxy.eu/published/workflow?id=0e492839192d26e0		assembly, name:microgalaxy	2023-12-14	2023-12-14	0	0		Cut1, collapse_dataset, bedtools_complementbed, join1, tp_sort_header_tool, Filter1, fasta_filter_by_length, addValue, lastz_wrapper_2, Grep1, bedtools_sortbed, tp_cat, tp_grep_tool, mergeCols1, tp_sed_tool, bedtools_intersectbed, random_lines1, datamash_ops, cat1, fasta_compute_length	Read mapping, Mapping, Sequence alignment					True	False
Comparative gene analysis	https://usegalaxy.eu	86900be4282d4b1d	https://usegalaxy.eu/published/workflow?id=86900be4282d4b1d	Anton Nekrutenko	vgp, genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		Cut1, bg_diamond_view, collapse_dataset, gops_intersect_1, bg_diamond, Add_a_column1, tp_split_on_column, tab2fasta, rapidnj, cat1, rbc_mafft, join1, Filter1, regexColumn1	Phylogenetic tree generation, Multiple sequence alignment, Sequence alignment analysis					True	False
Apollo Load Test	https://usegalaxy.eu	3c233cc56d4df8b0	https://usegalaxy.eu/published/workflow?id=3c233cc56d4df8b0		genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		jbrowse, iframe, create_account, create_or_update, list_organism	Genome visualisation					True	False
Flye-AMR workflow EMC/WMDI - v3.5  (imported from URL)	https://usegalaxy.eu	152223c8aed27357	https://usegalaxy.eu/published/workflow?id=152223c8aed27357		wmdi, name:microgalaxy	2023-12-14	2023-12-14	0	0		Cut1, medaka_consensus_pipeline, flye, deeptools_bam_coverage, Add_a_column1, tp_head_tool, join1, circos_wiggle_to_scatter, minimap2, circos_gc_skew, tp_sort_header_tool, Filter1, tp_cut_tool, gff2bed1, Grep1, tp_split_on_column, circos, tp_cat, ncbi_blastn_wrapper, staramr_search, tab2fasta, circos_interval_to_tile, fasta2tab, PlasFlow, regex1, trimmomatic, prokka, nanoplot, tp_easyjoin_tool, bandage_image, tbl2gff3, bg_column_arrange_by_header, tp_text_file_with_recurring_lines, regex_replace, jbrowse, fasta_compute_length	De-novo assembly, Coding region prediction, Pairwise sequence alignment, Gene prediction, Scatter plot plotting, Sequence assembly, Genome visualisation, Variant calling, Genome assembly, Antimicrobial resistance prediction, Genome annotation, Base-calling, Box-Whisker plot plotting, Mapping assembly, Sequence analysis, Sequence assembly visualisation, Sequence visualisation, Cross-assembly					True	False
