Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)	Reviewed	Deprecated	To keep
fasttree	fasttree	FastTree infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences - GVL	fasttree	fasttree		FastTree	Infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences.	Phylogenetic tree generation (from molecular sequences), Phylogenetic tree generation (maximum likelihood and Bayesian methods)	Phylogenetics, Sequence analysis	To update	http://www.microbesonline.org/fasttree/	Phylogenetics	fasttree	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fasttree	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fasttree	2.1.10	fasttree	2.1.11		Phylogenetics	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	379	55434	True	False	True
featurecounts	featurecounts	featureCounts counts the number of reads aligned to defined masked regions in a reference genome	featurecounts	featurecounts		FeatureCounts	featureCounts is a very efficient read quantifier. It can be used to summarize RNA-seq reads and gDNA-seq reads to a variety of genomic features such as genes, exons, promoters, gene bodies and genomic bins. It is included in the Bioconductor Rsubread package and also in the SourceForge Subread package.	Read summarisation, RNA-Seq quantification	RNA-Seq	To update	http://bioinf.wehi.edu.au/featureCounts	RNA, Transcriptomics, Sequence Analysis	featurecounts	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/featurecounts	https://github.com/galaxyproject/tools-iuc/tree/main/tools/featurecounts	2.0.3	subread	2.0.6	Read summarisation, RNA-Seq quantification	RNA-Seq	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	4679	696399	True	False	True
filter_spades_repeats	filter_spades_repeat	Remove short and repeat contigs/scaffolds								To update	https://github.com/phac-nml/galaxy_tools/	Assembly	filter_spades_repeats	nml	https://github.com/phac-nml/galaxy_tools/	https://github.com/phac-nml/galaxy_tools/tree/master/tools/filter_spades_repeats	1.0.1	perl-bioperl	1.7.8			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
filtlong	filtlong	Filtlong - Filtering long reads by quality	filtlong	filtlong		Filtlong	Filtlong is a tool for filtering long reads by quality. It can take a set of long reads and produce a smaller, better subset. It uses both read length (longer is better) and read identity (higher is better) when choosing which reads pass the filter.	Filtering, Sequencing quality control		Up-to-date	https://github.com/rrwick/Filtlong	Fastq Manipulation, Sequence Analysis	filtlong	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/filtlong	https://github.com/galaxyproject/tools-iuc/tree/main/tools/filtlong	0.2.1	filtlong	0.2.1	Filtering, Sequencing quality control		1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	617	30483	True	False	True
flashlfq	flashlfq	FlashLFQ mass-spectrometry proteomics label-free quantification	flashlfq	flashlfq		FlashLFQ	FlashLFQ is an ultrafast label-free quantification algorithm for mass-spectrometry proteomics.	Label-free quantification	Proteomics experiment, Proteomics	To update	https://github.com/smith-chem-wisc/FlashLFQ	Proteomics	flashlfq	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/flashlfq	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/flashlfq	1.0.3.1	flashlfq	1.2.6	Label-free quantification	Proteomics experiment, Proteomics	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	645	True	False	True
flye	flye	Assembly of long and error-prone reads.	Flye	Flye		Flye	Flye is a de novo assembler for single molecule sequencing reads, such as those produced by PacBio and Oxford Nanopore Technologies. It is designed for a wide range of datasets, from small bacterial projects to large mammalian-scale assemblies. The package represents a complete pipeline: it takes raw PB / ONT reads as input and outputs polished contigs.	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing, Genomics	To update	https://github.com/fenderglass/Flye/	Assembly	flye	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flye	https://github.com/bgruening/galaxytools/tree/master/tools/flye	2.9.3	flye	2.9.4	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1499	20904	True	False	True
format_metaphlan2_output	format_metaphlan2_output	Format MetaPhlAn2 output to extract abundance at different taxonomic levels	format_metaphlan2_output	format_metaphlan2_output		Format metaphlan2 output	This tool format output file of MetaPhlan2 containing community content (abundance) at all taxonomic levels (from kingdom to strains).	Formatting	Taxonomy, Metagenomics	To update		Metagenomics	format_metaphlan2_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output	0.2.0			Formatting	Taxonomy, Metagenomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	166	5588	True	False	True
fraggenescan	fraggenescan	Tool for finding (fragmented) genes in short read	fraggenescan	fraggenescan		FragGeneScan	Application for finding (fragmented) genes in short reads	Gene prediction	Genetics, Sequence analysis	To update	https://sourceforge.net/projects/fraggenescan/	Sequence Analysis	fraggenescan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fraggenescan/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fraggenescan		fraggenescan	1.31	Gene prediction	Genetics, Sequence analysis	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	68	1102	True	False	True
freyja	freyja_aggregate_plot, freyja_boot, freyja_demix, freyja_variants	lineage abundances estimation	freyja	freyja						To update	https://github.com/andersen-lab/Freyja	Metagenomics, Sequence Analysis	freyja	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/freyja	https://github.com/galaxyproject/tools-iuc/tree/main/tools/freyja	1.4.4	freyja	1.5.1			2	0	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	55	20021	True	False	True
frogs	FROGS_affiliation_filters, FROGS_affiliation_postprocess, FROGS_affiliation_stats, FROGS_biom_to_stdBiom, FROGS_biom_to_tsv, FROGS_cluster_filters, FROGS_cluster_stats, FROGS_clustering, FROGS_demultiplex, FROGSSTAT_DESeq2_Preprocess, FROGSSTAT_DESeq2_Visualisation, FROGSFUNC_step2_functions, FROGSFUNC_step3_pathways, FROGSFUNC_step1_placeseqs, FROGS_itsx, FROGS_normalisation, FROGSSTAT_Phyloseq_Alpha_Diversity, FROGSSTAT_Phyloseq_Beta_Diversity, FROGSSTAT_Phyloseq_Sample_Clustering, FROGSSTAT_Phyloseq_Composition_Visualisation, FROGSSTAT_Phyloseq_Import_Data, FROGSSTAT_Phyloseq_Multivariate_Analysis_Of_Variance, FROGSSTAT_Phyloseq_Structure_Visualisation, FROGS_preprocess, FROGS_remove_chimera, FROGS_taxonomic_affiliation, FROGS_Tree, FROGS_tsv_to_biom	Suite for metabarcoding analysis	frogs	frogs		FROGS	The user-friendly and Galaxy-supported pipeline FROGS analyses large sets of DNA amplicons sequences accurately and rapidly, essential for microbe community studies.	Taxonomic classification	Metagenomics, Microbial ecology, Taxonomy, Evolutionary biology, Sequencing	To update	http://frogs.toulouse.inrae.fr/	Metagenomics	frogs	frogs	https://github.com/geraldinepascal/FROGS-wrappers/	https://github.com/geraldinepascal/FROGS-wrappers/tree/master/tools/frogs	4.1.0	frogs	5.0.0	Taxonomic classification	Metagenomics, Microbial ecology, Taxonomy, Evolutionary biology, Sequencing	0	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
funannotate	funannotate_annotate, funannotate_clean, funannotate_compare, funannotate_predict, funannotate_sort	Funannotate is a genome prediction, annotation, and comparison software package.	funannotate	funannotate		funannotate	funannotate is a pipeline for genome annotation (built specifically for fungi, but will also work with higher eukaryotes).	Genome annotation	Genomics	To update	https://funannotate.readthedocs.io	Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/funannotate	https://github.com/galaxyproject/tools-iuc/tree/main/tools/funannotate	1.8.15			Genome annotation	Genomics	3	5	5	5	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	900	5906	True	False	True
getmlst	getmlst	Download MLST datasets by species from pubmlst.org								To update		Sequence Analysis	getmlst	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/getmlst	0.1.4.1	srst2	0.2.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
ggplot2	ggplot2_heatmap, ggplot2_pca, ggplot2_histogram, ggplot2_point, ggplot2_violin	ggplot2 is a system for declaratively creating graphics, based on The Grammar of Graphics.You provide the data, tell ggplot2 how to map variables to aesthetics, what graphical primitives to use,and it takes care of the details.	ggplot2	ggplot2		ggplot2	Plotting system for R, based on the grammar of graphics.	Visualisation	Data visualisation	To update	https://github.com/tidyverse/ggplot2	Visualization		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ggplot2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ggplot2	3.4.0	r-base		Visualisation	Data visualisation	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	5	1388	22148	True	False	True
gi2taxonomy	Fetch Taxonomic Ranks	Fetch taxonomic representation	gi2taxonomy	gi2taxonomy		gi2taxonomy	The tool fetches taxonomic information for a list of sequence identifiers (i.e. GI numbers, as used by the National Center for Biotechnology Information (NCBI).	Database search, ID mapping	Taxonomy	To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	gi2taxonomy	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/gi2taxonomy	https://github.com/galaxyproject/tools-devteam/tree/main/tool_collections/taxonomy/gi2taxonomy	1.1.1	taxonomy	0.10.0	Database search, ID mapping	Taxonomy	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	660	True	False	True
glimmer	glimmer_acgt_content, glimmer_build_icm, glimmer_extract, glimmer_gbk_to_orf, glimmer_glimmer_to_gff, glimmer_long_orfs, glimmer_knowledge_based, glimmer_not_knowledge_based	Glimmer makes gene predictions.	gemini	gemini		GEMINI	GEMINI (GEnome MINIng) is a flexible framework for exploring genetic variation in the context of the wealth of genome annotations available for the human genome. By placing genetic variants, sample phenotypes and genotypes, as well as genome annotations into an integrated database framework, GEMINI provides a simple, flexible, and powerful system for exploring genetic variation for disease and population genetics.	Sequence analysis, Genetic variation analysis	Sequence analysis	To update	https://ccb.jhu.edu/software/glimmer/	Sequence Analysis		bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/glimmer	https://github.com/galaxyproject/tools-iuc/tree/main/tools/glimmer		glimmer	3.02	Sequence analysis, Genetic variation analysis	Sequence analysis	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	187	3965	True	False	True
glimmer_hmm		GlimmerHMM is a new gene finder based on a Generalized Hidden Markov Model (GHMM)								To update	https://ccb.jhu.edu/software/glimmerhmm/	Sequence Analysis	glimmer_hmm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/glimmer_hmm	https://github.com/bgruening/galaxytools/tree/master/tools/glimmer_hmm						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
goenrichment	goenrichment, goslimmer	Performs GO Enrichment analysis.	goenrichment	goenrichment		GOEnrichment	GOEnrichment is a tool for performing GO enrichment analysis of gene sets, such as those obtained from RNA-seq or Microarray experiments, to help characterize them at the functional level. It is available in Galaxy Europe and as a stand-alone tool.GOEnrichment is flexible in that it allows the user to use any version of the Gene Ontology and any GO annotation file they desire. To enable the use of GO slims, it is accompanied by a sister tool GOSlimmer, which can convert annotation files from full GO to any specified GO slim.The tool features an optional graph clustering algorithm to reduce the redundancy in the set of enriched GO terms and simplify its output.It was developed by the BioData.pt / ELIXIR-PT team at the Instituto Gulbenkian de Ciência.	Gene-set enrichment analysis	Transcriptomics	Up-to-date	https://github.com/DanFaria/GOEnrichment	Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/goenrichment	https://github.com/galaxyproject/tools-iuc/tree/main/tools/goenrichment	2.0.1	goenrichment	2.0.1	Gene-set enrichment analysis	Transcriptomics	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	408	5484	True	False	True
goseq	goseq	goseq does selection-unbiased testing for category enrichment amongst differentially expressed (DE) genes for RNA-seq data	goseq	goseq		GOseq	Detect Gene Ontology and/or other user defined categories which are over/under represented in RNA-seq data.	Gene functional annotation	RNA-Seq	To update	https://bioconductor.org/packages/release/bioc/html/goseq.html	Statistics, RNA, Micro-array Analysis	goseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/goseq	https://github.com/galaxyproject/tools-iuc/tree/main/tools/goseq	1.50.0	bioconductor-goseq	1.54.0	Gene functional annotation	RNA-Seq	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1210	19167	True	False	True
graphlan	graphlan, graphlan_annotate	GraPhlAn is a software tool for producing high-quality circular representations of taxonomic and phylogenetic trees	graphlan	graphlan		GraPhlAn	GraPhlAn is a software tool for producing high-quality circular representations of taxonomic and phylogenetic trees. GraPhlAn focuses on concise, integrative, informative, and publication-ready representations of phylogenetically- and taxonomically-driven investigation.	Phylogenetic inference, Phylogenetic tree visualisation, Phylogenetic tree editing, Taxonomic classification	Metagenomics, Phylogenetics, Phylogenomics, Cladistics	To update	https://github.com/biobakery/graphlan	Metagenomics, Graphics, Phylogenetics	graphlan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/humann2/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/graphlan		graphlan	1.1.3	Phylogenetic inference, Phylogenetic tree visualisation, Phylogenetic tree editing, Taxonomic classification	Metagenomics, Phylogenetics, Phylogenomics, Cladistics	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	432	9277	True	False	True
graphmap	graphmap_align, graphmap_overlap	Mapper for long, error-prone reads.	graphmap	graphmap		graphmap	Splice-aware RNA-seq mapper for long reads | GraphMap - A highly sensitive and accurate mapper for long, error-prone reads http://www.nature.com/ncomms/2016/160415/ncomms11307/full/ncomms11307.html https://www.biorxiv.org/content/10.1101/720458v1	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	To update	https://github.com/isovic/graphmap/	Assembly	graphmap	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	0.5.2	graphmap	0.6.3	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	136	6651	True	False	True
gtdbtk	gtdbtk_classify_wf	GTDB-Tk is a software tool kit for assigning objective taxonomic classifications to bacterial and archaeal genomesbased on the Genome Database Taxonomy GTDB. It is designed to work with recent advances that allow hundreds orthousands of metagenome-assembled genomes (MAGs) to be obtained directly from environmental samples. It can alsobe applied to isolate and single-cell genomes. 	GTDB-Tk	GTDB-Tk		GTDB-Tk	a toolkit to classify genomes with the Genome Taxonomy Database.GTDB-Tk: a toolkit for assigning objective taxonomic classifications to bacterial and archaeal genomes.GTDB-Tk is a software toolkit for assigning objective taxonomic classifications to bacterial and archaeal genomes based on the Genome Database Taxonomy GTDB. It is designed to work with recent advances that allow hundreds or thousands of metagenome-assembled genomes (MAGs) to be obtained directly from environmental samples. It can also be applied to isolate and single-cell genomes. The GTDB-Tk is open source and released under the GNU General Public License (Version 3).	Genome alignment, Taxonomic classification, Sequence assembly, Query and retrieval	Metagenomics, Taxonomy, Phylogenetics, Database management, Proteins	To update	https://github.com/Ecogenomics/GTDBTk	Metagenomics	gtdbtk	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gtdbtk	https://github.com/galaxyproject/tools-iuc/tree/main/tools/gtdbtk	2.3.2	gtdbtk	2.4.0	Genome alignment, Taxonomic classification, Sequence assembly, Query and retrieval	Metagenomics, Taxonomy, Phylogenetics, Database management, Proteins	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
gubbins	gubbins	Gubbins - bacterial recombination detection	gubbins	gubbins		Gubbins	Gubbins is a tool for rapid phylogenetic analysis of large samples of recombinant bacterial whole genome sequences.	Genotyping, Phylogenetic inference, Ancestral reconstruction	Phylogeny, Genotype and phenotype, Whole genome sequencing	To update		Sequence Analysis	gubbins	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/gubbins	https://github.com/galaxyproject/tools-iuc/tree/main/tools/gubbins	3.2.1	gubbins	3.3.5	Genotyping, Phylogenetic inference, Ancestral reconstruction	Phylogeny, Genotype and phenotype, Whole genome sequencing	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	145	3340	True	False	True
hamronization	hamronize_summarize, hamronize_tool	Convert AMR gene detection tool output to hAMRonization specification format.	hamronization	hamronization		hAMRonization	Parse multiple Antimicrobial Resistance Analysis Reports into a common data structure	Data handling, Antimicrobial resistance prediction, Parsing	Public health and epidemiology, Microbiology, Bioinformatics	Up-to-date	https://github.com/pha4ge/hAMRonization	Sequence Analysis	hamronization	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hamronization	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hamronization	1.1.4	hamronization	1.1.4	Antimicrobial resistance prediction, Parsing	Public health and epidemiology, Microbiology, Bioinformatics	0	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	117	4459	True	False	True
hansel	bio_hansel	Heidelberg and Enteritidis SNP Elucidation	Biohansel	Biohansel		BioHansel	BioHansel is a tool for performing high-resolution genotyping of bacterial isolates by identifying phylogenetically informative single nucleotide polymorphisms (SNPs), also known as canonical SNPs, in whole genome sequencing (WGS) data. The application uses a fast k-mer matching algorithm to map pathogen WGS data to canonical SNPs contained in hierarchically structured schemas and assigns genotypes based on the detected SNP profile.	Genotyping, SNP detection, Genome assembly	Whole genome sequencing, DNA polymorphism, Genotype and phenotype, Infectious disease, Agricultural science	Up-to-date	https://github.com/phac-nml/bio_hansel	Sequence Analysis	bio_hansel	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hansel	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hansel	2.6.1	bio_hansel	2.6.1	Genotyping, SNP detection, Genome assembly	Whole genome sequencing, DNA polymorphism, Genotype and phenotype, Infectious disease, Agricultural science	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	339	True	False	True
hifiasm_meta	hifiasm_meta	A hifiasm fork for metagenome assembly using Hifi reads.	hifiasm-meta	hifiasm-meta		Hifiasm-meta	Hifiasm_meta - de novo metagenome assembler, based on hifiasm, a haplotype-resolved de novo assembler for PacBio Hifi reads.	Sequence assembly	Sequence assembly, Metagenomics	To update	https://github.com/xfengnefx/hifiasm-meta	Metagenomics	hifiasm_meta	galaxy-australia	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hifiasm_meta	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hifiasm_meta	0.3.1	hifiasm_meta	hamtv0.3.1	Sequence assembly	Sequence assembly, Metagenomics	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	137	True	False	True
hivtrace	hivtrace	An application that identifies potential transmission clusters within a supplied FASTA file with an option to find potential links against the Los Alamos HIV Sequence Database.								To update		Sequence Analysis	hivtrace	nml	https://github.com/phac-nml/galaxy_tools/tree/tools/hivtrace	https://github.com/phac-nml/galaxy_tools/tree/master/tools/hivtrace	1.0.1	hivtrace	1.5.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	True
hmmer3	hmmer_alimask, hmmer_hmmalign, hmmer_hmmbuild, hmmer_hmmconvert, hmmer_hmmemit, hmmer_hmmfetch, hmmer_hmmscan, hmmer_hmmsearch, hmmer_jackhmmer, hmmer_nhmmer, hmmer_nhmmscan, hmmer_phmmer	HMMER is used for searching sequence databases for homologs of proteinsequences, and for making protein sequence alignments. It implementsmethods using probabilistic models called profile hidden Markov models(profile HMMs).	hmmer3	hmmer3		HMMER3	This tool is used for searching sequence databases for homologs of protein sequences, and for making protein sequence alignments. It implements methods using probabilistic models called profile hidden Markov models. The new HMMER3 project, HMMER is now as fast as BLAST for protein search.	Formatting, Multiple sequence alignment, Sequence profile generation, Format validation, Conversion, Sequence generation, Data retrieval, Statistical calculation, Database search, Formatting, Database search, Database search, Probabilistic sequence generation, Statistical calculation, Statistical calculation, Sequence database search, Formatting, Sequence database search, Database search, Sequence database search	Sequence analysis, Sequence sites, features and motifs, Gene and protein families	Up-to-date	http://hmmer.org/	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hmmer3	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hmmer3	3.4	hmmer	3.4	Formatting, Multiple sequence alignment, Sequence profile generation, Format validation, Conversion, Data retrieval, Statistical calculation, Formatting, Probabilistic sequence generation, Statistical calculation, Statistical calculation, Sequence database search, Formatting, Sequence database search, Sequence database search	Sequence analysis, Sequence sites, features and motifs, Gene and protein families	0	12	12	12	0	12	12	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	439	33702	True	False	True
humann	humann, humann_associate, humann_barplot, humann_join_tables, humann_reduce_table, humann_regroup_table, humann_rename_table, humann_renorm_table, humann_rna_dna_norm, humann_split_stratified_table, humann_split_table, humann_strain_profiler, humann_unpack_pathways	HUMAnN for functionally profiling metagenomes and metatranscriptomes at species-level resolution	humann	humann		humann	HUMAnN is a pipeline for efficiently and accurately profiling the presence/absence and abundance of microbial pathways in a community from metagenomic or metatranscriptomic sequencing data (typically millions of short DNA/RNA reads). This process, referred to as functional profiling, aims to describe the metabolic potential of a microbial community and its members. More generally, functional profiling answers the question “What are the microbes in my community-of-interest doing (or are capable of doing)?”	Species frequency estimation, Taxonomic classification, Phylogenetic analysis	Metagenomics, Phylogenomics	To update	http://huttenhower.sph.harvard.edu/humann	Metagenomics	humann	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/humann	https://github.com/galaxyproject/tools-iuc/tree/main/tools/humann	3.8	humann	3.9	Species frequency estimation, Taxonomic classification, Phylogenetic analysis	Metagenomics, Phylogenomics	6	12	13	13	6	12	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	1045	19521	True	False	True
hyphy	hyphy_absrel, hyphy_annotate, hyphy_bgm, hyphy_busted, hyphy_cfel, hyphy_conv, hyphy_fade, hyphy_fel, hyphy_fubar, hyphy_gard, hyphy_meme, hyphy_prime, hyphy_relax, hyphy_slac, hyphy_sm19, hyphy_strike_ambigs, hyphy_summary	Hypothesis Testing using Phylogenies	HyPhy	HyPhy		HyPhy	Software package for the analysis of genetic sequences using techniques in phylogenetics, molecular evolution, and machine learning.	Statistical calculation	Phylogeny, Small molecules, Molecular interactions, pathways and networks	To update	http://www.hyphy.org	Phylogenetics		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hyphy/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hyphy	2.5.47	hyphy	2.5.62	Statistical calculation	Phylogeny, Small molecules, Molecular interactions, pathways and networks	17	2	17	2	17	2	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	12	161	10370	True	False	True
