Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	Genome visualisation, Sequence composition calculation, Variant calling, Global alignment, Sequence alignment, Taxonomic classification, Sequence alignment analysis, Antimicrobial resistance prediction, Sequence analysis, Sequence contamination filtering, Sequencing quality control, Local alignment, Phylogenetic tree generation, Statistical calculation, Phylogenetic tree visualisation, Validation	2020-07-25	2024-07-26	30	True	False	False	True	__FLATTEN__, jvarkit_wgscoverageplotter, bcftools_consensus, mosdepth, qualimap_bamqc, EMBOSS:%20seqret84, tb_profiler_profile, kraken2, tp_sed_tool, fastp, upload1, fastqc, jbrowse, tp_awk_tool, multiqc, samtools_stats, tbvcfreport, tb_variant_filter, snippy, EMBOSS: seqret84			0		5578	8914	2.95	1340
Evolution	Identifying tuberculosis transmission links: from SNPs to transmission clusters	https://training.galaxyproject.org//topics/evolution/tutorials/mtb_transmission/tutorial.html	Genomics, Microbiology, Infectious disease, DNA polymorphism	Antimicrobial resistance prediction, Variant calling, Phylogenetic tree generation, Phylogenetic tree visualisation	2022-03-16	2024-07-12	12	True	False	False	True	collapse_dataset, __MERGE_COLLECTION__, samtools_view, snp_sites, tp_sed_tool, addName, tp_easyjoin_tool, tp_cat, bcftools_consensus, tb_variant_filter, snippy, trimmomatic, tp_grep_tool, upload1, tp_replace_in_line, snp_dists, Grep1, tb_profiler_profile	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org (Main)	0		1506	2380	3.183333333333333	0
Evolution	Tree thinking for tuberculosis evolution and epidemiology	https://training.galaxyproject.org//topics/evolution/tutorials/mtb_phylogeny/tutorial.html	Genomics, Microbiology, Phylogeny, Infectious disease	Phylogenetic tree analysis, Sequence analysis	2022-03-16	2024-03-12	11	True	False	False	True	upload1, raxml, interactive_tool_rstudio	UseGalaxy.eu	UseGalaxy.fr, UseGalaxy.org (Main)	0		1289	1962	2.1666666666666665	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Sequence contamination filtering, Sequence composition calculation, Sequencing quality control, Visualisation, Taxonomic classification, Statistical calculation, Validation	2020-11-24	2024-07-31	5	True	False	False	True	datamash_reverse, multiqc, porechop, fastp, fastqc, tp_replace_in_line, taxonomy_krona_chart, kraken2, Remove beginning1	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	GalaxyTrakr, UseGalaxy.cz	0		2244	3187	2.85	0
Proteomics	metaQuantome 2: Function	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-function/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics	Functional clustering, Principal component visualisation, Visualisation, Quantification, Differential protein expression analysis, Indexing, Filtering, Query and retrieval, Heat map generation, Statistical inference	2020-10-29	2024-03-15	14	True	False	False	True	metaquantome_filter, metaquantome_db, metaquantome_viz, metaquantome_stat, metaquantome_sample, metaquantome_expand	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		346	502	3.8	0
Proteomics	Metaproteomics tutorial	https://training.galaxyproject.org//topics/proteomics/tutorials/metaproteomics/tutorial.html	Proteomics, Proteogenomics, Biodiversity, Taxonomy	Prediction and recognition, Visualisation	2017-06-28	2024-06-14	41	True	False	False	True	unipept, query_tabular, sqlite_to_tabular, peptide_shaker, search_gui	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz	0		2239	3728	2.6333333333333333	751
Proteomics	metaQuantome 1: Data creation	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-data-creation/tutorial.html	Proteomics, Proteogenomics, Biodiversity, Taxonomy	Label-free quantification, Prediction and recognition, Visualisation, Formatting, Filtering	2020-10-16	2024-03-14	20	True	False	False	True	unipept, query_tabular, Filter1, search_gui, peptide_shaker, regex1, flashlfq, tp_replace_in_line, tp_replace_in_column, Cut1, msconvert, Grep1, Remove beginning1	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		769	1339	3.816666666666667	0
Proteomics	metaQuantome 3: Taxonomy	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-taxonomy/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics, Taxonomy	Functional clustering, Principal component visualisation, Visualisation, Quantification, Differential protein expression analysis, Indexing, Filtering, Query and retrieval, Heat map generation, Statistical inference	2020-10-29	2024-03-15	14	True	False	False	True	metaquantome_filter, metaquantome_db, metaquantome_viz, metaquantome_stat, metaquantome_sample, metaquantome_expand	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		371	502	2.6333333333333333	0
Sequence analysis	Quality and contamination control in bacterial isolate using Illumina MiSeq Data	https://training.galaxyproject.org//topics/sequence-analysis/tutorials/quality-contamination-control/tutorial.html	Whole genome sequencing, Genomics, Microbiology, Microbial ecology	Sequence contamination filtering, Sequence composition calculation, Cross-assembly, Sequencing quality control, Expression analysis, Taxonomic classification, Statistical calculation	2024-07-15	2024-07-15	1	True	False	False	True	recentrifuge, fastp, upload1, fastqc, est_abundance, kraken2	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, GalaxyTrakr, UseGalaxy.cz, UseGalaxy.org (Main)	0		43	55	5.566666666666666	0
Variant Analysis	Calling variants in non-diploid systems	https://training.galaxyproject.org//topics/variant-analysis/tutorials/non-dip/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Variant calling, Sequence composition calculation, Genome indexing, Data handling, Sequence alignment, Read mapping, Generation, Sequencing quality control, Sequence alignment analysis, Formatting, Statistical calculation	2017-02-16	2024-03-15	23	True	False	False	True	bwa_mem, freebayes, vcffilter2, bamFilter, bamleftalign, vcf2tsv, fastqc, picard_MergeSamFiles, Cut1, picard_MarkDuplicates	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.org.au	0		7000	13385	2.05	0
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	Genome visualisation, Sequence composition calculation, Variant calling, Global alignment, Sequence alignment, Taxonomic classification, Sequence alignment analysis, Antimicrobial resistance prediction, Sequence analysis, Sequence contamination filtering, Sequencing quality control, Local alignment, Phylogenetic tree generation, Statistical calculation, Phylogenetic tree visualisation, Validation	2020-07-25	2024-07-26	30	True	False	False	True	__FLATTEN__, jvarkit_wgscoverageplotter, bcftools_consensus, mosdepth, qualimap_bamqc, EMBOSS:%20seqret84, tb_profiler_profile, kraken2, tp_sed_tool, fastp, upload1, fastqc, jbrowse, tp_awk_tool, multiqc, samtools_stats, tbvcfreport, tb_variant_filter, snippy, EMBOSS: seqret84			0		5578	8914	2.95	1340
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Genome visualisation, Variant calling, Phylogenetic tree generation, Phylogenetic tree visualisation	2018-02-26	2024-03-15	23	True	False	False	True	snippy, jbrowse	UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		12069	20206	2.0	0
