Suite ID	Suite owner	Description	To keep	Deprecated
hisat	devteam	HISAT is a fast and sensitive spliced alignment program.	False	False
hisat2	iuc	HISAT2 is a fast and sensitive spliced alignment program.	False	False
hivtrace	nml	An application that identifies potential transmission clusters within a supplied FASTA file with an option to find potential links against the Los Alamos HIV Sequence Database.	True	False
hmmer3	iuc	HMMER is used for searching sequence databases for homologs of proteinsequences, and for making protein sequence alignments. It implementsmethods using probabilistic models called profile hidden Markov models(profile HMMs).	True	False
homer	bgruening	Software for motif discovery and next generation sequencing analysis.	False	False
htseq_clip	rnateam	htseq-clip is a toolset for the analysis of eCLIP/iCLIP datasets	False	False
htseq_count	lparsons	Count aligned reads (SAM/BAM) that overlap genomic features (GFF)	False	False
humann	iuc	HUMAnN for functionally profiling metagenomes and metatranscriptomes at species-level resolution	True	False
hybpiper	iuc	Analyse targeted sequence capture data	False	False
hyphy	iuc	Hypothesis Testing using Phylogenies	True	False
hypo	iuc	Super Fast & Accurate Polisher for Long Read Genome Assemblies	True	False
icescreen	iuc	identification of ICEs and IMEs in Bacillota genomes.	True	False
idba	iuc	Wrappers for the idba assembler variants.	True	False
idconvert	galaxyp	Convert mass spectrometry identification files on linux or MacOSX	False	False
idr	iuc	Galaxy wrappers for the IDR package from Nathan Boleu	False	False
iedb_api	iuc	Get epitope binding predictions from IEDB-API	False	False
illumina_methylation_analyser	bgruening	Methylation analyzer for Illumina 450k DNA emthylation microarrays	False	False
indels_3way	devteam	Fetch Indels from 3-way alignments	False	False
infernal	bgruening	"Infernal (""INFERence of RNA ALignment"") is for searching DNA sequence databases for RNA structure and sequence similarities."	True	False
inforna	rnateam	INFO-RNA is a service for the design of RNA sequences that fold into a given pseudo-knot free RNA secondary structure.	False	False
instagraal	bgruening	Large genome reassembly based on Hi-C data	False	False
instrain	iuc	InStrain is a tool for analysis of co-occurring genome populations from metagenomes	True	False
intarna	rnateam	Efficient RNA-RNA interaction prediction incorporating accessibility and seeding of interaction sites.	False	False
integronfinder	iuc	"""IntegronFinder identify integrons with high accuracy and sensitivity.It searches for attC sites using covariance models, for integron-integrases using HMM profiles, and for other features (promoters, attI site) using pattern matching"""	True	False
interpolation	ecology	Run IDW interpolation based on a .csv and .geojson file	False	False
interproscan	bgruening	Interproscan queries the interpro database and provides annotations.	True	False
iphop	ufz	Integrated Phage Host Prediction	True	False
iprscan5	bgruening	Interproscan queries the interpro database and provides annotations.	True	False
iqtree	iuc	Efficient phylogenomic software by maximum likelihood	True	False
irma	iuc	Iterative Refinement Meta-Assembler (IRMA) is a tool to construct assembly of highly variable RNA viruses.	True	False
isoformswitchanalyzer	iuc	Statistical identification of isoform switching from RNA-seq derived quantification of novel and/or annotated full-length isoforms.	False	False
isoplot	workflow4metabolomics	Isoplot is a software for the visualisation of MS data from C13 labelling experiments	False	False
itsx	bgruening	ITSx is an open source software utility to extract the highly variable ITS1 and ITS2 subregions from ITS sequences.	True	False
ivar	iuc	iVar is a computational package that contains functions broadly useful for viral amplicon-based sequencing	True	False
jbrowse	iuc	JBrowse Genome Browser integrated as a Galaxy Tool	True	False
jbrowse2	fubar	JBrowse2 Genome Browser integrated as a Galaxy Tool	True	False
jcvi_gff_stats	iuc	Compute statistics from a genome annotation in GFF3 format (using JCVI Python utilities)	False	False
jellyfish	iuc	Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA	True	False
kaiju	iuc	taxonomic classification of high-throughput sequencing reads	True	False
kaptive	nml	Kaptive reports information about capsular (K) loci found in genome assemblies.	False	False
kat_filter	nml	Filtering kmers or reads from a database of kmers hashes	True	False
kc_align	iuc	Kc-Align custom tool	False	False
khmer	iuc	In-memory nucleotide sequence k-mer counting, filtering, graph traversal and more	True	False
kinwalker	rnateam	Kinwalker splits the folding process into a series of events where each event can either be a folding event or a transcription event.	False	False
kleborate	iuc	Screen genome assemblies of Klebsiella pneumoniae and the Klebsiella pneumoniae species complex (KpSC)	True	False
kmer2stats	iuc	A tool for creating data files for statistics based on kmers	True	False
kofamscan	iuc	Gene function annotation tool based on KEGG Orthology and hidden Markov model	True	False
kraken	devteam	Kraken is a system for assigning taxonomic labels to short DNAsequences, usually obtained through metagenomic studies. Previous attempts by otherbioinformatics software to accomplish this task have often used sequence alignmentor machine learning techniques that were quite slow, leading to the developmentof less sensitive but much faster abundance estimation programs. Kraken aims toachieve high sensitivity and high speed by utilizing exact alignments of k-mersand a novel classification algorithm.	True	False
kraken2	iuc	Kraken2 for taxonomic designation.	True	False
kraken2tax	devteam	Convert Kraken output to Galaxy taxonomy data.	True	False
kraken_biom	iuc	Create BIOM-format tables (http://biom-format.org) from Kraken output (http://ccb.jhu.edu/software/kraken/)	True	False
kraken_taxonomy_report	iuc	Kraken taxonomy report	True	False
krakentools	iuc	KrakenTools is a suite of scripts to be used alongside the Kraken	True	False
krocus	iuc	Predict MLST directly from uncorrected long reads	True	False
labels	bgruening	remaps and annotates alignments	False	False
last	iuc	LAST finds similar regions between sequences.	False	False
lca_wrapper	devteam	Find lowest diagnostic rank	True	False
legsta	iuc	Performs in silico Legionella pneumophila sequence based typing.	True	False
length_and_gc_content	iuc	Gets gene length and gc content from a fasta and a GTF file	False	False
lfq_protein_quant	galaxyp	Enable protein summarisation and quantitation	False	False
lighter	bgruening	Lighter is a kmer-based error correction method for whole genome sequencing data	True	False
limma_voom	iuc	Perform RNA-Seq differential expression analysis using limma voom pipeline	True	False
lineagespot	iuc	Identification of SARS-CoV-2 related metagenomic mutations based on a single (or a list of) variant(s) file(s)	True	False
links	iuc	Scaffold genome assemblies with long reads.	False	False
locarna	rnateam	LocARNA - A suite for multiple alignment and folding of RNAs	False	False
logistic_regression_vif	devteam	Perform Logistic Regression with vif	False	False
logol	genouest	Logol is a pattern matching grammar language and a set of tools to search a pattern in a sequence	True	False
longorf	mbernt	obtain longest ORF in six-frame translations	True	False
lorikeet_spoligotype	iuc	Tools for M. tuberculosis DNA fingerprinting (spoligotyping)	True	False
lotus2	earlhaminst	LotuS2 OTU processing pipeline	True	False
m6anet	iuc	m6anet to detect m6A RNA modifications from nanopore data	True	False
maaslin2	iuc	MaAsLin2 is comprehensive R package for efficiently determining multivariable association between microbial meta'omic features and clinical metadata.	True	False
macs2	iuc	MACS - Model-based Analysis of ChIP-Seq	False	False
maf_cpg_filter	devteam	Mask CpG/non-CpG sites from MAF file	False	False
mafft	rnateam	Multiple alignment program for amino acid or nucleotide sequences	True	False
make_nr	peterjc	Make a FASTA file non-redundant	True	False
maker	iuc	MAKER is a portable and easily configurable genome annotation pipeline.Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases.	True	False
map_peptides_to_bed	galaxyp	Map peptides to a reference genome for display by a genome browser	False	False
maplot	iuc	Generate MA plots for visualizing data distributions using Plotly or Matplotlib.		
mapping_quality_stats	artbio	Collects and shows the distribution of MAPQ values in a BAM alignment file	False	False
mapping_to_ucsc	devteam	Format mapping data as UCSC custom track	False	False
mapseq	iuc	fast and accurate sequence read classification tool designed to assign taxonomy and OTU classifications to ribosomal RNA sequences.	True	False
marine_omics	ecology	The Sanntis tool identify biosynthetic gene clusters (BGCs) in genomic & metagenomic data	True	False
mash	iuc	Fast genome and metagenome distance estimation using MinHash	True	False
mashmap	iuc	Fast local alignment boundaries	False	False
masigpro	iuc	Identify significantly differential expression profiles in time-course microarray experiments	False	False
mauve_contig_mover	nml	Order a draft genome relative to a related reference genome	False	False
maxbin2	mbernt	clusters metagenomic contigs into bins	True	False
maxquant	galaxyp	wrapper for MaxQuant	True	False
mcl	iuc	The Markov Cluster Algorithm, a cluster algorithm for graphs	True	False
mea	rnateam	Maximum expected accuracy prediction	False	False
mean_per_zone	climate	Creates a png image showing statistic over areas as defined in the vector file	False	False
medaka	iuc	Sequence correction provided by ONT Research	True	False
medenv	ecology	Retrieve environmental data from etopo, cmems and woa	False	False
megahit	iuc	An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	True	False
megahit_contig2fastg	iuc	A subprogram within the Megahit toolkit for converting contigs to assembly graphs (fastg)	True	False
megan	iuc	MEGAN Community Edition - Interactive exploration and analysis of large-scale microbiome sequencing data.  MEGAN is a tool for studying the taxonomic content of a set of DNA reads, typically collected in a metagenomics project.In a preprocessing step, a sequence alignment of all reads against a suitable database of reference DNA or proteinsequences must be performed to produce an input file for the program. MEGAN is suitable for DNA reads (metagenomedata), RNA reads (metatranscriptome data), peptide sequences (metaproteomics data) and, using a suitable synonymsfile that maps SILVA ids to taxon ids, for 16S rRNA data (amplicon sequencing).	True	False
meningotype	iuc	Assign sequence type to N. meningitidis genome assemblies	True	False
merqury	iuc	Merqury is a tool for evaluating genomes assemblies based of k-mer operations.	True	False
merquryfk	iuc	FastK based version of Merqury	False	False
meryl	iuc	Meryl a k-mer counter.	True	False
meta_proteome_analyzer	galaxyp	MetaProteomeAnalyzer	False	False
metabat2	iuc	MetaBAT2 (Metagenome Binning based on Abundance and Tetranucleotide frequency) is an automated metagenome binningsoftware that integrates empirical probabilistic distances of genome abundance and tetranucleotide frequency.	True	False
metabuli	iuc	Classifying metagenomes by jointly analysing both DNA and amino acid (AA) sequences	True	False
metaeuk	iuc	MetaEuk is a modular toolkit designed for large-scale gene discovery andannotation in eukaryotic metagenomic contigs. Metaeuk combines the fast andsensitive homology search capabilities of MMseqs2 with a dynamic programmingprocedure to recover optimal exons sets. It reduces redundancies in multiplediscoveries of the same gene and resolves conflicting gene predictions onthe same strand. 	True	False
metagene_annotator	galaxyp	MetaGeneAnnotator gene-finding program for prokaryote and phage	True	False
metagenomeseq_normalization	iuc	metagenomeSeq Normalization	True	False
metanovo	galaxyp	Produce targeted databases for mass spectrometry analysis.	True	False
metaphlan	iuc	MetaPhlAn for Metagenomic Phylogenetic Analysis	True	False
metaquantome	galaxyp	quantitative analysis of microbiome taxonomy and function	True	False
metawrapmg_binning	galaxy-australia	A flexible pipeline for genome-resolved metagenomic data analysis	True	False
methtools	bgruening	tools for methylation analysis	False	False
metilene	rnateam	Differential DNA methylation calling	False	False
mg_toolkit	iuc	Metagenomics toolkit enables scientists to download all of the sample metadata for a given study or sequence to a single csv file.	True	False
mgnify_seqprep	bgruening	A modifiied vesion of SeqPrep. Made for use with the MGnify pipelines.	True	False
miclip	bgruening	Identification of binding sites in CLIP-Seq data.	False	False
microsatbed	iuc	Select microsatellites for a bed file	False	False
microsatellite_birthdeath	devteam	Identify microsatellite births and deaths	False	False
microsats_alignment_level	devteam	Extract Orthologous Microsatellites from pair-wise alignments	False	False
microsats_mutability	devteam	Estimate microsatellite mutability by specified attributes	False	False
migmap	iuc	mapper for full-length T- and B-cell repertoire sequencing	False	False
minced	bgruening	MinCED - Mining CRISPRs in Environmental Datasets	False	False
minia	iuc	Short-read assembler based on a de Bruijn graph	True	False
miniasm	iuc	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)	True	False
minipolish	bgruening	Polishing miniasm assemblies	True	False
miniprot	iuc	Align a protein sequence against a genome with affine gap penalty, splicing and frameshift.	True	False
miranda	earlhaminst	Finds potential target sites for miRNAs in genomic sequences	False	False
mircounts	artbio	Generates miRNA count lists from read alignments to mirBase.	False	False
mirmachine	iuc	Tool to detect miRNA in genome sequences	False	False
mirnature	iuc	Computational detection of canonical microRNAs	False	False
mitobim	iuc	assemble mitochondrial genomes	False	False
mitohifi	bgruening	Assembly mitogenomes from Pacbio HiFi read.	False	False
mitos	iuc	de-novo annotation of metazoan mitochondrial genomes	True	False
mlst	iuc	Scan contig files against PubMLST typing schemes	True	False
mmseqs2	iuc	MMseqs2 is an ultra fast and sensitive sequence search and clustering suite	True	False
mmuphin	iuc	MMUPHin is an R package implementing meta-analysis methods for microbial community profiles	True	False
mob_suite	nml	MOB-suite is a set of software tools for clustering, reconstruction and typing of plasmids from draft assemblies	True	False
morpheus	galaxyp	Morpheus MS Search Application	False	False
mothur	iuc	Mothur wrappers	True	False
motus	bgruening	Tool for profiling the abundance of microbial taxa.	True	False
mqc	rnateam	Ribosome profiling mapping quality control tool	False	False
mqppep	galaxyp	MaxQuant Phosphoproteomic Enrichment Pipeline - Preprocessing and ANOVA	False	False
mrbayes	nml	A program for the Bayesian estimation of phylogeny.	True	False
msconvert	galaxyp	msconvert Convert and/or filter mass spectrometry files (including vendor formats) using the official Docker container	True	False
msgfplus	galaxyp	MSGF+	False	False
msms_extractor	galaxyp	Extract MS/MS scans from the mzML file(s) based on PSM report.	False	False
msstatstmt	galaxyp	MSstats tool for analyzing mass spectrometry proteomic datasets	True	False
msstatstmt	galaxyp	MSstatsTMT protein significance analysis in shotgun mass spectrometry-based proteomic experiments with tandem mass tag (TMT) labeling	True	False
mt2mq	galaxyp	Tool to prepare metatranscriptomic outputs from ASaiM for Metaquantome	False	False
multigsea	iuc	GSEA-based pathway enrichment analysis for multi-omics data	True	False
multiqc	iuc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	True	False
multispecies_orthologous_microsats	devteam	Extract orthologous microsatellites	False	False
mummer	peterjc	Draw dotplots using mummer, mucmer, or promer with mummerplot	False	False
mummer4	iuc	Mummer4 Tools	False	False
muon	iuc	muon is a Python framework for multimodal omics analysis	False	False
mykrobe	iuc	Antibiotic resistance predictions	True	False
mykrobe_parser	nml	RScript to parse the results of mykrobe predictor.	True	False
mz_to_sqlite	galaxyp	Creates a SQLite database for proteomics data	True	False
mzml_validator	recetox	mzML Validator checks if mzML file validates against XML Schema Definition of HUPO Proteomics Standard Initiative.	False	False
naltorfs	iuc	nAlt-ORFs: Nested Alternate Open Reading Frames (nAltORFs)	False	False
nanocompore	iuc	Nanocompore compares 2 ONT nanopore direct RNA sequencing datasets from different experimental conditions expected to have a significant impact on RNA modifications. It is recommended to have at least 2 replicates per condition. For example one can use a control condition with a significantly reduced number of modifications such as a cell line for which a modification writing enzyme was knocked-down or knocked-out. Alternatively, on a smaller scale transcripts of interests could be synthesized in-vitro.	True	False
nanoplot	iuc	Plotting tool for long read sequencing data and alignments	True	False
nanopolishcomp	iuc	NanopolishComp contains 2 modules. Eventalign_collapse collapses the raw file generated by nanopolish eventalign by kmers rather than by event. Freq_meth_calculate methylation frequency at genomic CpG sites from the output of nanopolish call-methylation.	True	False
nastiseq	rnateam	A method to identify cis-NATs using ssRNA-seq	False	False
ncbi_blast_plus	devteam	NCBI BLAST+	True	False
ncbi_egapx	richard-burhans	Eukaryotic Genome Annotation Pipeline - External (EGAPx)	True	False
ncbi_fcs_adaptor	richard-burhans	FCS-adaptor detects adaptor and vector contamination in genome sequences.	False	False
ncbi_fcs_gx	iuc	FCS-GX detects contamination from foreign organisms in genome sequences using the genome cross-species aligner (GX).	True	False
necat	iuc	Error correction and de-novo assembly for ONT Nanopore reads	False	False
newick_utils	iuc	Perform operations on Newick trees	True	False
nextclade	iuc	Identify differences between your sequences and a reference sequence used by Nextstrain	True	False
nextdenovo	bgruening	String graph-based de novo assembler for long reads	True	False
nlstradamus	peterjc	Find nuclear localization signals (NLSs) in protein sequences	False	False
nonpareil	iuc	Estimate average coverage in metagenomic datasets	True	False
novoplasty	iuc	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.	False	False
nucleosome_prediction	bgruening	Prediction of Nucleosomes Positions on the Genome	True	False
nugen_nudup	iuc	Marks/removes PCR introduced duplicate molecules based on the molecular tagging technology used in NuGEN products.	True	False
oases	artbio	Short read assembler	False	False
obisindicators	ecology	Compute biodiveristy indicators for marine data from obis	False	False
obitools	iuc	OBITools is a set of programs developed to simplify the manipulation of sequence files	True	False
ocean	ecology	Access, process, and visualise oceanographic data for the Earth System	False	False
ocean_data_view_manager	ecology	The tool merges various datasets with a common vocabulary and creates a single generic ODV spreadsheet in an automatic way.	False	False
ocean_neural_network	ecology	Robust Estimation of Open Ocean CO2 Variables and Nutrient Concentrations From T, S, and O2 Data Using Bayesian Neural Networks	False	False
odgi	iuc	Representing large genomic variation graphs with minimal memory overhead requires a careful encoding of the graph entities. odgi follows the dynamic GBWT in developing a byte-packed version of the graph and paths through it.	False	False
ogcProcess_otb_bandmath	ecology	Outputs a monoband image which is the result of a mathematical operation on several multi-band images.	False	False
ogcProcess_otb_meanShiftSmoothing	ecology	This application smooths an image using the MeanShift algorithm.	False	False
omark	iuc	Proteome quality assessment software	True	False
ont_fast5_api	iuc	ont_fast5_api is a simple interface to HDF5 files of the Oxford Nanopore FAST5 file format.	False	False
openms	bgruening	OpenMS in version 2.1.	False	False
openms	galaxyp	OpenMS Suite for LC/MS data management and analyses	False	False
optitype	iuc	Precision HLA typing from NGS data	False	False
orfipy	iuc	Galaxy wrapper for ORFIPY	True	False
orthofinder	iuc	Accurate inference of orthologous gene groups made easy	True	False
pacu	iuc	PACU is a workflow for whole genome sequencing based phylogeny of Illumina and ONT R9/R10 data.	True	False
pairtools	iuc	Flexible tools for Hi-C data processing	False	False
pampa	ecology	Tools to compute and analyse biodiversity metrics	True	False
panaroo	galaxy-australia	A Bacterial Pangenome Analysis Pipeline	True	False
pangolin	nml	Phylogenetic Assignment of Named Global Outbreak LINeages	False	False
pangolin	iuc	Pangolin assigns SARS-CoV-2 genome sequences their most likely lineages under the Pango nomenclature system.	False	False
paralyzer	rnateam	A method to generate a high resolution map of interaction sites between RNA-binding proteins and their targets.	False	False
parse_mito_blast	iuc	Filtering blast out from querying assembly against mitochondrial database.	False	False
pathview	iuc	Pathview is a tool set for pathway based data integration and visualization.	False	False
patrist	nml	Extract Patristic Distance From a Tree	False	False
peakachu	rnateam	PEAKachu is a peak-caller for CLIP- and RIP-Seq data	False	False
pep_pointer	galaxyp	PepPointer categorizes peptides by their genomic coordinates.	False	False
pepquery	galaxyp	A peptide-centric MS search engine for novel peptide identification and validation.	False	False
pepquery2	galaxyp	PepQuery2 peptide-centric MS search for peptide identification and validation	False	False
peptide_genomic_coordinate	galaxyp	Gets genomic coordinate of peptides based on the information in mzsqlite and genomic mapping sqlite files	False	False
peptideshaker	galaxyp	PeptideShaker and SearchGUI	True	False
peptimapper	genouest	Proteogenomics workflow for the expert annotation of eukaryotic genomes	False	False
pepxml_to_xls	galaxyp	Convert PepXML to Tabular	False	False
percolator	galaxyp	Percolator	False	False
pfamscan	bgruening	Search a FASTA sequence against a library of Pfam HMM.	True	False
phabox	ufz	Identify and analyze phage contigs in metagenomic data	True	False
pharokka	iuc	rapid standardised annotation tool for bacteriophage genomes and metagenomes	True	False
phyloseq	iuc	Handling and analysis of high-throughput microbiome census data	True	False
phyml	iuc	PhyML is a phylogeny software based on the maximum-likelihood principle.	True	False
picrust	iuc	PICRUSt wrappers	True	False
picrust2	iuc	PICRUSt2: Phylogenetic Investigation of Communities by Reconstruction of Unobserved States	True	False
pileometh	bgruening	A tool for processing bisulfite sequencing alignments	False	False
pipmir	rnateam	A method to identify novel plant miRNA.	False	False
piranha	rnateam	Piranha is a peak-caller for CLIP- and RIP-Seq data	False	False
plasflow	iuc	PlasFlow - Prediction of plasmid sequences in metagenomic contigs.	True	False
plasmidfinder	iuc	"""PlasmidFinder provides the detection of replicons in the WGSand assigns the plasmids under study to lineages that trace backthe information to the existing knowledge on Inc groups and suggestspossible reference plasmids for each lineage"""	True	False
plasmidspades	nml	Genome assembler for assemblying plasmid	True	False
platypus	bgruening	efficient and accurate variant-detection in high-throughput sequencing data	False	False
plotly_ml_performance_plots	bgruening	performance plots for machine learning problems	False	False
plotly_parallel_coordinates_plot	bgruening	parallel coordinates plot produced with plotly	False	False
plotly_regression_performance_plots	bgruening	performance plots for regression problems	False	False
pmd_fdr	galaxyp	Calculate Precursor Mass Discrepancy (PMD) for MS/MS	False	False
poisson2test	devteam	Poisson two-sample test	False	False
polypolish	iuc	"""Polypolish is a tool for polishing genome assemblies with short reads.Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location).This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix."""	True	False
ppanggolin	iuc	Microbial Partitioned PanGenome	True	False
predictnls	peterjc	Python reimplementation of predictNLS for Galaxy	False	False
presto	iuc	pRESTO toolkit for immune repertoire analysis.	False	False
prinseq	iuc	PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets	False	False
probecoverage	artbio	computes and plots read coverage of genomic regions by sequencing datasets	False	False
prodigal	iuc	A protein-coding gene prediction software tool for bacterial and archaeal genomes	True	False
progressivemauve	iuc	Mauve/ProgressiveMauve Multiple Sequence Aligner	False	False
prokka	crs4	Rapid annotation of prokaryotic genomes	True	False
promer	nml	Aligns two sets of contigs and reports amino acid substitutions between them	True	False
prot_scriber	iuc	Protein annotation of short human readable descriptions	False	False
protease_prediction	bgruening	This tool can learn the cleavage specificity of a given class of proteases.	False	False
protein_properties	bgruening	Calculation of various properties from given protein sequences	False	False
proteinortho	iuc	Proteinortho is a tool to detect orthologous proteins/genes within different species.	True	False
proteomics_improviser	bgruening	Visualisation of PepXML files	False	False
proteomics_moff	galaxyp	moFF (a modest Feature Finder) extracts MS1 intensities from RAW and mzML spectrum files.	False	False
proteomiqon_joinquantpepionswithproteins	galaxyp	The tool JoinQuantPepIonsWithProteins combines results from ProteinInference and PSMBasedQuantification.	False	False
proteomiqon_labeledproteinquantification	galaxyp	The tool LabeledProteinQuantification estimates protein abundances using quantified peptide ions.	False	False
proteomiqon_labelfreeproteinquantification	galaxyp	The tool LabelFreeProteinQuantification estimates protein abundances using quantified peptide ions.	False	False
proteomiqon_mzmltomzlite	galaxyp	The tool MzMLToMzLite allows to convert mzML files to mzLite files.	False	False
proteomiqon_peptidedb	galaxyp	The tool ProteomIQon PeptideDB creates a peptide database in the SQLite format.	False	False
proteomiqon_peptidespectrummatching	galaxyp	Given raw an MS run in the mzLite format, this tool iterates across all MS/MS scans, determines precursor charge states and possible peptide spectrum matches using reimplementations of SEQUEST,Andromeda and XTandem.	False	False
proteomiqon_proteininference	galaxyp	MS-based shotgun proteomics estimates protein abundances using a proxy: peptides. The process of 'Protein Inference' is concerned with the mapping of identified peptides to the proteins they putatively originated from.	False	False
proteomiqon_psmbasedquantification	galaxyp	The PSMBasedQuantification tool was designed to allow label-free quantification as well as quantification of full metabolic labeled samples.	False	False
proteomiqon_psmstatistics	galaxyp	The PSMStatistics tool utilizes semi supervised machine learning techniques to integrate search engine scores as well as the mentioned quality scores into one single consensus score.	False	False
proteore_venn_diagram	galaxyp	ProteoRE JVenn Diagram	False	False
pseudogenome	nml	Create a pseudogenome from a multiple fasta file either with a JCVI linker or custom length and characters.	False	False
psm_to_sam	galaxyp	PSM to SAM	False	False
psm_validation	galaxyp	Validate PSM from Ion Fragmentation	False	False
psy_maps	climate	Visualization of regular geographical data on a map with psyplot	False	False
ptxqc	galaxyp	Quality control reports for MaxQuant results	False	False
pureclip	iuc	PureCLIP is an HMM based peak caller specifically designed for eCLIP/iCLIP data	False	False
purge_dups	iuc	Purge haplotigs and overlaps in an assembly based on read depth	False	False
pycoqc	iuc	QC metrics for ONT Basecalling	True	False
pygenometracks	iuc	pyGenomeTracks: Standalone program and library to plot beautiful genome browser tracks.	True	False
pyprophet	galaxyp	Semi-supervised learning and scoring of OpenSWATH results.	False	False
pysradb_search	iuc	pysradb allows to retrieve metadata, such as run accession numbers, from SRA and ENA based on multiple criteria.	False	False
pyteomics	galaxyp	Tools using the pyteomics library	False	False
qiime	iuc	QIIME to perform microbial community analysis	False	False
qiime	iuc	QIIME to perform microbial community analysis	False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2	q2d2		False	False
qiime2_dbotu_q2	bgruening	q2-dbotu is a Qiime 2 plugin for performing OTU clustering	True	False
qiime_extract_viz	iuc	Extract vizualization from QIIME artifacts	False	False
qq_tools	iuc		False	False
qualimap	iuc	Qualimap 2 is a platform-independent application written in Java andR that facilitates the quality control of alignment sequencing data and itsderivatives like feature counts.	True	False
quality_filter	devteam	Filter nucleotides based on quality scores	False	False
quantp	galaxyp	Correlation between protein and transcript abundance	False	False
quantwiz_iq	galaxyp	Isobaric Quantitation using QuantWiz-IQ	False	False
quasitools	nml	A collection of tools for analysing Viral Quasispecies	False	False
quast	iuc	Quast (Quality ASsessment Tool) evaluates genome assemblies.	True	False
quickmerge	iuc	Merge long-read and hybrid assemblies to increase contiguity	True	False
quicktree	iuc	neighbour-joining phylogenetic inference	True	False
racon	bgruening	Consensus module for raw de novo DNA assembly of long uncorrected reads.	True	False
ragtag	iuc	Reference-guided scaffolding of draft genomes tool.	False	False
rapidnj	iuc	Galaxy wrapper for the RapidNJ tool	False	False
rasusa	iuc	Randomly subsample sequencing reads to a specified coverage	True	False
raven	iuc	Raven is a de novo genome assembler for long uncorrected reads.	False	False
rawtools	galaxyp	Raw Tools	False	False
raxml	iuc	RAxML - A Maximum Likelihood based phylogenetic inference	True	False
rbpbench	rnateam	Evaluate CLIP-seq and other genomic region data using a comprehensive collection of RBP binding motifs	False	False
rcas	rnateam	RCAS (RNA Centric Annotation System) for functional analysis of transcriptome-wide regions detected by high-throughput experiments	False	False
rcve	devteam	Compute RCVE	False	False
rcx_boxplot	recetox	recetox-boxplot is a tool for plotting boxplots from a tabular/csv/parquet data file.	False	False
rdeval	richard-burhans	rdeval is a General purpose, multithreaded read analysis and manipulation tool.	False	False
reactome_pathwaymatcher	galaxyp	Reactome Pathway Matcher	False	False
read_it_and_keep	iuc	Rapid decontamination of SARS-CoV-2 sequencing reads	True	False
reago	rnateam	Reago is tool to assembly 16S ribosomal RNA recovery from metagenomic data.	True	False
recentrifuge	iuc	"""With Recentrifuge, researchers can analyze results from taxonomic classifiers using interactive charts with emphasis on the confidence level of the classifications.In addition to contamination-subtracted samples.Recentrifuge provides shared and exclusive taxa per sample,thus enabling robust contamination removal and comparative analysis in environmental and clinical metagenomics."""	True	False
red	iuc	Red (REpeat Detector)	False	False
refseq_masher	nml	Find what genomes match or are contained within your sequence data using Mash_ and a Mash sketch database.	False	False
regionalgam	ecology		False	False
remurna	rnateam	remuRNA - Measurement of Single Nucleotide Polymorphism induced Changes of RNA Conformation	False	False
repeat_masker	bgruening	RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.	False	False
repeat_masker	bgruening	RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.	False	False
repeatexplorer2	gga	Tool for annotation of repeats from unassembled shotgun reads.	True	False
repeatmodeler	csbl	RepeatModeler - Model repetitive DNA	False	False
retrieve_bold	ecology	Search a list of sequences in BOLD (Barcode of Life Data System) from specified taxa list and markers	False	False
revoluzer	iuc	revoluzer wrappers	False	False
ribotaper	rnateam	A method for defining traslated ORFs using Ribosome Profiling data.	False	False
ribowaltz	iuc	Calculation of optimal P-site offsets, diagnostic analysis and visual inspection of ribosome profiling data	False	False
rnabob	rnateam	Fast pattern searching for RNA structural motifs	False	False
rnacode	rnateam	Analyze the protein coding potential in MSA	False	False
rnacommender	rnateam	RNAcommender is a tool for genome-wide recommendation of RNA-protein interactions.	False	False
rnaformer	rnateam	RNAformer: RNA secondary structure prediction	False	False
rnalien	rnateam	RNAlien unsupervized RNA family model construction	False	False
rnaquast	iuc	rnaQuast (RNA Quality Assessment Tool) evaluates genome assemblies.	False	False
