Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)	Reviewed	Deprecated	To keep
gdal	gdal_gdal_merge, gdal_gdal_translate, gdal_gdaladdo, gdal_gdalbuildvrt, gdal_gdalinfo, gdal_gdalwarp, gdal_ogr2ogr, gdal_ogrinfo	Geospatial Data Abstraction Library tools are all dedicated to manipulate raster and vector geospatial data formats.								To update	https://www.gdal.org	Ecology	gdal	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/gdal	https://github.com/galaxyecology/tools-ecology/tree/master/tools/gdal	3.0.0					0	0	8	8	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	10	1475	False		
getorganelle	get_annotated_regions_from_gb, get_organelle_from_reads	GetOrganelle - This toolkit assembles organelle genomes from genomic skimming data.	getorganelle	getorganelle		GetOrganelle	A fast and versatile toolkit for accurate de novo assembly of organelle genomes.This toolkit assemblies organelle genome from genomic skimming data.	De-novo assembly, Genome assembly, Mapping assembly, Mapping, Sequence trimming	Cell biology, Sequence assembly, Whole genome sequencing, Plant biology, Model organisms	Up-to-date	https://github.com/Kinggerm/GetOrganelle	Assembly	getorganelle	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/getorganelle	https://github.com/galaxyproject/tools-iuc/tree/main/tools/getorganelle	1.7.7.1	getorganelle	1.7.7.1	De-novo assembly, Genome assembly, Mapping assembly, Mapping, Sequence trimming	Cell biology, Sequence assembly, Whole genome sequencing, Plant biology, Model organisms	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	495	False		
goenrichment	goenrichment, goslimmer	Performs GO Enrichment analysis.	goenrichment	goenrichment		GOEnrichment	GOEnrichment is a tool for performing GO enrichment analysis of gene sets, such as those obtained from RNA-seq or Microarray experiments, to help characterize them at the functional level. It is available in Galaxy Europe and as a stand-alone tool.GOEnrichment is flexible in that it allows the user to use any version of the Gene Ontology and any GO annotation file they desire. To enable the use of GO slims, it is accompanied by a sister tool GOSlimmer, which can convert annotation files from full GO to any specified GO slim.The tool features an optional graph clustering algorithm to reduce the redundancy in the set of enriched GO terms and simplify its output.It was developed by the BioData.pt / ELIXIR-PT team at the Instituto Gulbenkian de Ciência.	Gene-set enrichment analysis	Transcriptomics	Up-to-date	https://github.com/DanFaria/GOEnrichment	Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/goenrichment	https://github.com/galaxyproject/tools-iuc/tree/main/tools/goenrichment	2.0.1	goenrichment	2.0.1	Gene-set enrichment analysis	Transcriptomics	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	408	5484	False		
graphmap	graphmap_align, graphmap_overlap	Mapper for long, error-prone reads.	graphmap	graphmap		graphmap	Splice-aware RNA-seq mapper for long reads | GraphMap - A highly sensitive and accurate mapper for long, error-prone reads http://www.nature.com/ncomms/2016/160415/ncomms11307/full/ncomms11307.html https://www.biorxiv.org/content/10.1101/720458v1	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	To update	https://github.com/isovic/graphmap/	Assembly	graphmap	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	0.5.2	graphmap	0.6.3	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	136	6651	False		
hapcut2	hapcut2	Robust and accurate haplotype assembly for diverse sequencing technologies	hapcut2	hapcut2		HapCUT2	"HapCUT2 is a maximum-likelihood-based tool for assembling haplotypes from DNA sequence reads, designed to ""just work"" with excellent speed and accuracy across a range of long- and short-read sequencing technologies.The output is in Haplotype block format described here: https://github.com/vibansal/HapCUT2/blob/master/outputformat.md"	Haplotype mapping, Variant classification		Up-to-date	https://github.com/vibansal/HapCUT2	Assembly	hapcut2	galaxy-australia	https://github.com/galaxyproject/tools-iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hapcut2	1.3.4	hapcut2	1.3.4	Haplotype mapping, Variant classification		0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
hapog	hapog	Hapo-G - Haplotype-Aware Polishing of Genomes	hapog	hapog		Hapo-G	Hapo-G is a tool that aims to improve the quality of genome assemblies by polishing the consensus with accurate reads. It capable of incorporating phasing information from high-quality reads (short or long-reads) to polish genome assemblies and in particular assemblies of diploid and heterozygous genomes.	Genome assembly, Optimisation and refinement	Sequence assembly, Genomics	Up-to-date	https://github.com/institut-de-genomique/HAPO-G	Assembly	hapog	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hapog	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hapog	1.3.8	hapog	1.3.8	Genome assembly, Optimisation and refinement	Sequence assembly, Genomics	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	295	False		
helixer	helixer	Gene calling with Deep Neural Networks	helixer	helixer		Helixer	Deep Learning to predict gene annotations	Gene prediction, Genome annotation	Sequence analysis, Gene transcripts	To update	https://github.com/weberlab-hhu/Helixer	Genome annotation	helixer	genouest	https://github.com/genouest/galaxy-tools/tree/master/tools/helixer	https://github.com/genouest/galaxy-tools/tree/master/tools/helixer	0.3.3			Gene prediction, Genome annotation	Sequence analysis, Gene transcripts	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	93	False		
hifiasm	hifiasm	A fast haplotype-resolved de novo assembler								To update	https://github.com/chhylp123/hifiasm	Assembly	hifiasm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	0.19.8	hifiasm	0.19.9			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	297	1410	False		
hirondelle_crim_ogc_api_processes	hirondelle_crim	This tool is a wrapper for OGC API Processes coming from https://osf.io/gfbws/.								To update	https://github.com/AquaINFRA/galaxy	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ogc_api_processes_wrapper	https://github.com/galaxyecology/tools-ecology/tree/master/tools/hirondelle_crim_ogc_api_processes	0.1.0	r-base				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
hisat	hisat	HISAT is a fast and sensitive spliced alignment program.								To update	http://ccb.jhu.edu/software/hisat/index.shtml	Assembly	hisat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/hisat	https://github.com/galaxyproject/tools-devteam/tree/main/tools/hisat	1.0.3	hisat				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	False		
hisat2	hisat2	HISAT2 is a fast and sensitive spliced alignment program.	hisat2	hisat2		HISAT2	Alignment program for mapping next-generation sequencing reads (both DNA and RNA) to a population of human genomes (as well as to a single reference genome).	Sequence alignment	RNA-seq	Up-to-date	http://ccb.jhu.edu/software/hisat2/	Assembly	hisat2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hisat2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hisat2	2.2.1	hisat2	2.2.1	Sequence alignment		1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	4183	299104	False		
hypo	hypo	Super Fast & Accurate Polisher for Long Read Genome Assemblies	HyPo	HyPo		HyPo	HyPo, a Hybrid Polisher, utilizes short as well as long reads within a single run to polish a long reads assembly of small and large genomes.	Optimisation and refinement, Genome assembly	Sequence assembly, Genomics	Up-to-date	https://github.com/kensung-lab/hypo	Assembly	hypo	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hypo	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hypo	1.0.3	hypo	1.0.3	Optimisation and refinement, Genome assembly	Sequence assembly, Genomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	354	False		
icescreen	icescreen	ICEscreen identifies Integrative Conjugative Elements (ICEs) and Integrative Mobilizable Elements (IMEs) in Bacillota genomes.	icescreen	icescreen		ICEscreen	A tool to detect Firmicute ICEs and IMEs, isolated or enclosed in composite structures.	Database search, Protein feature detection	Mobile genetic elements, Sequence sites, features and motifs, Genomics, Molecular interactions, pathways and networks, Structural variation	To update	https://icescreen.migale.inrae.fr/	Genome annotation	icescreen	iuc	https://forgemia.inra.fr/ices_imes_analysis/icescreen	https://github.com/galaxyproject/tools-iuc/tree/main/tools/icescreen	1.3.1	icescreen	1.3.2	Database search, Protein feature detection	Mobile genetic elements, Sequence sites, features and motifs, Genomics, Molecular interactions, pathways and networks, Structural variation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
idba_ud	idba_hybrid, idba_tran, idba_ud	Wrappers for the idba assembler variants.	idba	idba		IDBA	A short read assembler based on iterative De Bruijn graph. It is developed under 64-bit Linux, but should be suitable for all unix-like system.	Sequence assembly	Sequence assembly	To update	https://i.cs.hku.hk/~alse/hkubrg/projects/index.html	Assembly	idba	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/idba_ud	https://github.com/galaxyproject/tools-iuc/tree/main/tools/idba_ud		idba	1.1.3	Sequence assembly	Sequence assembly	3	0	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	69	1127	False		
instagraal	instagraal	Large genome reassembly based on Hi-C data	instagraal	instagraal		instaGRAAL	Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.Large genome reassembly based on Hi-C data, continuation of GRAAL.Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.This work is under continuous development/improvement - see GRAAL for information about the basic principles.sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)	Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	To update	https://github.com/koszullab/instaGRAAL	Assembly	instagraal	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	0.1.6			Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	139	False		
interpolation	interpolation_run_idw_interpolation	Run IDW interpolation based on a .csv and .geojson file								To update	https://github.com/AquaINFRA/galaxy	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/interpolation	https://github.com/galaxyecology/tools-ecology/tree/master/tools/interpolation	1.0	r-getopt				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
jellyfish	jellyfish	Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA	Jellyfish	Jellyfish		Jellyfish	A command-line algorithm for counting k-mers in DNA sequence.	k-mer counting	Sequence analysis, Genomics	To update	https://github.com/gmarcais/Jellyfish	Assembly	jellyfish	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jellyfish	https://github.com/galaxyproject/tools-iuc/tree/main/tools/jellyfish		kmer-jellyfish	2.3.1	k-mer counting	Sequence analysis, Genomics	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	91	1138	False		
khmer	khmer_abundance_distribution_single, khmer_abundance_distribution, khmer_count_median, khmer_partition, khmer_extract_partitions, khmer_filter_abundance, khmer_filter_below_abundance_cutoff, khmer_normalize_by_median	In-memory nucleotide sequence k-mer counting, filtering, graph traversal and more	khmer	khmer		khmer	khmer is a set of command-line tools for working with DNA shotgun sequencing data from genomes, transcriptomes, metagenomes, and single cells. khmer can make de novo assemblies faster, and sometimes better. khmer can also identify (and fix) problems with shotgun data.	Standardisation and normalisation, De-novo assembly	Sequence assembly	Up-to-date	https://khmer.readthedocs.org/	Assembly, Next Gen Mappers	khmer	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/khmer	https://github.com/galaxyproject/tools-iuc/tree/main/tools/khmer	3.0.0a3	khmer	3.0.0a3	Standardisation and normalisation, De-novo assembly	Sequence assembly	8	8	8	0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	8	63	2022	False		
links	links	Scaffold genome assemblies with long reads.	links	links		LINKS	LINKS (Long Interval Nucleotide K-mer Scaffolder) is a genomics application for scaffolding genome assemblies with long reads, such as those produced by Oxford Nanopore Technologies Ltd. It can be used to scaffold high-quality draft genome assemblies with any long sequences (eg. ONT reads, PacBio reads, other draft genomes, etc). It is also used to scaffold contig pairs linked by ARCS/ARKS.	Scaffolding, Genome assembly, Read mapping, Read pre-processing, Sequence trimming	Sequence assembly, Mapping, Sequencing	Up-to-date	https://github.com/bcgsc/LINKS	Assembly	links	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/links	https://github.com/galaxyproject/tools-iuc/tree/main/tools/links	2.0.1	links	2.0.1	Scaffolding, Genome assembly, Read mapping, Read pre-processing, Sequence trimming	Sequence assembly, Mapping, Sequencing	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	77	405	False		
medenv	iabiodiv_smartbiodiv_med_environ	Retrieve environmental data from etopo, cmems and woa								To update	https://github.com/jeremyfix/medenv	Ecology, Data Source		ecology	https://github.com/jeremyfix/medenv	https://github.com/galaxyecology/tools-ecology/tree/master/tools/medenv	0.1.0	pandas				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
megahit	megahit	An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	megahit	megahit		MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	Up-to-date	https://github.com/voutcn/megahit	Sequence Analysis, Assembly, Metagenomics	megahit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/megahit	1.2.9	megahit	1.2.9	Genome assembly	Metagenomics, Sequencing, Sequence assembly	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	548	9530	False		
megahit_contig2fastg	megahit_contig2fastg	A subprogram within the Megahit toolkit for converting contigs to assembly graphs (fastg)	megahit	megahit		MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	To update	https://github.com/voutcn/megahit/blob/master/tools/toolkit.cpp	Sequence Analysis, Assembly, Metagenomics	megahit_contig2fastg	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit_contig2fastg	https://github.com/galaxyproject/tools-iuc/tree/main/tools/megahit_contig2fastg	1.1.3	megahit	1.2.9	Genome assembly	Metagenomics, Sequencing, Sequence assembly	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	54	475	False		
merqury	merqury, merquryplot	Merqury is a tool for evaluating genomes assemblies based of k-mer operations.	merqury	merqury		Merqury	Reference-free quality, completeness, and phasing assessment for genome assemblies.Evaluate genome assemblies with k-mers and more.Often, genome assembly projects have illumina whole genome sequencing reads available for the assembled individual.Merqury provides a set of tools for this purpose.	Genome assembly, k-mer counting, Scaffolding, Phasing, De-novo assembly	Sequence assembly, Whole genome sequencing, Plant biology	Up-to-date	https://github.com/marbl/merqury	Assembly	merqury	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/merqury	https://github.com/galaxyproject/tools-iuc/tree/main/tools/merqury	1.3	merqury	1.3	Genome assembly, k-mer counting, Scaffolding, Phasing, De-novo assembly	Sequence assembly, Whole genome sequencing, Plant biology	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	244	2483	False		
meryl	meryl_arithmetic_kmers, meryl_count_kmers, meryl_filter_kmers, meryl_groups_kmers, meryl_histogram_kmers, meryl_print, meryl_trio_mode	Meryl a k-mer counter.	meryl	meryl		Meryl	Meryl is a tool for counting and working with sets of k-mers that was originally developed for use in the Celera Assembler and has since been migrated and maintained as part of Canu.	k-mer counting	Whole genome sequencing, Genomics, Sequence analysis, Sequencing	Up-to-date	https://github.com/marbl/meryl	Assembly	meryl	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/meryl	https://github.com/galaxyproject/tools-iuc/tree/main/tools/meryl	1.3	merqury	1.3	k-mer counting	Whole genome sequencing, Genomics, Sequence analysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
metaeuk	metaeuk_easy_predict	MetaEuk is a modular toolkit designed for large-scale gene discovery andannotation in eukaryotic metagenomic contigs. Metaeuk combines the fast andsensitive homology search capabilities of MMseqs2 with a dynamic programmingprocedure to recover optimal exons sets. It reduces redundancies in multiplediscoveries of the same gene and resolves conflicting gene predictions onthe same strand. 	MetaEuk	MetaEuk		MetaEuk	MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics	Homology-based gene prediction	Metagenomics, Gene and protein families	To update	https://github.com/soedinglab/metaeuk	Sequence Analysis, Genome annotation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metaeuk	https://github.com/galaxyproject/tools-iuc/tree/main/tools/metaeuk	5.34c21f2	metaeuk	6.a5d39d9	Homology-based gene prediction	Metagenomics, Gene and protein families	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	184	False		
minia	minia	Short-read assembler based on a de Bruijn graph	minia	minia		Minia	Short-read assembler based on a de Bruijn graph, capable of assembling a human genome on a desktop computer in a day.	Genome assembly	Sequence assembly	Up-to-date	https://gatb.inria.fr/software/minia/	Assembly	minia	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minia	https://github.com/galaxyproject/tools-iuc/tree/main/tools/minia	3.2.6	minia	3.2.6	Genome assembly	Sequence assembly	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	109	2206	False		
miniasm	miniasm	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)	miniasm	miniasm		miniasm	Miniasm is a very fast OLC-based de novo assembler for noisy long reads. It takes all-vs-all read self-mappings (typically by minimap) as input and outputs an assembly graph in the GFA format.	De-novo assembly	Genomics, Sequence assembly	To update	https://github.com/lh3/miniasm	Assembly	miniasm	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniasm	https://github.com/galaxyproject/tools-iuc/tree/main/tools/miniasm	0.3_r179	miniasm	0.3	De-novo assembly	Genomics, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	178	11938	False		
mitobim	mitobim	assemble mitochondrial genomes								Up-to-date	https://github.com/chrishah/MITObim	Assembly	mitobim	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitobim	https://github.com/galaxyproject/tools-iuc/tree/main/tools/mitobim	1.9.1	mitobim	1.9.1			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	66	881	False		
mitohifi	mitohifi	Assembly mitogenomes from Pacbio HiFi read.								To update	https://github.com/marcelauliano/MitoHiFi/tree/mitohifi_v2	Assembly	mitohifi	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	3					1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	613	False		
necat	necat	Error correction and de-novo assembly for ONT Nanopore reads	necat	necat		NECAT	NECAT is an error correction and de-novo assembly tool for Nanopore long noisy reads.	De-novo assembly	Sequence assembly	Up-to-date	https://github.com/xiaochuanle/NECAT	Assembly	necat	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/necat	https://github.com/galaxyproject/tools-iuc/tree/main/tools/necat	0.0.1_update20200803	necat	0.0.1_update20200803	De-novo assembly	Sequence assembly	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	95	667	False		
nextdenovo	nextdenovo	String graph-based de novo assembler for long reads	nextdenovo	nextdenovo		NextDenovo	"NextDenovo is a string graph-based de novo assembler for long reads (CLR, HiFi and ONT). It uses a ""correct-then-assemble"" strategy similar to canu (no correction step for PacBio Hifi reads), but requires significantly less computing resources and storages."	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	To update	https://github.com/Nextomics/NextDenovo	Assembly	nextdenovo	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	2.5.0	nextdenovo	2.5.2	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	84	268	False		
novoplasty	novoplasty	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.								To update	https://github.com/ndierckx/NOVOPlasty	Assembly	novoplasty	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/novoplasty	https://github.com/galaxyproject/tools-iuc/tree/main/tools/novoplasty	4.3.1	novoplasty	4.3.5			0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	162	6384	False		
oases	oasesoptimiserv	Short read assembler								To update	http://artbio.fr	Assembly, RNA	oases	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases	1.4.0	oases	0.2.09			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	False		
obisindicators	obisindicators, obis_data	Compute biodiveristy indicators for marine data from obis								To update	https://github.com/Marie59/obisindicators	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators	0.0.2	r-base				1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	45	False		
ocean	argo_getdata	Access, process, visualise oceanographic data for the Earth System								To update	https://github.com/Marie59/FE-ft-ESG/tree/main/argo	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean	0.1.15					0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	False		
ogcProcess_otb_bandmath	otb_band_math	Outputs a monoband image which is the result of a mathematical operation on several multi-band images.								To update	https://github.com/AquaINFRA/galaxy	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/OtbBandMath	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ogcProcess_otb_bandmath	1.0	r-base				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
