Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
bakta	151	bakta	"""Bakta is a tool for the rapid & standardized annotation of bacterial genomes and plasmids from both isolates and MAGs.It provides dbxref-rich and sORF-including annotations in machine-readable JSON & bioinformatics standard file formats for automatic downstream analysis."""	Bakta	Bakta	Rapid & standardized annotation of bacterial genomes, MAGs & plasmids	Genome annotation	Genomics, Data submission, annotation and curation, Sequence analysis	To update	https://github.com/oschwengers/bakta	Sequence Analysis	bakta	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/bakta	1.8.2	bakta	1.9.1	(0/1)	(1/1)	(1/1)
bam_to_scidx	4	bam_to_scidx	Contains a tool that converts a BAM file to an ScIdx file.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/bamtoscidx	Convert Formats	bam_to_scidx	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bam_to_scidx	1.0.1	openjdk		(1/1)	(0/1)	(1/1)
bamtools	208	bamtools	Operate on and transform BAM datasets in various ways using bamtools						Up-to-date	https://github.com/pezmaster31/bamtools	Sequence Analysis, SAM	bamtools	devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/bamtools/bamtools	2.5.2	bamtools	2.5.2	(1/1)	(0/1)	(1/1)
bamtools_split	46	bamtools_split_mapped, bamtools_split_paired, bamtools_split_ref, bamtools_split_tag							Up-to-date	https://github.com/pezmaster31/bamtools	Sequence Analysis, SAM		iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/bamtools/bamtools_split	2.5.2	bamtools	2.5.2	(4/4)	(0/4)	(4/4)
barrnap	160	barrnap	Contains the Barrnap tool for finding ribosomal RNAs in FASTA sequences.	barrnap	Barrnap	Predict the location of ribosomal RNA genes in genomes. It supports bacteria (5S,23S,16S), archaea (5S,5.8S,23S,16S), mitochondria (12S,16S) and eukaryotes (5S,5.8S,28S,18S).	Gene prediction	Genomics, Model organisms, Model organisms	To update		Sequence Analysis	barrnap	iuc		1.2.2	barrnap	0.9	(0/1)	(1/1)	(1/1)
basil	35	basil	Breakpoint detection, including large insertions						Up-to-date	https://github.com/seqan/anise_basil	Variant Analysis	basil	iuc		1.2.0	anise_basil	1.2.0	(1/1)	(0/1)	(1/1)
bax2bam	8	bax2bam	BAX to BAM converter						Up-to-date	https://github.com/pacificbiosciences/bax2bam/	Convert Formats, Sequence Analysis	bax2bam	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pax2bam	0.0.11	bax2bam	0.0.11	(1/1)	(0/1)	(1/1)
beagle	10	beagle	Beagle is a program for phasing and imputing missing genotypes.						To update	https://faculty.washington.edu/browning/beagle/beagle.html	Variant Analysis	beagle	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/beagle	5.2_21Apr21.304	beagle	5.4_22Jul22.46e	(0/1)	(0/1)	(1/1)
bellerophon	123	bellerophon	Filter mapped reads where the mapping spans a junction, retaining the 5-prime read.						Up-to-date	https://github.com/davebx/bellerophon	Sequence Analysis	bellerophon	iuc	https://github.com/davebx/bellerophon	1.0	bellerophon	1.0	(1/1)	(1/1)	(1/1)
biscot	1	biscot	Bionano scaffolding correction tool						Up-to-date	https://github.com/institut-de-genomique/biscot	Assembly	biscot	iuc	https://github.com/bgruening/iuc/tree/master/tools/biscot	2.3.3	biscot	2.3.3	(0/1)	(0/1)	(1/1)
blastxml_to_gapped_gff3	24	blastxml_to_gapped_gff3	BlastXML to gapped GFF3						To update		Convert Formats, Sequence Analysis	blastxml_to_gapped_gff3	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/blastxml_to_gapped_gff3	1.1	bcbiogff	0.6.6	(1/1)	(1/1)	(1/1)
bowtie2	5136	bowtie2	Bowtie2: Fast and sensitive read alignment	bowtie2	Bowtie 2	Bowtie 2 is an ultrafast and memory-efficient tool for aligning sequencing reads to long reference sequences. It is particularly good at aligning reads of about 50 up to 100s or 1,000s of characters, and particularly good at aligning to relatively long (e.g. mammalian) genomes. Bowtie 2 indexes the genome with an FM Index to keep its memory footprint small: for the human genome, its memory footprint is typically around 3.2 GB. Bowtie 2 supports gapped, local, and paired-end alignment modes.	Read mapping	Mapping, Genomics, Mapping	To update	http://bowtie-bio.sourceforge.net/bowtie2	Next Gen Mappers	bowtie2	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bowtie2	2.5.0	bowtie2	2.5.3	(1/1)	(1/1)	(1/1)
breseq	50	breseq	Predicts mutations in microbial genomes	breseq	breseq	Runs Breseq software on a set of fastq files.	Polymorphism detection	Sequencing, Sequence analysis, DNA mutation	To update	https://github.com/barricklab/breseq	Variant Analysis	breseq	iuc		0.35.5	breseq	0.38.2	(0/1)	(1/1)	(1/1)
busco	1804	busco	BUSCO assess genome and annotation completeness	busco	BUSCO	Provides measures for quantitative assessment of genome assembly, gene set, and transcriptome completeness based on evolutionarily informed expectations of gene content from near-universal single-copy orthologs.	Sequence assembly validation, Scaffolding, Genome assembly, Transcriptome assembly	Sequence assembly, Genomics, Transcriptomics, Sequence analysis	To update	https://gitlab.com/ezlab/busco/-/releases	Sequence Analysis	busco	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/busco/	5.5.0	busco	5.6.1	(1/1)	(1/1)	(1/1)
bwa	1301	bwa_mem, bwa	Wrapper for bwa mem, aln, sampe, and samse	bwa	BWA	Fast, accurate, memory-efficient aligner for short and long sequencing reads	Genome indexing, Sequence alignment, Read mapping, Sequence alignment, Generation, Sequence alignment, Generation, Sequence alignment, Sequence alignment	Mapping	Up-to-date	http://bio-bwa.sourceforge.net/	Next Gen Mappers	bwa	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bwa	0.7.17	bwa	0.7.17	(2/2)	(2/2)	(2/2)
bwa_mem2	1220	bwa_mem2	Bwa-mem2 is the next version of the bwa-mem algorithm in bwa.	bwa-mem2	Bwa-mem2	Bwa-mem2 is the next version of the bwa-mem algorithm in bwa. It produces alignment identical to bwa and is ~1.3-3.1x faster depending on the use-case,  dataset and the running machine.	Sequence alignment	Mapping	Up-to-date	https://github.com/bwa-mem2/bwa-mem2	Next Gen Mappers	bwa_mem2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bwa_mem2	2.2.1	bwa-mem2	2.2.1	(1/1)	(1/1)	(1/1)
bwameth	201	bwameth	Fast and accurate alignment of BS-seq reads						To update	https://github.com/brentp/bwa-meth	Sequence Analysis, Next Gen Mappers	bwameth	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bwameth	0.2.6	bwameth	0.2.7	(1/1)	(1/1)	(1/1)
calculate_numeric_param	8	calculate_numeric_param	Calculate a numeric parameter value using integer and float values.						To update		Text Manipulation	calculate_numeric_param	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/calculate_numeric_param	0.1.0			(0/1)	(0/1)	(1/1)
cemitool	9	cemitool	Gene co-expression network analysis tool	cemitool	CEMiTool	It unifies the discovery and the analysis of coexpression gene modules in a fully automatic manner, while providing a user-friendly html report with high quality graphs. Our tool evaluates if modules contain genes that are over-represented by specific pathways or that are altered in a specific sample group. Additionally, CEMiTool is able to integrate transcriptomic data with interactome information, identifying the potential hubs on each network.	Enrichment analysis, Pathway or network analysis	Gene expression, Transcriptomics, Microarray experiment	To update	https://www.bioconductor.org/packages/release/bioc/html/CEMiTool.html	Transcriptomics, RNA, Statistics	cemitool	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/cemitool	1.18.1	bioconductor-cemitool	1.26.0	(1/1)	(0/1)	(1/1)
charts	287	charts	Enables advanced visualization options in Galaxy Charts						To update		Visualization	charts	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/charts/	1.0.1	r-getopt		(0/1)	(0/1)	(0/1)
chromeister	182	chromeister	ultra-fast pairwise genome comparisons						Up-to-date	https://github.com/estebanpw/chromeister	Sequence Analysis	chromeister	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/chromeister	1.5.a	chromeister	1.5.a	(0/1)	(1/1)	(1/1)
circexplorer2	16	circexplorer2	Comprehensive and integrative circular RNA analysis toolset.	circexplorer2	CIRCexplorer2	Genome-wide annotation of circRNAs and their alternative back-splicing/splicing.		RNA splicing, Gene transcripts, Literature and language	Up-to-date	https://github.com/YangLab/CIRCexplorer2	RNA, Assembly	circexplorer2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/circexplorer2	2.3.8	circexplorer2	2.3.8	(0/1)	(0/1)	(1/1)
circos	464	circos_aln_to_links, circos_binlinks, circos_bundlelinks, circos, circos_gc_skew, circos_resample, circos_wiggle_to_scatter, circos_wiggle_to_stacked, circos_tableviewer, circos_interval_to_text, circos_interval_to_tile	Build Circos Plots in Galaxy	galactic_circos	Galactic Circos	Galactic Circos is a Galaxy wrapper providing a GUI for the Circos tool. Circos allows visualizing data in a circular format.	Sequence visualisation		To update	http://circos.ca/	Graphics	circos	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/circos	0.69.8	circos	0.69.9	(11/11)	(11/11)	(11/11)
cite_seq_count	1	cite_seq_count	Count CMO/HTO	CITE-seq-Count	CITE-seq-Count	Tool for counting antibody TAGS from a CITE-seq and/or cell hashing experiment.	RNA-Seq quantification	Transcriptomics, Immunoproteins and antigens	Up-to-date	https://github.com/Hoohm/CITE-seq-Count	Transcriptomics	cite_seq_count	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/cite_seq_count	1.4.4	cite-seq-count	1.4.4	(1/1)	(0/1)	(1/1)
clair3	68	clair3	Symphonizing pileup and full-alignment for high-performance long-read variant calling	clair3	Clair3	Clair3 is a germline small variant caller for long-reads. Clair3 makes the best of two major method categories: pileup calling handles most variant candidates with speed, and full-alignment tackles complicated candidates to maximize precision and recall. Clair3 runs fast and has superior performance, especially at lower coverage. Clair3 is simple and modular for easy deployment and integration.	Variant calling	Molecular genetics	To update	https://github.com/HKU-BAL/Clair3	Sequence Analysis, Variant Analysis	clair3	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/clair3	0.1.12	clair3	1.0.5	(0/1)	(0/1)	(1/1)
clustalw	651	clustalw	ClustalW multiple sequence alignment program for DNA or proteins	"
                clustal2
            "					Up-to-date	http://www.clustal.org/clustal2/	Phylogenetics, Sequence Analysis	clustalw	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/clustalw	2.1	clustalw	2.1	(1/1)	(1/1)	(1/1)
codeml	29	codeml	Detects positive selection						To update	http://abacus.gene.ucl.ac.uk/software/paml.html	Phylogenetics	codeml	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/codeml	4.9	paml	4.10.7	(0/1)	(0/1)	(1/1)
collection_column_join	1483	collection_column_join	Column Join on Collections						To update		Text Manipulation	collection_column_join	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/collection_column_join	0.0.3	coreutils	8.25	(1/1)	(1/1)	(1/1)
collection_element_identifiers	912	collection_element_identifiers	Extract element identifiers of a collection						To update		Text Manipulation	collection_element_identifiers	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/collection_element_identifiers	0.0.2			(1/1)	(1/1)	(1/1)
column_order_header_sort	80	column_order_header_sort	Sort Column Order by heading						To update		Text Manipulation	column_order_header_sort	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/column_order_header_sort	0.0.1	python		(1/1)	(0/1)	(1/1)
column_remove_by_header	199	column_remove_by_header	Remove columns by header						To update		Text Manipulation	column_remove_by_header	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/column_remove_by_header	1.0	python		(1/1)	(1/1)	(1/1)
compose_text_param	375	compose_text_param	Compose a text parameter value using text, integer and float values						To update		Text Manipulation	compose_text_param	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/compose_text_param	0.1.1			(1/1)	(1/1)	(1/1)
compress_file	164	compress_file	Compress files.						To update		Text Manipulation	compress_file	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/compress_file	0.1.0	gzip		(1/1)	(1/1)	(1/1)
concoct	29	concoct, concoct_coverage_table, concoct_cut_up_fasta, concoct_extract_fasta_bins, concoct_merge_cut_up_clustering	CONCOCT (Clustering cONtigs with COverage and ComposiTion) does unsupervised binning of metagenomic contigs byusing nucleotide composition - kmer frequencies - and coverage data for multiple samples. CONCOCT can accurately(up to species level) bin metagenomic contigs.	concoct	CONCOCT	A program for unsupervised binning of metagenomic contigs by using nucleotide composition, coverage data in multiple samples and linkage data from paired end reads.	Sequence clustering, Read binning	Metagenomics	Up-to-date	https://github.com/BinPro/CONCOCT	Metagenomics	concoct	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/concoct	1.1.0	concoct	1.1.0	(0/5)	(0/5)	(5/5)
crispr_studio	30	crispr_studio	CRISPR Studio is a program developed to facilitate and accelerate CRISPR array visualization.						To update	https://github.com/moineaulab/CRISPRStudio	Sequence Analysis	crispr_studio	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/crispr_studio/	1+galaxy0	crispr_studio	1	(0/1)	(0/1)	(1/1)
crosscontamination_barcode_filter	17	crosscontamination_barcode_filter	Barcode contamination discovery tool						To update		Transcriptomics, Visualization	crosscontamination_barcode_filter	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/crosscontamination_barcode_filter	0.3	r-ggplot2	2.2.1	(1/1)	(0/1)	(1/1)
cuffcompare	65	cuffcompare	Galaxy wrappers for the Cuffcompare tool.						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cuffcompare	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cuffcompare	2.2.1	cufflinks	2.2.1	(1/1)	(1/1)	(1/1)
cuffdiff	228	cuffdiff	Galaxy wrappers for the Cuffdiff tool.						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cuffdiff	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cuffdiff	2.2.1	cufflinks	2.2.1	(1/1)	(0/1)	(1/1)
cufflinks	319	cufflinks	Galaxy wrappers for the Cufflinks tool.						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cufflinks	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cufflinks	2.2.1	cufflinks	2.2.1	(1/1)	(1/1)	(1/1)
cuffmerge	122	cuffmerge	Galaxy wrappers for the Cuffmerge tool.						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cuffmerge	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cuffmerge	2.2.1	cufflinks	2.2.1	(1/1)	(1/1)	(1/1)
cuffnorm	27	cuffnorm	The Cuffnorm tool						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cuffnorm	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cuffnorm	2.2.1	cufflinks	2.2.1	(1/1)	(1/1)	(1/1)
cuffquant	18	cuffquant	The Cuffquant tool						Up-to-date	http://cole-trapnell-lab.github.io/cufflinks/	Transcriptomics	cuffquant	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/cufflinks/cuffquant	2.2.1	cufflinks	2.2.1	(1/1)	(1/1)	(1/1)
cutadapt	5090	cutadapt	Flexible tool to remove adapter sequences (and quality trim) high throughput sequencing reads (fasta/fastq).	cutadapt	Cutadapt	Find and remove adapter sequences, primers, poly-A tails and other types of unwanted sequence from your high-throughput sequencing reads.	Sequence trimming	Genomics, Probes and primers, Sequencing	Up-to-date	https://cutadapt.readthedocs.org/en/stable/	Fasta Manipulation, Fastq Manipulation, Sequence Analysis	cutadapt	lparsons	https://github.com/galaxyproject/tools-iuc/tree/master/tools/cutadapt	4.6	cutadapt	4.6	(1/1)	(1/1)	(1/1)
cutesv	17	cutesv	Long-read sequencing enables the comprehensive discovery of structural variations (SVs). However, it is still non-trivial to achieve high sensitivity and performance simultaneously due to the complex SV characteristics implied by noisy long reads. Therefore, we propose cuteSV, a sensitive, fast and scalable long-read-based SV detection approach. cuteSV uses tailored methods to collect the signatures of various types of SVs and employs a clustering-and-refinement method to analyze the signatures to implement sensitive SV detection. Benchmarks on real Pacific Biosciences (PacBio) and Oxford Nanopore Technology (ONT) datasets demonstrate that cuteSV has better yields and scalability than state-of-the-art tools.	cuteSV	cuteSV	Long Read based Human Genomic Structural Variation Detection with cuteSV | Long-read sequencing technologies enable to comprehensively discover structural variations (SVs). However, it is still non-trivial for state-of-the-art approaches to detect SVs with high sensitivity or high performance or both. Herein, we propose cuteSV, a sensitive, fast and lightweight SV detection approach. cuteSV uses tailored methods to comprehensively collect various types of SV signatures, and a clustering-and-refinement method to implement a stepwise SV detection, which enables to achieve high sensitivity without loss of accuracy. Benchmark results demonstrate that cuteSV has better yields on real datasets. Further, its speed and scalability are outstanding and promising to large-scale data analysis	Split read mapping, Genotyping, Structural variation detection	DNA structural variation, Sequencing, Computer science	To update	https://github.com/tjiangHIT/cuteSV	Variant Analysis	cutesv	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/cutesv	1.0.8	cutesv	2.1.0	(0/1)	(1/1)	(1/1)
das_tool	17	Fasta_to_Contig2Bin, das_tool	DAS Tool for genome resolved metagenomics	dastool	dastool	DAS Tool is an automated method that integrates the results of a flexible number of binning algorithms to calculate an optimized, non-redundant set of bins from a single assembly.	Read binning	Metagenomics	To update	https://github.com/cmks/DAS_Tool	Metagenomics	das_tool	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/das_tool	1.1.6	das_tool	1.1.7	(0/2)	(0/2)	(2/2)
decontaminator	15	decontaminator	Deep Learning method for novel virus detection in sequencing data	decontaminator					To update	https://github.com/cbib/decontaminator	Machine Learning	decontaminator	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/decontaminator	1.0.0	numpy		(0/1)	(0/1)	(1/1)
deepmicro	3	deepmicro	Representation learning and classification framework	"
                DeepMicro
            "					Up-to-date	https://github.com/paulzierep/DeepMicro	Machine Learning	deepmicro	iuc	https://github.com/paulzierep/DeepMicro	1.4	deepmicro	1.4	(0/1)	(0/1)	(1/1)
deepvariant	182	deepvariant	DeepVariant is a deep learning-based variant caller						To update	https://github.com/google/deepvariant	Variant Analysis	deepvariant	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/deepvariant	1.5.0			(1/1)	(0/1)	(1/1)
deg_annotate	1774	deg_annotate	Annotate DESeq2/DEXSeq output tables						To update		Transcriptomics	deg_annotate	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/deg_annotate	1.1.0	bedtools	2.31.1	(1/1)	(1/1)	(1/1)
deseq2	4990	deseq2	Differential gene expression analysis based on the negative binomial distribution	DESeq2	DESeq2	R/Bioconductor package for differential gene expression analysis based on the negative binomial distribution. Estimate variance-mean dependence in count data from high-throughput sequencing assays and test for differential expression based on a model using the negative binomial distribution.	Differential gene expression analysis	Transcriptomics	To update	https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html	Transcriptomics, RNA, Statistics	deseq2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/deseq2	2.11.40.8	bioconductor-deseq2	1.42.0	(1/1)	(1/1)	(1/1)
dexseq	75	dexseq, dexseq_count, plotdexseq	Inference of differential exon usage in RNA-Seq	dexseq	DEXSeq	The package is focused on finding differential exon usage using RNA-seq exon counts between samples with different experimental designs. It provides functions that allows the user to make the necessary statistical tests based on a model that uses the negative binomial distribution to estimate the variance between biological replicates and generalized linear models for testing. The package also provides functions for the visualization and exploration of the results.	Enrichment analysis, Exonic splicing enhancer prediction	RNA-Seq	To update	https://www.bioconductor.org/packages/release/bioc/html/DEXSeq.html	Transcriptomics, RNA, Statistics	dexseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/dexseq	1.44	bioconductor-dexseq	1.48.0	(3/3)	(3/3)	(3/3)
diffbind	250	diffbind	Diffbind provides functions for  processing  ChIP-Seq  data.	diffbind	DiffBind	Compute differentially bound sites from multiple ChIP-seq experiments using affinity (quantitative) data. Also enables occupancy (overlap) analysis and plotting functions.	Differential binding analysis	ChIP-seq	To update	http://bioconductor.org/packages/release/bioc/html/DiffBind.html	ChIP-seq	diffbind	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/diffbind	2.10.0	bioconductor-diffbind	3.12.0	(1/1)	(1/1)	(1/1)
disco	42	disco	DISCO is a overlap-layout-consensus (OLC) metagenome assembler	disco	DISCO	DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints, DISCO guarantees that all satisfying oligomer structures will be discovered, yet can run in minutes to hours on only a single desktop-class computer.	Protein sequence analysis	Structure determination	To update	http://disco.omicsbio.org/	Metagenomics, Assembly	disco	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/disco/		disco	1.2	(1/1)	(0/1)	(1/1)
dropletutils	126	dropletutils	DropletUtils - Utilities for handling droplet-based single-cell RNA-seq data	dropletutils	DropletUtils	Provides a number of utility functions for handling single-cell (RNA-seq) data from droplet technologies such as 10X Genomics. This includes data loading, identification of cells from empty droplets, removal of barcode-swapped pseudo-cells, and downsampling of the count matrix.	Loading, Community profiling	Gene expression, RNA-seq, Sequencing, Transcriptomics	To update	https://bioconductor.org/packages/devel/bioc/html/DropletUtils.html	Transcriptomics, Sequence Analysis	dropletutils	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/dropletutils/	1.10.0	bioconductor-dropletutils	1.22.0	(1/1)	(1/1)	(1/1)
edger	945	edger	Perform RNA-Seq differential expression analysis using edgeR pipeline	edger	edgeR	Differential expression analysis of RNA-seq expression profiles with biological replication. Implements a range of statistical methodology based on the negative binomial distributions, including empirical Bayes estimation, exact tests, generalized linear models and quasi-likelihood tests. As well as RNA-seq, it be applied to differential signal analysis of other types of genomic data that produce counts, including ChIP-seq, SAGE and CAGE.	Differential gene expression analysis	Genetics, RNA-Seq, ChIP-seq	To update	http://bioconductor.org/packages/release/bioc/html/edgeR.html	Transcriptomics, RNA, Statistics	edger	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/edger	3.36.0	bioconductor-edger	4.0.2	(1/1)	(1/1)	(1/1)
egsea	177	egsea	This tool implements the Ensemble of Gene Set Enrichment Analyses (EGSEA) method for gene set testing	egsea	EGSEA	This package implements the Ensemble of Gene Set Enrichment Analyses method for gene set testing.	Gene set testing	Systems biology	To update	https://bioconductor.org/packages/release/bioc/html/EGSEA.html	Transcriptomics, RNA, Statistics	egsea	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/egsea	1.20.0	bioconductor-egsea	1.28.0	(1/1)	(1/1)	(1/1)
ena_upload	14	ena_upload	Submits experimental data and respective metadata to the European Nucleotide Archive (ENA). 						To update	https://github.com/usegalaxy-eu/ena-upload-cli	Data Export	ena_upload	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ena_upload	0.6.3	ena-upload-cli	0.7.0	(0/1)	(1/1)	(1/1)
ensembl_vep	119	ensembl_vep	Ensembl VEP: Annotate VCFs with variant effect predictions						To update	https://github.com/Ensembl/ensembl-vep	Variant Analysis	ensembl_vep	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ensembl_vep	110.1	ensembl-vep	111.0	(0/1)	(0/1)	(1/1)
exomedepth	29	exomedepth	ExomeDepth: Calls copy number variants (CNVs) from targeted sequence data	exomedepth	ExomeDepth	Copy number variant (CNV) calling algorithm designed to control technical variability between samples. It calls CNVs from targeted sequence data, typically exome sequencing experiments designed to identify the genetic basis of Mendelian disorders.	Sequence analysis, Variant calling, Genotyping, Copy number estimation	Exome sequencing, Gene transcripts, Mapping, Sequencing, Genetic variation, Rare diseases	To update	https://cran.r-project.org/package=ExomeDepth	Sequence Analysis, Variant Analysis	exomedepth	crs4	https://github.com/galaxyproject/tools-iuc/tree/master/tools/exomedepth	1.1.0	r-exomedepth	1.1.16	(1/1)	(0/1)	(1/1)
exonerate	59	exonerate	Exonerate is a generic tool for pairwise sequence comparison.	exonerate	Exonerate	A tool for pairwise sequence alignment. It enables alignment for DNA-DNA and DNA-protein pairs and also gapped and ungapped alignment.	Pairwise sequence alignment, Protein threading, Genome alignment	Sequence analysis, Sequence sites, features and motifs, Molecular interactions, pathways and networks	Up-to-date	https://www.ebi.ac.uk/about/vertebrate-genomics/software/exonerate	Sequence Analysis	exonerate	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/exonerate	2.4.0	exonerate	2.4.0	(1/1)	(1/1)	(1/1)
export2graphlan	200	export2graphlan	export2graphlan is a conversion software tool for producing both annotation and tree file for GraPhlAn						To update	https://bitbucket.org/CibioCM/export2graphlan/overview	Metagenomics	export2graphlan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/export2graphlan/	0.20	export2graphlan	0.22	(1/1)	(1/1)	(1/1)
fargene	52	fargene	fARGene (Fragmented Antibiotic Resistance Gene iENntifiEr )						Up-to-date	https://github.com/fannyhb/fargene	Sequence Analysis	fargene	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fargene	0.1	fargene	0.1	(1/1)	(0/1)	(1/1)
fasplit	242	fasplit	faSplit is a tool to split a single FASTA file into several files	UCSC_Genome_Browser_Utilities	UCSC Genome Browser Utilities	Utilities for handling sequences and assemblies from the UCSC Genome Browser project.		Sequence analysis	Up-to-date	http://hgdownload.cse.ucsc.edu/admin/exe/	Fasta Manipulation	ucsc_fasplit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ucsc-tools/fasplit	377	ucsc-fasplit	377	(1/1)	(1/1)	(1/1)
fasta_nucleotide_color_plot	15	fasta_nucleotide_color_plot	Contains a tool that produces a graphical representation of FASTA data with each nucleotide represented by a selected color.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/fourcolorplot	Visualization	fasta_nucleotide_color_plot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fasta_nucleotide_color_plot	1.0.1	openjdk		(1/1)	(0/1)	(1/1)
fastani	250	fastani	Fast alignment-free computation of whole-genome Average Nucleotide Identity						To update	https://github.com/ParBLiSS/FastANI	Sequence Analysis	fastani	iuc		1.3	fastani	1.34	(0/1)	(0/1)	(1/1)
fastp	2803	fastp	Fast all-in-one preprocessing for FASTQ files	"
                fastp
            "					To update	https://github.com/OpenGene/fastp	Sequence Analysis	fastp	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastp		fastp	0.23.4	(1/1)	(1/1)	(1/1)
fastq_combiner	66	fastq_combiner	Combine FASTA and QUAL into FASTQ						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation, Fasta Manipulation	fastq_combiner	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_combiner	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
fastq_filter	266	fastq_filter	Filter FASTQ reads by quality score and length						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_filter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_filter	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
