Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr
bowtie_wrappers	22988.0	506.0	bowtie_wrapper	Galaxy wrappers for the Bowtie short read mapping tools.								To update	http://bowtie-bio.sourceforge.net/	Next Gen Mappers	bowtie_wrappers	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/bowtie_wrappers	https://github.com/galaxyproject/tools-devteam/tree/main/tools/bowtie_wrappers	1.2.0	bowtie	1.3.1	(0/1)	(1/1)	(1/1)	(0/1)
canonical_correlation_analysis	72.0	10.0	cca1	Canonical Correlation Analysis								To update		Statistics	canonical_correlation_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/canonical_correlation_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/canonical_correlation_analysis	1.0.0	R		(0/1)	(0/1)	(1/1)	(1/1)
categorize_elements_satisfying_criteria	40.0	1.0	categorize_elements_satisfying_criteria	Categorize Elements satisfying criteria.								To update		Statistics	categorize_elements_satisfying_criteria	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/categorize_elements_satisfying_criteria	https://github.com/galaxyproject/tools-devteam/tree/main/tools/categorize_elements_satisfying_criteria	1.0.0			(0/1)	(1/1)	(1/1)	(0/1)
ccat	165.0	15.0	peakcalling_ccat	Control-based ChIP-seq Analysis Tool								To update		ChIP-seq	ccat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/ccat	https://github.com/galaxyproject/tools-devteam/tree/main/tools/ccat	0.0.2	ccat	3.0	(0/1)	(0/1)	(1/1)	(0/1)
cd_hit_dup			cd_hit_dup	simple tool for removing duplicates from sequencing reads								To update		Metagenomics, Sequence Analysis	cd_hit_dup	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/cd_hit_dup	https://github.com/galaxyproject/tools-devteam/tree/main/tools/cd_hit_dup	0.0.1	cd-hit-auxtools	4.8.1	(1/1)	(0/1)	(0/1)	(0/1)
change_case			ChangeCase	Convert column case.								To update		Text Manipulation	change_case	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/change_case	https://github.com/galaxyproject/tools-devteam/tree/main/tools/change_case	1.0.1	perl		(1/1)	(1/1)	(1/1)	(1/1)
compute_motif_frequencies_for_all_motifs	94.0	2.0	compute_motif_frequencies_for_all_motifs	Compute Motif Frequencies For All Motifs, motif by motif.								To update		Sequence Analysis, Statistics	compute_motif_frequencies_for_all_motifs	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/compute_motif_frequencies_for_all_motifs	https://github.com/galaxyproject/tools-devteam/tree/main/tools/compute_motif_frequencies_for_all_motifs	1.0.0			(0/1)	(1/1)	(1/1)	(0/1)
compute_motifs_frequency	65.0		compute_motifs_frequency	Compute Motif Frequencies in indel flanking regions.								To update		Sequence Analysis, Statistics	compute_motifs_frequency	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/compute_motifs_frequency	https://github.com/galaxyproject/tools-devteam/tree/main/tools/compute_motifs_frequency	1.0.0			(0/1)	(1/1)	(1/1)	(0/1)
compute_q_values	35.0		compute_q_values	Compute q-values based on multiple simultaneous tests p-values								To update		Statistics	compute_q_values	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/compute_q_values	https://github.com/galaxyproject/tools-devteam/tree/main/tools/compute_q_values	1.0.1	R		(0/1)	(0/1)	(0/1)	(0/1)
condense_characters			Condense characters1	Condense consecutive characters.								To update		Text Manipulation	condense_characters	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/condense_characters	https://github.com/galaxyproject/tools-devteam/tree/main/tools/condense_characters	1.0.0			(1/1)	(1/1)	(0/1)	(0/1)
convert_characters			Convert characters1	Convert delimiters to tab.								To update		Text Manipulation	convert_characters	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/convert_characters	https://github.com/galaxyproject/tools-devteam/tree/main/tools/convert_characters	1.0.1	python		(1/1)	(1/1)	(1/1)	(1/1)
convert_solid_color2nuc			color2nuc	Convert Color Space to Nucleotides								To update		Fasta Manipulation	convert_solid_color2nuc	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/convert_solid_color2nuc	https://github.com/galaxyproject/tools-devteam/tree/main/tools/convert_solid_color2nuc	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
correlation	809.0	47.0	cor2	Correlation for numeric columns								To update		Statistics	correlation	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/correlation	https://github.com/galaxyproject/tools-devteam/tree/main/tools/correlation	1.0.0	rpy		(0/1)	(1/1)	(1/1)	(1/1)
count_gff_features	271.0	49.0	count_gff_features	Count GFF Features								To update		Sequence Analysis	count_gff_features	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/count_gff_features	https://github.com/galaxyproject/tools-devteam/tree/main/tools/count_gff_features	0.2	galaxy-ops	1.1.0	(1/1)	(1/1)	(1/1)	(1/1)
ctd_batch	203.0	13.0	ctdBatch_1	CTD analysis of chemicals, diseases, or genes								To update		Sequence Analysis	ctd_batch	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/ctd_batch	https://github.com/galaxyproject/tools-devteam/tree/main/tools/ctd_batch	1.0.0			(0/1)	(0/1)	(1/1)	(0/1)
cummerbund	1782.0	31.0	cummeRbund	Wrapper for the Bioconductor cummeRbund library								To update	https://bioconductor.org/packages/release/bioc/html/cummeRbund.html	RNA, Visualization	cummerbund	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/cummerbund	https://github.com/galaxyproject/tools-devteam/tree/main/tools/cummerbund	2.16.0	fonts-conda-ecosystem		(1/1)	(1/1)	(1/1)	(0/1)
cummerbund_to_tabular	1204.0	13.0	cummerbund_to_cuffdiff	Regenerate the tabular files generated by cuffdiff from a cummeRbund SQLite database.								To update		Convert Formats, Next Gen Mappers	cummerbund_to_tabular	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/cummerbund_to_tabular	https://github.com/galaxyproject/tools-devteam/tree/main/tools/cummerbund_to_tabular	1.0.1			(1/1)	(0/1)	(1/1)	(0/1)
cut_columns			Cut1	Select columns from a dataset.								To update		Text Manipulation	cut_columns	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/cut_columns	https://github.com/galaxyproject/tools-devteam/tree/main/tools/cut_columns	1.0.2			(1/1)	(1/1)	(1/1)	(1/1)
delete_overlapping_indels	39.0	2.0	delete_overlapping_indels	Delete Overlapping Indels from a chromosome indels file								To update		Sequence Analysis	delete_overlapping_indels	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/delete_overlapping_indels	https://github.com/galaxyproject/tools-devteam/tree/main/tools/delete_overlapping_indels	1.0.0			(0/1)	(0/1)	(1/1)	(0/1)
dgidb_annotator	231.0	30.0	dgidb_annotate	Annotates a tabular file with information from the Drug-Gene Interaction Database (http://dgidb.genome.wustl.edu/)								To update		Systems Biology, Variant Analysis	dgidb_annotator	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dgidb_annotator	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dgidb_annotator	0.1			(0/1)	(0/1)	(1/1)	(0/1)
divide_pg_snp	31.0		dividePgSnp	Separate pgSnp alleles into columns								To update		Sequence Analysis	divide_pg_snp	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/divide_pg_snp	https://github.com/galaxyproject/tools-devteam/tree/main/tools/divide_pg_snp	1.0.0			(1/1)	(0/1)	(1/1)	(0/1)
draw_stacked_barplots	173.0	12.0	draw_stacked_barplots	Draw Stacked Bar Plots for different categories and different criteria								To update		Graphics, Statistics	draw_stacked_barplots	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/draw_stacked_barplots	https://github.com/galaxyproject/tools-devteam/tree/main/tools/draw_stacked_barplots	1.0.0	R		(0/1)	(1/1)	(1/1)	(1/1)
dwt_cor_ava_perclass			compute_p-values_correlation_coefficients_feature_occurrences_between_two_datasets_using_discrete_wavelet_transfom	Compute P-values and Correlation Coefficients for Feature Occurrences								To update		Statistics	dwt_cor_ava_perclass	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dwt_cor_ava_perclass	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dwt_cor_ava_perclass	1.0.1	r-waveslim	1.7.5	(0/1)	(1/1)	(0/1)	(0/1)
dwt_cor_avb_all			compute_p-values_correlation_coefficients_featureA_featureB_occurrences_between_two_datasets_using_discrete_wavelet_transfom	Compute P-values and Correlation Coefficients for Occurrences of Two Set of Features								To update		Statistics	dwt_cor_avb_all	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dwt_cor_avb_all	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dwt_cor_avb_all	1.0.1	r-waveslim	1.7.5	(0/1)	(1/1)	(0/1)	(0/1)
dwt_ivc_all			compute_p-values_second_moments_feature_occurrences_between_two_datasets_using_discrete_wavelet_transfom	Compute P-values and Second Moments for Feature Occurrences								To update		Statistics	dwt_ivc_all	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dwt_ivc_all	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dwt_ivc_all	1.0.1	r-waveslim	1.7.5	(0/1)	(1/1)	(0/1)	(0/1)
dwt_var_perclass			compute_p-values_max_variances_feature_occurrences_in_one_dataset_using_discrete_wavelet_transfom	Compute P-values and Max Variances for Feature Occurrences								To update		Statistics	dwt_var_perclass	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dwt_var_perclass	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dwt_var_perclass	1.0.1	r-waveslim	1.7.5	(0/1)	(1/1)	(0/1)	(0/1)
dwt_var_perfeature	36.0		dwt_var1	Wavelet variance using Discrete Wavelet Transfoms								To update		Statistics	dwt_var_perfeature	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/dwt_var_perfeature	https://github.com/galaxyproject/tools-devteam/tree/main/tools/dwt_var_perfeature	1.0.2	r-bitops		(1/1)	(1/1)	(1/1)	(1/1)
express	325.0	12.0	express	Quantify the abundances of a set of target sequences from sampled subsequences								To update		RNA	express	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/express	https://github.com/galaxyproject/tools-devteam/tree/main/tools/express	1.1.1	eXpress	1.5.1	(0/1)	(1/1)	(1/1)	(0/1)
fasta_compute_length	7758.0	380.0	fasta_compute_length	Compute sequence length								To update		Fasta Manipulation	fasta_compute_length	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_compute_length	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_compute_length	1.0.3	python		(1/1)	(1/1)	(1/1)	(1/1)
fasta_concatenate_by_species	35793.0	88.0	fasta_concatenate0	Concatenate FASTA alignment by species								To update		Fasta Manipulation	fasta_concatenate_by_species	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_concatenate_by_species	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_concatenate_by_species	0.0.1	bx-python	0.11.0	(1/1)	(1/1)	(1/1)	(1/1)
fasta_filter_by_length	48649.0	350.0	fasta_filter_by_length	Filter sequences by length								To update		Fasta Manipulation	fasta_filter_by_length	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_filter_by_length	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_filter_by_length	1.2	python		(1/1)	(1/1)	(1/1)	(1/1)
fasta_to_tabular	105841.0	622.0	fasta2tab	FASTA-to-Tabular converter								To update		Fasta Manipulation	fasta_to_tabular	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_to_tabular	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_to_tabular	1.1.1	python		(1/1)	(1/1)	(1/1)	(1/1)
fastq_trimmer_by_quality	5485.0	459.0	fastq_quality_trimmer	FASTQ Quality Trimmer by sliding window								Up-to-date		Fastq Manipulation	fastq_trimmer_by_quality	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fastq_trimmer_by_quality	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fastq_trimmer_by_quality	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)	(1/1)
fastqsolexa_to_fasta_qual			fastqsolexa_to_fasta_qual	FASTQSOLEXA-to-FASTA-QUAL extracts sequences and quality scores from FASTQSOLEXA data								To update		Convert Formats, Fastq Manipulation	fastqsolexa_to_fasta_qual	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fastqsolexa_to_fasta_qual	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fastqsolexa_to_fasta_qual	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
featurecounter	22384.0	6.0	featureCoverage1	Feature coverage								To update		Sequence Analysis, Variant Analysis	featurecounter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/featurecounter	https://github.com/galaxyproject/tools-devteam/tree/main/tools/featurecounter	2.0.0	bx-python	0.11.0	(1/1)	(0/1)	(1/1)	(0/1)
filter_transcripts_via_tracking	20.0	1.0	filter_combined_via_tracking	Filter Combined Transcripts								To update		RNA	filter_transcripts_via_tracking	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/filter_transcripts_via_tracking	https://github.com/galaxyproject/tools-devteam/tree/main/tools/filter_transcripts_via_tracking	0.1			(1/1)	(1/1)	(1/1)	(1/1)
generate_pc_lda_matrix	119.0	12.0	generate_matrix_for_pca_and_lda1	Generate a Matrix for using PC and LDA								To update		Sequence Analysis	generate_pc_lda_matrix	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/generate_pc_lda_matrix	https://github.com/galaxyproject/tools-devteam/tree/main/tools/generate_pc_lda_matrix	1.0.0			(1/1)	(1/1)	(1/1)	(1/1)
getindelrates_3way			indelRates_3way	Estimate Indel Rates for 3-way alignments								To update		Sequence Analysis, Variant Analysis	getindelrates_3way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/getindelrates_3way	https://github.com/galaxyproject/tools-devteam/tree/main/tools/getindelrates_3way	1.0.0	bx-python	0.11.0	(1/1)	(0/1)	(0/1)	(0/1)
getindels_2way			getIndels_2way	Fetch Indels from pairwise alignments								To update		Sequence Analysis, Variant Analysis	getindels_2way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/getindels_2way	https://github.com/galaxyproject/tools-devteam/tree/main/tools/getindels_2way	1.0.0	numpy		(1/1)	(0/1)	(0/1)	(0/1)
gmaj	11.0	4.0	gmaj_1	GMAJ Multiple Alignment Viewer								To update		Visualization	gmaj	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/gmaj	https://github.com/galaxyproject/tools-devteam/tree/main/tools/gmaj	2.0.1			(1/1)	(1/1)	(1/1)	(1/1)
hisat	228.0		hisat	HISAT is a fast and sensitive spliced alignment program.								To update	http://ccb.jhu.edu/software/hisat/index.shtml	Assembly	hisat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/hisat	https://github.com/galaxyproject/tools-devteam/tree/main/tools/hisat	1.0.3	hisat		(0/1)	(0/1)	(0/1)	(0/1)
histogram	2367.0	94.0	histogram_rpy	Histogram of a numeric column								To update		Graphics, Statistics	histogram	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/histogram	https://github.com/galaxyproject/tools-devteam/tree/main/tools/histogram	1.0.4	rpy2	2.7.8	(1/1)	(1/1)	(1/1)	(1/1)
indels_3way	22.0		indels_3way	Fetch Indels from 3-way alignments								To update		Sequence Analysis	indels_3way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/indels_3way	https://github.com/galaxyproject/tools-devteam/tree/main/tools/indels_3way	1.0.3			(1/1)	(0/1)	(1/1)	(0/1)
kernel_canonical_correlation_analysis	69.0	2.0	kcca1	Kernel Canonical Correlation Analysis								To update		Statistics	kernel_canonical_correlation_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/kernel_canonical_correlation_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/kernel_canonical_correlation_analysis	1.0.0	rpy		(1/1)	(0/1)	(1/1)	(1/1)
kernel_principal_component_analysis	155.0	13.0	kpca1	Kernel Principal Component Analysis								To update		Statistics	kernel_principal_component_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/kernel_principal_component_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/kernel_principal_component_analysis	1.0.0	rpy		(1/1)	(0/1)	(1/1)	(1/1)
lastz_paired_reads	9.0	1.0	lastz_paired_reads_wrapper	Galaxy wrapper for the Lastz alignment tool on paired reads								To update		Next Gen Mappers	lastz_paired_reads	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/lastz_paired_reads	https://github.com/galaxyproject/tools-devteam/tree/main/tools/lastz_paired_reads	1.1.1	lastz	1.04.22	(0/1)	(1/1)	(1/1)	(0/1)
lda_analysis	148.0	18.0	lda_analy1	Perform Linear Discriminant Analysis								To update		Graphics, Statistics	lda_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/lda_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/lda_analysis	1.0.1	R		(1/1)	(0/1)	(1/1)	(1/1)
linear_regression			LinearRegression1	Perform Linear Regression								To update		Statistics	linear_regression	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/linear_regression	https://github.com/galaxyproject/tools-devteam/tree/main/tools/linear_regression	1.0.1	R		(1/1)	(0/1)	(0/1)	(0/1)
logistic_regression_vif			LogisticRegression	Perform Logistic Regression with vif								To update		Sequence Analysis, Variant Analysis, Statistics	logistic_regression_vif	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/logistic_regression_vif	https://github.com/galaxyproject/tools-devteam/tree/main/tools/logistic_regression_vif	1.0.1	numpy		(0/1)	(0/1)	(0/1)	(0/1)
maf_cpg_filter			cpgFilter	Mask CpG/non-CpG sites from MAF file								To update		Sequence Analysis, Variant Analysis	maf_cpg_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/maf_cpg_filter	https://github.com/galaxyproject/tools-devteam/tree/main/tools/maf_cpg_filter	1.0.0	bx-python	0.11.0	(1/1)	(0/1)	(0/1)	(0/1)
mapping_to_ucsc			mapToUCSC	Format mapping data as UCSC custom track								To update		Visualization, Convert Formats, Next Gen Mappers	mapping_to_ucsc	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mapping_to_ucsc	https://github.com/galaxyproject/tools-devteam/tree/main/tools/mapping_to_ucsc	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
megablast_xml_parser	338.0	36.0	megablast_xml_parser	Parse blast XML output								To update		Next Gen Mappers, Convert Formats	megablast_xml_parser	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/megablast_xml_parser	https://github.com/galaxyproject/tools-devteam/tree/main/tools/megablast_xml_parser	1.0.1	python		(1/1)	(0/1)	(1/1)	(0/1)
merge_cols	21906.0	536.0	mergeCols1	Merge columns together.								To update		Text Manipulation	merge_cols	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/merge_cols	https://github.com/galaxyproject/tools-devteam/tree/main/tools/merge_cols	1.0.3	python		(1/1)	(1/1)	(1/1)	(1/1)
microsatellite_birthdeath			microsatellite_birthdeath	Identify microsatellite births and deaths								To update		Sequence Analysis	microsatellite_birthdeath	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsatellite_birthdeath	https://github.com/galaxyproject/tools-devteam/tree/main/tools/microsatellite_birthdeath	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
microsats_alignment_level			microsats_align1	Extract Orthologous Microsatellites from pair-wise alignments								To update		Sequence Analysis, Variant Analysis	microsats_alignment_level	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsats_alignment_level	https://github.com/galaxyproject/tools-devteam/tree/main/tools/microsats_alignment_level	1.0.0	sputnik		(1/1)	(0/1)	(0/1)	(0/1)
microsats_mutability			microsats_mutability1	Estimate microsatellite mutability by specified attributes								To update		Sequence Analysis, Variant Analysis	microsats_mutability	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsats_mutability	https://github.com/galaxyproject/tools-devteam/tree/main/tools/microsats_mutability	1.1.0	bx-python	0.11.0	(1/1)	(0/1)	(0/1)	(0/1)
mine	11.0	2.0	maximal_information_based_nonparametric_exploration	Maximal Information-based Nonparametric Exploration								To update		Variant Analysis	mine	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mine	https://github.com/galaxyproject/tools-devteam/tree/main/tools/mine	0.0.1	MINE		(1/1)	(0/1)	(1/1)	(1/1)
multispecies_orthologous_microsats			multispecies_orthologous_microsats	Extract orthologous microsatellites								To update		Sequence Analysis, Variant Analysis	multispecies_orthologous_microsats	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/multispecies_orthologous_microsats	https://github.com/galaxyproject/tools-devteam/tree/main/tools/multispecies_orthologous_microsats	1.0.0	bx-sputnik		(0/1)	(0/1)	(0/1)	(0/1)
mutate_snp_codon	47.0		mutate_snp_codon_1	Mutate Codons with SNPs								To update		Variant Analysis	mutate_snp_codon	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mutate_snp_codon	https://github.com/galaxyproject/tools-devteam/tree/main/tools/mutate_snp_codon	1.0.0			(1/1)	(0/1)	(1/1)	(0/1)
partialr_square			partialRsq	Compute partial R square								To update		Statistics	partialr_square	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/partialr_square	https://github.com/galaxyproject/tools-devteam/tree/main/tools/partialr_square	1.0.0	R		(1/1)	(0/1)	(0/1)	(0/1)
pearson_correlation			Pearson_and_apos_Correlation1	Pearson and apos Correlation between any two numeric columns								To update		Statistics	pearson_correlation	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pearson_correlation	https://github.com/galaxyproject/tools-devteam/tree/main/tools/pearson_correlation	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
pgsnp2gd_snp			pgSnp2gd_snp	Convert from pgSnp to gd_snp								To update		Variant Analysis	pgsnp2gd_snp	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pgsnp2gd_snp	https://github.com/galaxyproject/tools-devteam/tree/main/tools/pgsnp2gd_snp	1.0.0			(0/1)	(0/1)	(0/1)	(0/1)
pileup_interval	632.0	15.0	pileup_interval	Pileup-to-Interval condenses pileup format into ranges of bases								To update		SAM	pileup_interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_interval	https://github.com/galaxyproject/tools-devteam/tree/main/tools/pileup_interval	1.0.3	bx-python	0.11.0	(1/1)	(1/1)	(1/1)	(1/1)
pileup_parser	3158.0	169.0	pileup_parser	Filter pileup on coverage and SNPs								To update	https://github.com/galaxyproject/tools-devteam/	SAM	pileup_parser	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_parser	https://github.com/galaxyproject/tools-devteam/tree/main/tools/pileup_parser	1.0.2	perl		(1/1)	(1/1)	(1/1)	(1/1)
plot_from_lda	73.0	9.0	plot_for_lda_output1	"Draw ROC plot on ""Perform LDA"" output"								To update		Graphics, Statistics	plot_from_lda	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/plot_from_lda	https://github.com/galaxyproject/tools-devteam/tree/main/tools/plot_from_lda	1.0.1	R		(1/1)	(0/1)	(1/1)	(1/1)
principal_component_analysis	9986.0	88.0	pca1	Principal Component Analysis								To update		Statistics	principal_component_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/principal_component_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/principal_component_analysis	1.0.2	rpy		(1/1)	(0/1)	(1/1)	(1/1)
quality_filter			qualityFilter	Filter nucleotides based on quality scores								To update		Sequence Analysis, Variant Analysis	quality_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/quality_filter	https://github.com/galaxyproject/tools-devteam/tree/main/tools/quality_filter	1.0.1	bx-python	0.11.0	(0/1)	(0/1)	(0/1)	(0/1)
rcve			rcve1	Compute RCVE								To update		Sequence Analysis, Variant Analysis	rcve	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rcve	https://github.com/galaxyproject/tools-devteam/tree/main/tools/rcve	1.0.0	R		(1/1)	(0/1)	(0/1)	(0/1)
remove_beginning			Remove beginning1	Remove lines from the beginning of a file.								To update		Text Manipulation	remove_beginning	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/remove_beginning	https://github.com/galaxyproject/tools-devteam/tree/main/tools/remove_beginning	1.0.0			(1/1)	(1/1)	(1/1)	(1/1)
rmap			rmap_wrapper	RMAP for Solexa Short Reads Alignment								To update		Next Gen Mappers	rmap	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rmap	https://github.com/galaxyproject/tools-devteam/tree/main/tools/rmap	1.0.0	rmap	2.1	(0/1)	(0/1)	(0/1)	(0/1)
rmapq			rmapq_wrapper	RMAPQ for Solexa Short Reads Alignment with Quality Scores								To update		Next Gen Mappers	rmapq	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rmapq	https://github.com/galaxyproject/tools-devteam/tree/main/tools/rmapq	1.0.0	rmap	2.1	(0/1)	(0/1)	(0/1)	(0/1)
sam2interval	1189.0	20.0	sam2interval	Convert SAM to interval.								To update		SAM	sam2interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sam2interval	https://github.com/galaxyproject/tools-devteam/tree/main/tools/sam2interval	1.0.2	python		(1/1)	(1/1)	(1/1)	(1/1)
sam_bitwise_flag_filter	261.0	1.0	sam_bw_filter	Filter SAM on bitwise flag values								To update		SAM	sam_bitwise_flag_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sam_bitwise_flag_filter	https://github.com/galaxyproject/tools-devteam/tree/main/tools/sam_bitwise_flag_filter	1.0.1	python		(1/1)	(1/1)	(0/1)	(1/1)
scatterplot	1637.0	61.0	scatterplot_rpy	Scatterplot of two numeric columns								To update		Graphics, Statistics	scatterplot	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/scatterplot	https://github.com/galaxyproject/tools-devteam/tree/main/tools/scatterplot	1.0.3	numpy		(1/1)	(0/1)	(1/1)	(1/1)
short_reads_figure_high_quality_length			hist_high_quality_score	Histogram of high quality score reads								To update		Sequence Analysis, Graphics	short_reads_figure_high_quality_length	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_figure_high_quality_length	https://github.com/galaxyproject/tools-devteam/tree/main/tools/short_reads_figure_high_quality_length	1.0.0	rpy		(0/1)	(0/1)	(0/1)	(0/1)
short_reads_figure_score	163.0	13.0	quality_score_distribution	Build base quality distribution								To update		Sequence Analysis, Graphics	short_reads_figure_score	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_figure_score	https://github.com/galaxyproject/tools-devteam/tree/main/tools/short_reads_figure_score	1.0.2	fontconfig		(0/1)	(0/1)	(1/1)	(0/1)
short_reads_trim_seq	220.0	21.0	trim_reads	Select high quality segments								To update		Fastq Manipulation	short_reads_trim_seq	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_trim_seq	https://github.com/galaxyproject/tools-devteam/tree/main/tools/short_reads_trim_seq	1.0.0			(1/1)	(0/1)	(1/1)	(0/1)
