Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)
fastp	fastp	Fast all-in-one preprocessing for FASTQ files	fastp	fastp		fastp	A tool designed to provide fast all-in-one preprocessing for FastQ files. This tool is developed in C++ with multithreading supported to afford high performance.	Sequencing quality control, Sequence contamination filtering	Sequence analysis, Probes and primers	Up-to-date	https://github.com/OpenGene/fastp	Sequence Analysis	fastp	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastp	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fastp	0.23.4	fastp	0.23.4	Sequence contamination filtering	Probes and primers	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2803	1055760
fastq_combiner	fastq_combiner	Combine FASTA and QUAL into FASTQ								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation, Fasta Manipulation	fastq_combiner	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_combiner	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_combiner	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	66	8676
fastq_filter	fastq_filter	Filter FASTQ reads by quality score and length								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_filter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_filter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_filter	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	266	14222
fastq_groomer	fastq_groomer	Convert between various FASTQ quality formats.								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_groomer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_groomer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_groomer	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1028	94802
fastq_manipulation	fastq_manipulation	Manipulate FASTQ reads on various attributes.								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_manipulation	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_manipulation	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_manipulation	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	69	2503
fastq_masker_by_quality	fastq_masker_by_quality	FASTQ Masker by quality score								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_masker_by_quality	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_masker_by_quality	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_masker_by_quality	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	170
fastq_paired_end_deinterlacer	fastq_paired_end_deinterlacer	FASTQ de-interlacer on paired end reads.								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_deinterlacer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_deinterlacer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_deinterlacer	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	122	8410
fastq_paired_end_interlacer	fastq_paired_end_interlacer	FASTQ interlacer on paired end reads								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_interlacer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_interlacer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_interlacer	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1087	17024
fastq_paired_end_joiner	fastq_paired_end_joiner	FASTQ joiner on paired end reads								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_joiner	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_joiner	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_joiner	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	245	16635
fastq_paired_end_splitter	fastq_paired_end_splitter	FASTQ splitter on joined paired end reads								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_paired_end_splitter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_paired_end_splitter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_splitter	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	196	3092
fastq_quality_boxplot	cshl_fastq_quality_boxplot	Draw quality score boxplot								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Graphics, Statistics	fastq_quality_boxplot	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastq_quality_boxplot	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_boxplot	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	51	1178
fastq_quality_converter	cshl_fastq_quality_converter	Quality format converter (ASCII-Numeric)								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation	fastq_quality_converter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastq_quality_converter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_converter	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	11	220
fastq_quality_filter	cshl_fastq_quality_filter	Filter by quality								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation	fastq_quality_filter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastq_quality_filter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_filter	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1509	15172
fastq_stats	fastq_stats	FASTQ Summary Statistics by column								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_stats	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_stats	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_stats	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	221	4246
fastq_to_fasta	cshl_fastq_to_fasta	FASTQ to FASTA converter								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Convert Formats	fastq_to_fasta	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastq_to_fasta	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_to_fasta	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	419	13599
fastq_to_tabular	fastq_to_tabular	FASTQ to Tabular converter								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_to_tabular	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_to_tabular	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_to_tabular	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	93	12593
fastq_trimmer	fastq_trimmer	FASTQ Trimmer by quality								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastq_trimmer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastq_trimmer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_trimmer	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	210	9757
fastqc	fastqc	Read QC reports using FastQC	fastqc	fastqc		FastQC	This tool aims to provide a QC report which can spot problems or biases which originate either in the sequencer or in the starting library material. It can be run in one of two modes. It can either run as a stand alone interactive application for the immediate analysis of small numbers of FastQ files, or it can be run in a non-interactive mode where it would be suitable for integrating into a larger analysis pipeline for the systematic processing of large numbers of files.	Sequence composition calculation, Sequencing quality control, Statistical calculation	Sequencing, Data quality management, Sequence analysis	To update	http://www.bioinformatics.babraham.ac.uk/projects/fastqc/	Fastq Manipulation	fastqc	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastqc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fastqc	0.74+galaxy0	fastqc	0.12.1	Sequence composition calculation, Sequencing quality control, Statistical calculation	Sequencing, Data quality management, Sequence analysis	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	17447	1556625
fastqe	fastqe	FASTQE	fastqe	fastqe		FASTQE	Compute quality stats for FASTQ files and print those stats as emoji... for some reason.	Sequencing quality control	Sequence analysis, Sequencing	To update	https://fastqe.com/	Sequence Analysis	fastqe	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fastqe	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fastqe	0.3.1+galaxy0	fastqe	0.3.1	Sequencing quality control	Sequence analysis, Sequencing	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1266	4333
fastqtofasta	fastq_to_fasta_python	FASTQ to FASTA converter								Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	fastqtofasta	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/fastqtofasta	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastqtofasta	1.1.5	galaxy_sequence_utils	1.1.5			1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1371	178178
fasttree	fasttree	FastTree infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences - GVL	fasttree	fasttree		FastTree	Infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences.	Phylogenetic tree generation (from molecular sequences), Phylogenetic tree generation (maximum likelihood and Bayesian methods)	Phylogenetics, Sequence analysis	To update	http://www.microbesonline.org/fasttree/	Phylogenetics	fasttree	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fasttree	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fasttree	2.1.10	fasttree	2.1.11		Phylogenetics	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	379	55434
fastx_artifacts_filter	cshl_fastx_artifacts_filter	Remove sequencing artifacts								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_artifacts_filter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_artifacts_filter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_artifacts_filter	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	27	1810
fastx_barcode_splitter	cshl_fastx_barcode_splitter	Barcode Splitter								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_barcode_splitter	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_barcode_splitter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_barcode_splitter	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	128	16591
fastx_clipper	cshl_fastx_clipper	Clip adapter sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_clipper	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_clipper	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_clipper	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	96	3333
fastx_collapser	cshl_fastx_collapser	Collapse sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation	fastx_collapser	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_collapser	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_collapser	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	114	61218
fastx_nucleotides_distribution	cshl_fastx_nucleotides_distribution	Draw nucleotides distribution chart								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Graphics	fastx_nucleotides_distribution	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_nucleotides_distribution	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_nucleotides_distribution	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	25	249
fastx_quality_statistics	cshl_fastx_quality_statistics	Compute quality statistics								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Statistics	fastx_quality_statistics	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_quality_statistics	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_quality_statistics	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	63	2176
fastx_renamer	cshl_fastx_renamer	Rename sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_renamer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_renamer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_renamer	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	68	2280
fastx_reverse_complement	cshl_fastx_reverse_complement	Reverse-Complement								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Fasta Manipulation	fastx_reverse_complement	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_reverse_complement	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_reverse_complement	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	156	10832
fastx_trimmer	cshl_fastx_trimmer	Trim sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_trimmer	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_trimmer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_trimmer	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	205	13149
fatovcf	fatovcf	Convert a FASTA alignment file to Variant Call Format (VCF) single-nucleotide diffs	UCSC_Genome_Browser_Utilities	UCSC_Genome_Browser_Utilities		UCSC Genome Browser Utilities	Utilities for handling sequences and assemblies from the UCSC Genome Browser project.		Sequence analysis	Up-to-date	http://hgdownload.cse.ucsc.edu/admin/exe/	Convert Formats	ucsc_fatovcf	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ucsc-tools/fatovcf	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ucsc_tools/fatovcf	448	ucsc-fatovcf	448		Sequence analysis	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	285
featurecounts	featurecounts	featureCounts counts the number of reads aligned to defined masked regions in a reference genome	featurecounts	featurecounts		FeatureCounts	featureCounts is a very efficient read quantifier. It can be used to summarize RNA-seq reads and gDNA-seq reads to a variety of genomic features such as genes, exons, promoters, gene bodies and genomic bins. It is included in the Bioconductor Rsubread package and also in the SourceForge Subread package.	Read summarisation, RNA-Seq quantification	RNA-Seq	To update	http://bioinf.wehi.edu.au/featureCounts	RNA, Transcriptomics, Sequence Analysis	featurecounts	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/featurecounts	https://github.com/galaxyproject/tools-iuc/tree/main/tools/featurecounts	2.0.3	subread	2.0.6	Read summarisation, RNA-Seq quantification	RNA-Seq	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	4679	696399
feelnc	feelnc	Galaxy wrapper for FEELnc	feelnc	feelnc		FEELnc	A tool to annotate long non-coding RNAs from RNA-seq assembled transcripts.	Annotation, Classification	RNA-seq, Functional, regulatory and non-coding RNA	To update	https://github.com/tderrien/FEELnc	Sequence Analysis	feelnc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/feelnc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/feelnc	0.2.1	feelnc	0.2	Annotation, Classification	Functional, regulatory and non-coding RNA	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	46	1191
fermikit	fermi2, fermikit_variants	FermiKit is a de novo assembly based variant calling pipeline for deep Illumina resequencing data.								Up-to-date	https://github.com/lh3/fermikit	Assembly, Variant Analysis	fermikit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fermikit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fermikit	r193	fermi2	r193			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fgsea	fgsea	Perform gene set testing using fgsea	fgsea	fgsea		fgsea	The package implements an algorithm for fast gene set enrichment analysis. Using the fast algorithm allows to make more permutations and get more fine grained p-values, which allows to use accurate stantard approaches to multiple hypothesis correction.	Gene-set enrichment analysis	Genetics	To update	https://bioconductor.org/packages/release/bioc/html/fgsea.html	Visualization, Transcriptomics, Statistics	fgsea	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fgsea	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fgsea	1.8.0+galaxy1	bioconductor-fgsea	1.28.0	Gene-set enrichment analysis	Genetics	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	307	5240
filtlong	filtlong	Filtlong - Filtering long reads by quality	filtlong	filtlong		Filtlong	Filtlong is a tool for filtering long reads by quality. It can take a set of long reads and produce a smaller, better subset. It uses both read length (longer is better) and read identity (higher is better) when choosing which reads pass the filter.	Filtering, Sequencing quality control		Up-to-date	https://github.com/rrwick/Filtlong	Fastq Manipulation, Sequence Analysis	filtlong	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/filtlong	https://github.com/galaxyproject/tools-iuc/tree/main/tools/filtlong	0.2.1	filtlong	0.2.1	Filtering, Sequencing quality control		1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	617	30483
flair	flair_collapse, flair_correct	FLAIR (Full-Length Alternative Isoform analysis of RNA) for the correction, isoform definition, and alternative splicing analysis of noisy reads.								To update	https://github.com/BrooksLabUCSC/flair	Nanopore	flair	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/flair	https://github.com/galaxyproject/tools-iuc/tree/main/tools/flair	1.5	flair	2.0.0			0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	331
flash	flash	Fast Length Adjustment of SHort reads	flash	flash		FLASH	Identifies paired-end reads which overlap in the middle, converting them to single long reads	Read pre-processing, Sequence merging, Sequence assembly	Sequencing, Sequence assembly	Up-to-date	https://ccb.jhu.edu/software/FLASH/	Assembly, Fastq Manipulation	flash	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/flash	https://github.com/galaxyproject/tools-iuc/tree/main/tools/flash	1.2.11	flash	1.2.11	Read pre-processing, Sequence merging, Sequence assembly	Sequencing, Sequence assembly	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	74	13759
fraggenescan	fraggenescan	Tool for finding (fragmented) genes in short read	fraggenescan	fraggenescan		FragGeneScan	Application for finding (fragmented) genes in short reads	Gene prediction	Genetics, Sequence analysis	To update	https://sourceforge.net/projects/fraggenescan/	Sequence Analysis	fraggenescan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fraggenescan/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fraggenescan		fraggenescan	1.31	Gene prediction	Genetics, Sequence analysis	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	68	1102
freebayes	freebayes, bamleftalign	Galaxy Freebayes Bayesian genetic variant detector tool	freebayes	freebayes		FreeBayes	Bayesian genetic variant detector designed to find small polymorphisms, specifically SNPs, indels, multi-nucleotide polymorphisms, and complex events (composite insertion and substitution events) smaller than the length of a short-read sequencing alignment.	Variant calling, Statistical calculation	Genomics, Genetic variation, Rare diseases	To update	https://github.com/ekg/freebayes	Variant Analysis	freebayes	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/freebayes	https://github.com/galaxyproject/tools-iuc/tree/main/tools/freebayes	1.3.6	freebayes	1.3.7	Variant calling, Statistical calculation	Genomics, Genetic variation, Rare diseases	2	2	2	2	2	2	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	3059	155087
